occ,y4_hhid,indidy4,male,age,relation_head,head,father_educ,mother_educ,over_12,cur_married,household_num,clusterid,rural,y4_weights,region_code,region_name,district_code,district_name,satisfy_school_age,read_wri_kiswa,school_exp,start_school_age,cur_school,school_lyear,educ_attain,primary,secondary,university,cur_grade,cur_prim,cur_second,cur_univ,public,board,transportation,time_to_school,free_meal_school,miss_school_lasttwo,absent_reason,access_textbook,homework_hour_week_fir,problem_school_fir,problem_school,problem_school_sec,psle,pass_psle,school_fee,book_mat,uniform_fee,transport_fee,extra_tuition,others,meal_cost,eduction_expendit_12m,adult_literacy_prog,unpaid_employee_12m,non_farm_12m,house_farm_12m,rental_pay_inc,priv_gov_inc,other_inc,income_known_sour
1,4007-001,1,1,39,head,1,1,1,1,1,4007,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,1,1,9,0,0,Secondary,0,1,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2,4007-001,2,0,33,spouse,0,1,1,1,1,4007,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
3,4007-001,3,0,18,OTHER RELATIVE(SPECIFY),0,0,0,1,0,4007,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,1,1,9,1,,,,,,Primary,1,0,0,1,0,0,60,0,no,,1,3,INADEQUATE BOOKS/TOOLS,1,INADEQUATE TEACHERS,0,,0,9400,30000,0,0,2800,0,42200,0,0,0,1,0,0,0,0
4,4007-001,4,1,16,OTHER RELATIVE(SPECIFY),0,1,1,1,0,4007,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,1,1,8,0,1,,,,,,,,,,,,,,,,,,,,,1,0,0,7500,23000,0,0,2500,0,33000,0,0,0,1,0,0,0,0
5,4007-001,5,1,12,SON/DAUGHTER,0,,,1,0,4007,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,1,1,5,1,,,,,,Primary,1,0,0,1,0,0,60,0,no,,1,0,INADEQUATE BOOKS/TOOLS,1,,0,,0,6000,21000,0,0,1000,0,28000,0,0,0,1,0,0,0,0
6,4007-001,6,1,7,SON/DAUGHTER,0,,,0,,4007,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,1,1,5,1,,,,,,Primary,1,0,0,1,0,0,60,0,no,,1,5,NO PROBLEMS (SATISFIED),0,,0,,0,1000,29000,0,0,0,0,30000,0,0,0,1,0,0,0,0
7,4007-001,7,0,6,SON/DAUGHTER,0,,,0,,4007,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,0,1,6,1,,,,,,Others,0,0,0,1,0,0,60,0,no,,0,0,NO PROBLEMS (SATISFIED),0,,0,,0,0,10500,0,0,0,0,10500,0,0,0,0,0,0,0,0
8,4007-001,8,1,4,SON/DAUGHTER,0,,,0,,4007,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,4008-001,1,1,40,head,1,1,0,1,1,4008,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,1,1,7,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2,4008-001,2,0,37,spouse,0,1,0,1,1,4008,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,1,1,9,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,4008-001,3,0,15,SON/DAUGHTER,0,,,1,0,4008,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,1,1,7,1,,,,,,Secondary,0,1,0,0,1,,,0,no,,1,12,NO PROBLEMS (SATISFIED),0,,1,1,700000,10000,20000,0,50000,0,300000,1080000,0,0,0,1,0,0,0,0
4,4008-001,4,0,13,SON/DAUGHTER,0,,,1,0,4008,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,1,1,6,1,,,,,,Secondary,0,1,0,0,0,1,120,0,no,,1,10,NO PROBLEMS (SATISFIED),0,,1,1,150000,10000,35000,0,0,0,0,195000,0,0,0,1,0,0,0,0
5,4008-001,5,0,11,SON/DAUGHTER,0,,,0,,4008,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,1,1,7,1,,,,,,Primary,1,0,0,1,0,0,60,0,yes,ILLNESS CHILD,0,0,INADEQUATE BOOKS/TOOLS,1,,0,,0,2600,21000,0,0,0,0,23600,0,0,0,1,0,0,0,0
6,4008-001,6,1,26,SISTER/BROTHER,0,1,1,1,1,4008,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,1,1,14,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,4008-001,7,0,18,OTHER RELATIVE(SPECIFY),0,0,1,1,1,4008,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,1,1,8,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,4008-001,8,1,18,LIVE-IN SERVANT,0,1,1,1,0,4008,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,0,1,11,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,4012-001,1,0,75,head,1,0,0,1,0,4012,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,1,1,10,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4012-001,2,0,34,SON/DAUGHTER,0,0,,1,0,4012,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,1,1,10,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,4012-001,3,1,19,grandchild,0,1,1,1,0,4012,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,1,1,8,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4012-001,4,0,17,grandchild,0,1,1,1,0,4012,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,1,1,8,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,4012-001,5,0,12,grandchild,0,0,,1,0,4012,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,1,1,7,1,,,,,,Primary,1,0,0,1,0,0,60,0,no,,1,0,INADEQUATE BOOKS/TOOLS,1,,0,,0,4500,8000,0,0,1300,0,13800,0,0,0,1,0,0,0,0
6,4012-001,6,0,10,grandchild,0,0,,0,,4012,190403104001,1,2815.2927,mwanza,MWANZA,4,KWIMBA,yes,0,1,7,1,,,,,,Primary,1,0,0,1,0,0,60,0,no,,1,0,INADEQUATE BOOKS/TOOLS,1,OVERCROWDED CLASSROOMS,0,,0,3200,7000,0,0,1300,0,11500,0,0,0,1,0,0,0,0
1,4022-001,1,1,39,head,1,,0,1,1,4022,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0
2,4022-001,2,0,30,spouse,0,0,1,1,1,4022,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0
3,4022-001,3,1,15,STEP SON / DAUGHTER,0,1,,1,0,4022,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,1,1,14,1,,,,,,Primary,1,0,0,1,0,0,30,0,no,,0,0,NO PROBLEMS (SATISFIED),0,,0,,0,5300,7500,0,0,0,0,12800,0,1,0,1,0,0,0,0
4,4022-001,4,0,9,SON/DAUGHTER,0,,,0,,4022,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,0,1,8,1,,,,,,Primary,1,0,0,1,0,0,30,0,no,,0,0,NO PROBLEMS (SATISFIED),0,,0,,0,2800,6000,0,0,0,0,8800,0,0,0,0,0,0,0,0
5,4022-001,5,0,5,SON/DAUGHTER,0,,,0,,4022,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
6,4022-001,6,1,3,SON/DAUGHTER,0,,,0,,4022,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7,4022-001,7,1,0,SON/DAUGHTER,0,,,0,,4022,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,4023-001,1,1,49,head,1,,,1,1,4023,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0
2,4023-001,2,0,39,spouse,0,0,0,1,1,4023,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,1,1,9,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3,4023-001,3,1,16,SON/DAUGHTER,0,,,1,0,4023,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,1,1,7,0,1,,,,,,,,,,,,,,,,,,,,,1,1,20000,4200,29000,0,20000,0,0,73200,0,0,0,1,0,0,0,0
4,4023-001,4,1,13,SON/DAUGHTER,0,,,1,0,4023,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,1,1,7,0,1,,,,,,,,,,,,,,,,,,,,,0,,0,3900,17000,0,0,0,0,20900,0,0,0,1,0,0,0,0
5,4023-001,5,1,10,SON/DAUGHTER,0,,,0,,4023,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,1,1,6,1,,,,,,Primary,1,0,0,1,0,0,5,0,no,,1,0,POOR TEACHING,1,POOR ATTENDANCE OF TEACHERS,0,,0,3600,15500,0,0,0,0,19100,0,0,0,1,0,0,0,0
6,4023-001,6,0,7,SON/DAUGHTER,0,,,0,,4023,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,0,1,6,1,,,,,,Primary,1,0,0,1,0,0,5,0,no,,1,0,POOR TEACHING,1,POOR ATTENDANCE OF TEACHERS,0,,0,2600,12500,0,0,0,0,15100,0,0,0,0,0,0,0,0
7,4023-001,7,0,0,SON/DAUGHTER,0,,,0,,4023,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,4024-001,1,1,56,head,1,0,0,1,1,4024,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,0,1,13,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2,4024-001,2,0,38,spouse,0,0,0,1,1,4024,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,1,1,10,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,4024-001,3,0,12,SON/DAUGHTER,0,,,1,0,4024,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,1,1,7,1,,,,,,Primary,1,0,0,1,0,0,30,0,no,,0,6,INADEQUATE BOOKS/TOOLS,1,OTHER (SPECIFY),0,,0,10000,9000,0,40000,6500,0,65500,0,0,0,1,0,0,0,0
4,4024-001,4,1,9,SON/DAUGHTER,0,,,0,,4024,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,1,1,8,1,,,,,,Primary,1,0,0,1,0,0,30,0,no,,0,4,INADEQUATE BOOKS/TOOLS,1,OTHER (SPECIFY),0,,0,6500,7000,0,0,0,0,13500,0,0,0,1,0,0,0,0
5,4024-001,5,1,7,SON/DAUGHTER,0,,,0,,4024,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,0,1,7,1,,,,,,Others,0,0,0,1,0,0,30,0,no,,0,0,INADEQUATE BOOKS/TOOLS,1,OTHER (SPECIFY),0,,0,700,8000,0,0,0,0,8700,0,0,0,0,0,0,0,0
1,4025-001,1,1,71,head,1,0,0,1,1,4025,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,1,1,7,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,4025-001,2,0,67,spouse,0,1,0,1,1,4025,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
3,4025-001,3,0,42,SON/DAUGHTER,0,,,1,0,4025,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,0,1,9,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4,4025-001,4,1,29,SON/DAUGHTER,0,,,1,0,4025,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,1,1,9,0,0,Secondary,0,1,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,4025-001,5,1,13,grandchild,0,1,,1,0,4025,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,1,1,8,1,,,,,,Primary,1,0,0,1,0,0,5,0,no,,1,14,INADEQUATE BOOKS/TOOLS,1,,0,,0,5000,25000,0,0,0,0,30000,0,0,0,1,0,0,0,0
6,4025-001,6,1,15,grandchild,0,1,1,1,0,4025,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,1,1,8,1,,,,,,Primary,1,0,0,1,0,0,5,0,no,,1,14,INADEQUATE BOOKS/TOOLS,1,,0,,0,6500,25000,0,0,0,0,31500,0,0,0,1,0,0,0,0
7,4025-001,7,0,5,grandchild,0,1,,0,,4025,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,1,1,4,1,,,,,,Others,0,0,0,1,0,0,5,0,no,,1,3,INADEQUATE BOOKS/TOOLS,1,,0,,0,1000,16000,0,0,0,0,17000,0,0,0,0,0,0,0,0
8,4025-001,8,1,3,grandchild,0,1,,0,,4025,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,4026-001,1,1,48,head,1,1,1,1,0,4026,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,1,1,10,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,4026-001,2,0,41,spouse,0,1,0,1,0,4026,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
3,4026-001,3,1,21,SON/DAUGHTER,0,,,1,0,4026,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,1,1,10,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4026-001,4,0,13,SON/DAUGHTER,0,,,1,0,4026,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,1,1,10,1,,,,,,Primary,1,0,0,1,0,0,5,0,no,,1,0,INADEQUATE BOOKS/TOOLS,1,OVERCROWDED CLASSROOMS,0,,0,4650,15500,0,0,2800,0,22950,0,0,0,1,0,0,0,0
5,4026-001,5,1,11,SON/DAUGHTER,0,,,0,,4026,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,0,1,6,1,,,,,,Primary,1,0,0,1,0,0,5,0,yes,CHILD REFUSED,1,0,INADEQUATE BOOKS/TOOLS,1,OVERCROWDED CLASSROOMS,0,,0,4200,10500,0,0,2800,0,17500,0,0,0,1,0,0,0,0
6,4026-001,6,0,8,SON/DAUGHTER,0,,,0,,4026,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,1,1,7,1,,,,,,Primary,1,0,0,1,0,0,5,0,no,,1,0,INADEQUATE BOOKS/TOOLS,1,OVERCROWDED CLASSROOMS,0,,0,4200,12500,0,0,2800,0,19500,0,0,0,0,0,0,0,0
7,4026-001,7,1,6,SON/DAUGHTER,0,,,0,,4026,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,0,1,5,1,,,,,,Primary,1,0,0,1,0,0,5,0,no,,1,0,INADEQUATE BOOKS/TOOLS,1,OVERCROWDED CLASSROOMS,0,,0,2500,9000,0,0,0,0,11500,0,0,0,0,0,0,0,0
8,4026-001,8,1,3,SON/DAUGHTER,0,,,0,,4026,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
9,4026-001,9,0,2,SON/DAUGHTER,0,,,0,,4026,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
10,4026-001,10,1,60,OTHER RELATIVE(SPECIFY),0,1,0,1,0,4026,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,1,1,12,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4027-001,1,0,69,head,1,0,0,1,0,4027,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0
2,4027-001,2,1,16,grandchild,0,1,1,1,0,4027,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,1,1,10,1,,,,,,Primary,1,0,0,1,0,0,5,0,yes,CHILD HAD TO WORK,1,0,NO PROBLEMS (SATISFIED),0,,0,,0,3500,21000,0,0,0,0,24500,0,1,0,1,0,0,0,0
3,4027-001,3,1,16,grandchild,0,1,1,1,0,4027,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,1,1,11,1,,,,,,Primary,1,0,0,1,0,0,5,0,yes,CHILD HAD TO WORK,1,0,NO PROBLEMS (SATISFIED),0,,0,,0,3500,3000,0,0,0,0,6500,0,1,0,1,0,0,0,0
4,4027-001,4,0,11,grandchild,0,1,1,0,,4027,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,1,1,6,1,,,,,,Primary,1,0,0,1,0,0,5,0,yes,CHILD HAD TO WORK,1,0,NO PROBLEMS (SATISFIED),0,,0,,0,3500,8000,0,0,0,0,11500,0,1,0,1,0,0,0,0
5,4027-001,5,1,8,grandchild,0,1,1,0,,4027,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,1,1,7,1,,,,,,Primary,1,0,0,1,0,0,5,0,yes,CHILD HAD TO WORK,0,0,NO PROBLEMS (SATISFIED),0,,0,,0,2000,6000,0,0,0,0,8000,0,1,0,1,0,0,0,0
6,4027-001,6,0,20,SON/DAUGHTER,0,1,0,1,0,4027,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,1,1,8,0,0,Secondary,0,1,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,4028-001,1,1,30,head,1,1,1,1,1,4028,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,1,1,12,0,0,Secondary,0,1,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2,4028-001,2,0,19,spouse,0,1,1,1,1,4028,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,1,1,8,0,0,Secondary,0,1,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,4028-001,3,1,0,SON/DAUGHTER,0,,,0,,4028,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,4032-001,1,0,47,head,1,1,0,1,1,4032,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,1,1,12,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2,4032-001,2,1,18,SON/DAUGHTER,0,1,,1,0,4032,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0
3,4032-001,3,1,15,SON/DAUGHTER,0,1,,1,0,4032,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0
4,4032-001,4,1,6,SON/DAUGHTER,0,1,,0,,4032,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
5,4032-001,5,1,2,SON/DAUGHTER,0,1,,0,,4032,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
6,4032-001,6,0,10,SON/DAUGHTER,0,1,,0,,4032,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,0,1,10,1,,,,,,Primary,1,0,0,1,0,0,60,0,yes,ILLNESS CHILD,0,0,NO PROBLEMS (SATISFIED),0,,0,,0,1000,5000,0,0,1000,0,7000,0,0,0,1,0,0,0,0
7,4032-001,7,0,12,SON/DAUGHTER,0,1,,1,0,4032,190429103004,1,2710.5164,mwanza,MWANZA,4,KWIMBA,yes,1,1,9,1,,,,,,Primary,1,0,0,1,0,0,60,0,yes,ILLNESS CHILD,1,0,INADEQUATE BOOKS/TOOLS,1,,0,,0,2500,7000,0,0,1000,0,10500,0,1,0,1,0,0,0,0
1,4040-001,1,1,34,head,1,0,0,1,0,4040,190517103006,1,2412.1736,mwanza,MWANZA,5,SENGEREMA,yes,0,1,10,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2,4040-001,2,0,30,spouse,0,1,0,1,0,4040,190517103006,1,2412.1736,mwanza,MWANZA,5,SENGEREMA,yes,0,1,8,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3,4040-001,3,0,6,SON/DAUGHTER,0,,,0,,4040,190517103006,1,2412.1736,mwanza,MWANZA,5,SENGEREMA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
4,4040-001,4,0,4,SON/DAUGHTER,0,,,0,,4040,190517103006,1,2412.1736,mwanza,MWANZA,5,SENGEREMA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5,4040-001,5,1,2,SON/DAUGHTER,0,,,0,,4040,190517103006,1,2412.1736,mwanza,MWANZA,5,SENGEREMA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
6,4040-001,6,0,14,OTHER RELATIVE(SPECIFY),0,1,0,1,0,4040,190517103006,1,2412.1736,mwanza,MWANZA,5,SENGEREMA,yes,0,1,8,1,,,,,,Primary,1,0,0,1,0,0,50,0,yes,SCHOOL CLOSED IN BREAK,1,0,POOR ATTENDANCE OF TEACHERS,1,OVERCROWDED CLASSROOMS,0,,0,5400,6000,0,0,6100,1700,19200,0,0,0,1,0,0,0,0
1,4041-001,1,1,54,head,1,0,,1,1,4041,190517103006,1,2412.1736,mwanza,MWANZA,5,SENGEREMA,yes,1,1,12,0,0,Secondary,0,1,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,4041-001,2,0,49,spouse,0,1,0,1,1,4041,190517103006,1,2412.1736,mwanza,MWANZA,5,SENGEREMA,yes,1,1,9,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,4041-001,3,1,29,SON/DAUGHTER,0,,,1,1,4041,190517103006,1,2412.1736,mwanza,MWANZA,5,SENGEREMA,yes,1,1,9,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4,4041-001,4,0,28,OTHER NON-RELATIVES (SPECIFY),0,1,1,1,1,4041,190517103006,1,2412.1736,mwanza,MWANZA,5,SENGEREMA,yes,1,1,8,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5,4041-001,5,1,23,SON/DAUGHTER,0,,,1,0,4041,190517103006,1,2412.1736,mwanza,MWANZA,5,SENGEREMA,yes,1,1,10,0,1,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
6,4041-001,6,0,18,SON/DAUGHTER,0,,,1,0,4041,190517103006,1,2412.1736,mwanza,MWANZA,5,SENGEREMA,yes,1,1,8,1,,,,,,Secondary,0,1,0,1,0,1,45,0,yes,SCHOOL CLOSED IN BREAK,1,0,INADEQUATE BOOKS/TOOLS,1,INADEQUATE TEACHERS,1,1,20000,15000,0,0,30000,45000,0,110000,0,0,1,1,0,0,0,0
7,4041-001,7,0,16,SON/DAUGHTER,0,,,1,0,4041,190517103006,1,2412.1736,mwanza,MWANZA,5,SENGEREMA,yes,1,1,9,0,1,,,,,,,,,,,,,,,,,,,,,1,1,0,10000,0,0,0,0,0,10000,0,0,0,1,0,0,0,0
8,4041-001,8,1,10,SON/DAUGHTER,0,,,0,,4041,190517103006,1,2412.1736,mwanza,MWANZA,5,SENGEREMA,yes,1,1,6,1,,,,,,Primary,1,0,0,1,0,0,6,0,yes,SCHOOL CLOSED IN BREAK,1,0,INADEQUATE BOOKS/TOOLS,1,,0,,0,3000,0,0,0,0,0,3000,0,0,0,1,0,0,0,0
9,4041-001,9,1,8,SON/DAUGHTER,0,,,0,,4041,190517103006,1,2412.1736,mwanza,MWANZA,5,SENGEREMA,yes,1,1,5,1,,,,,,Primary,1,0,0,1,0,0,6,0,yes,SCHOOL CLOSED IN BREAK,1,0,INADEQUATE BOOKS/TOOLS,1,,0,,0,2800,0,0,0,0,0,2800,0,0,0,1,0,0,0,0
10,4041-001,10,0,82,FATHER/MOTHER,0,0,0,1,0,4041,190517103006,1,2412.1736,mwanza,MWANZA,5,SENGEREMA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
