interview__key,sdd_hhid,sourceid,ag12b_08,ag12b_09,ag12b_10
03-83-80-72,0571-001-001,GOVERNMENT EXTENSION,NO,,
03-83-80-72,0571-001-001,NGO,NO,,
03-83-80-72,0571-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
03-83-80-72,0571-001-001,LARGE SCALE FARMER,NO,,
03-83-80-72,0571-001-001,RADIO,NO,,
03-83-80-72,0571-001-001,PUBLICATION,NO,,
03-83-80-72,0571-001-001,NEIGHBOUR,NO,,
03-83-80-72,0571-001-001,OTHER (SPECIFY),NO,,
54-39-02-08,0571-104-001,GOVERNMENT EXTENSION,,,
54-39-02-08,0571-104-001,NGO,,,
54-39-02-08,0571-104-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
54-39-02-08,0571-104-001,LARGE SCALE FARMER,,,
54-39-02-08,0571-104-001,RADIO,,,
54-39-02-08,0571-104-001,PUBLICATION,,,
54-39-02-08,0571-104-001,NEIGHBOUR,,,
54-39-02-08,0571-104-001,OTHER (SPECIFY),,,
90-97-25-55,0572-001-003,GOVERNMENT EXTENSION,NO,,
90-97-25-55,0572-001-003,NGO,NO,,
90-97-25-55,0572-001-003,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
90-97-25-55,0572-001-003,LARGE SCALE FARMER,NO,,
90-97-25-55,0572-001-003,RADIO,NO,,
90-97-25-55,0572-001-003,PUBLICATION,NO,,
90-97-25-55,0572-001-003,NEIGHBOUR,NO,,
90-97-25-55,0572-001-003,OTHER (SPECIFY),NO,,
91-66-88-33,0573-001-001,GOVERNMENT EXTENSION,NO,,
91-66-88-33,0573-001-001,NGO,NO,,
91-66-88-33,0573-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
91-66-88-33,0573-001-001,LARGE SCALE FARMER,NO,,
91-66-88-33,0573-001-001,RADIO,NO,,
91-66-88-33,0573-001-001,PUBLICATION,NO,,
91-66-88-33,0573-001-001,NEIGHBOUR,NO,,
91-66-88-33,0573-001-001,OTHER (SPECIFY),NO,,
49-17-08-99,0573-001-003,GOVERNMENT EXTENSION,NO,,
49-17-08-99,0573-001-003,NGO,NO,,
49-17-08-99,0573-001-003,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
49-17-08-99,0573-001-003,LARGE SCALE FARMER,NO,,
49-17-08-99,0573-001-003,RADIO,NO,,
49-17-08-99,0573-001-003,PUBLICATION,NO,,
49-17-08-99,0573-001-003,NEIGHBOUR,NO,,
49-17-08-99,0573-001-003,OTHER (SPECIFY),NO,,
92-86-58-31,0573-001-006,GOVERNMENT EXTENSION,NO,,
92-86-58-31,0573-001-006,NGO,NO,,
92-86-58-31,0573-001-006,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
92-86-58-31,0573-001-006,LARGE SCALE FARMER,NO,,
92-86-58-31,0573-001-006,RADIO,NO,,
92-86-58-31,0573-001-006,PUBLICATION,NO,,
92-86-58-31,0573-001-006,NEIGHBOUR,NO,,
92-86-58-31,0573-001-006,OTHER (SPECIFY),NO,,
07-49-15-09,0573-003-001,GOVERNMENT EXTENSION,NO,,
07-49-15-09,0573-003-001,NGO,NO,,
07-49-15-09,0573-003-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
07-49-15-09,0573-003-001,LARGE SCALE FARMER,,,
07-49-15-09,0573-003-001,RADIO,NO,,
07-49-15-09,0573-003-001,PUBLICATION,NO,,
07-49-15-09,0573-003-001,NEIGHBOUR,NO,,
07-49-15-09,0573-003-001,OTHER (SPECIFY),,,
42-98-59-24,0573-003-004,GOVERNMENT EXTENSION,NO,,
42-98-59-24,0573-003-004,NGO,NO,,
42-98-59-24,0573-003-004,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
42-98-59-24,0573-003-004,LARGE SCALE FARMER,NO,,
42-98-59-24,0573-003-004,RADIO,NO,,
42-98-59-24,0573-003-004,PUBLICATION,NO,,
42-98-59-24,0573-003-004,NEIGHBOUR,NO,,
42-98-59-24,0573-003-004,OTHER (SPECIFY),NO,,
43-12-35-35,0573-003-005,GOVERNMENT EXTENSION,NO,,
43-12-35-35,0573-003-005,NGO,NO,,
43-12-35-35,0573-003-005,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
43-12-35-35,0573-003-005,LARGE SCALE FARMER,NO,,
43-12-35-35,0573-003-005,RADIO,NO,,
43-12-35-35,0573-003-005,PUBLICATION,NO,,
43-12-35-35,0573-003-005,NEIGHBOUR,NO,,
43-12-35-35,0573-003-005,OTHER (SPECIFY),NO,,
44-14-27-75,0573-003-013,GOVERNMENT EXTENSION,NO,,
44-14-27-75,0573-003-013,NGO,NO,,
44-14-27-75,0573-003-013,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
44-14-27-75,0573-003-013,LARGE SCALE FARMER,NO,,
44-14-27-75,0573-003-013,RADIO,NO,,
44-14-27-75,0573-003-013,PUBLICATION,NO,,
44-14-27-75,0573-003-013,NEIGHBOUR,NO,,
44-14-27-75,0573-003-013,OTHER (SPECIFY),NO,,
06-06-62-86,0573-006-001,GOVERNMENT EXTENSION,NO,,
06-06-62-86,0573-006-001,NGO,NO,,
06-06-62-86,0573-006-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
06-06-62-86,0573-006-001,LARGE SCALE FARMER,NO,,
06-06-62-86,0573-006-001,RADIO,NO,,
06-06-62-86,0573-006-001,PUBLICATION,NO,,
06-06-62-86,0573-006-001,NEIGHBOUR,NO,,
06-06-62-86,0573-006-001,OTHER (SPECIFY),NO,,
41-81-57-58,0573-006-003,GOVERNMENT EXTENSION,NO,,
41-81-57-58,0573-006-003,NGO,NO,,
41-81-57-58,0573-006-003,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
41-81-57-58,0573-006-003,LARGE SCALE FARMER,NO,,
41-81-57-58,0573-006-003,RADIO,NO,,
41-81-57-58,0573-006-003,PUBLICATION,NO,,
41-81-57-58,0573-006-003,NEIGHBOUR,YES,NO,
41-81-57-58,0573-006-003,OTHER (SPECIFY),NO,,
97-37-90-23,0573-006-009,GOVERNMENT EXTENSION,NO,,
97-37-90-23,0573-006-009,NGO,NO,,
97-37-90-23,0573-006-009,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
97-37-90-23,0573-006-009,LARGE SCALE FARMER,NO,,
97-37-90-23,0573-006-009,RADIO,NO,,
97-37-90-23,0573-006-009,PUBLICATION,NO,,
97-37-90-23,0573-006-009,NEIGHBOUR,YES,NO,
97-37-90-23,0573-006-009,OTHER (SPECIFY),NO,,
89-23-01-64,0574-001-001,GOVERNMENT EXTENSION,NO,,
89-23-01-64,0574-001-001,NGO,NO,,
89-23-01-64,0574-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
89-23-01-64,0574-001-001,LARGE SCALE FARMER,NO,,
89-23-01-64,0574-001-001,RADIO,NO,,
89-23-01-64,0574-001-001,PUBLICATION,NO,,
89-23-01-64,0574-001-001,NEIGHBOUR,NO,,
89-23-01-64,0574-001-001,OTHER (SPECIFY),NO,,
40-69-36-56,0575-001-001,GOVERNMENT EXTENSION,NO,,
40-69-36-56,0575-001-001,NGO,NO,,
40-69-36-56,0575-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
40-69-36-56,0575-001-001,LARGE SCALE FARMER,NO,,
40-69-36-56,0575-001-001,RADIO,NO,,
40-69-36-56,0575-001-001,PUBLICATION,NO,,
40-69-36-56,0575-001-001,NEIGHBOUR,NO,,
40-69-36-56,0575-001-001,OTHER (SPECIFY),YES,NO,
37-88-75-54,0576-001-001,GOVERNMENT EXTENSION,,,
37-88-75-54,0576-001-001,NGO,NO,,
37-88-75-54,0576-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
37-88-75-54,0576-001-001,LARGE SCALE FARMER,NO,,
37-88-75-54,0576-001-001,RADIO,NO,,
37-88-75-54,0576-001-001,PUBLICATION,NO,,
37-88-75-54,0576-001-001,NEIGHBOUR,NO,,
37-88-75-54,0576-001-001,OTHER (SPECIFY),,,
71-32-15-08,0576-001-002,GOVERNMENT EXTENSION,NO,,
71-32-15-08,0576-001-002,NGO,NO,,
71-32-15-08,0576-001-002,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
71-32-15-08,0576-001-002,LARGE SCALE FARMER,NO,,
71-32-15-08,0576-001-002,RADIO,NO,,
71-32-15-08,0576-001-002,PUBLICATION,NO,,
71-32-15-08,0576-001-002,NEIGHBOUR,NO,,
71-32-15-08,0576-001-002,OTHER (SPECIFY),NO,,
34-75-80-11,0577-001-002,GOVERNMENT EXTENSION,NO,,
34-75-80-11,0577-001-002,NGO,NO,,
34-75-80-11,0577-001-002,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
34-75-80-11,0577-001-002,LARGE SCALE FARMER,NO,,
34-75-80-11,0577-001-002,RADIO,NO,,
34-75-80-11,0577-001-002,PUBLICATION,NO,,
34-75-80-11,0577-001-002,NEIGHBOUR,NO,,
34-75-80-11,0577-001-002,OTHER (SPECIFY),NO,,
99-75-42-97,0578-001-001,GOVERNMENT EXTENSION,,,
99-75-42-97,0578-001-001,NGO,,,
99-75-42-97,0578-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
99-75-42-97,0578-001-001,LARGE SCALE FARMER,,,
99-75-42-97,0578-001-001,RADIO,,,
99-75-42-97,0578-001-001,PUBLICATION,,,
99-75-42-97,0578-001-001,NEIGHBOUR,,,
99-75-42-97,0578-001-001,OTHER (SPECIFY),,,
41-29-51-24,0580-001-001,GOVERNMENT EXTENSION,NO,,
41-29-51-24,0580-001-001,NGO,NO,,
41-29-51-24,0580-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
41-29-51-24,0580-001-001,LARGE SCALE FARMER,NO,,
41-29-51-24,0580-001-001,RADIO,NO,,
41-29-51-24,0580-001-001,PUBLICATION,NO,,
41-29-51-24,0580-001-001,NEIGHBOUR,NO,,
41-29-51-24,0580-001-001,OTHER (SPECIFY),NO,,
63-31-46-66,0580-004-001,GOVERNMENT EXTENSION,,,
63-31-46-66,0580-004-001,NGO,,,
63-31-46-66,0580-004-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
63-31-46-66,0580-004-001,LARGE SCALE FARMER,,,
63-31-46-66,0580-004-001,RADIO,,,
63-31-46-66,0580-004-001,PUBLICATION,,,
63-31-46-66,0580-004-001,NEIGHBOUR,,,
63-31-46-66,0580-004-001,OTHER (SPECIFY),,,
44-48-46-77,0581-001-001,GOVERNMENT EXTENSION,,,
44-48-46-77,0581-001-001,NGO,,,
44-48-46-77,0581-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
44-48-46-77,0581-001-001,LARGE SCALE FARMER,,,
44-48-46-77,0581-001-001,RADIO,,,
44-48-46-77,0581-001-001,PUBLICATION,,,
44-48-46-77,0581-001-001,NEIGHBOUR,,,
44-48-46-77,0581-001-001,OTHER (SPECIFY),,,
01-70-68-94,0582-001-001,GOVERNMENT EXTENSION,NO,,
01-70-68-94,0582-001-001,NGO,NO,,
01-70-68-94,0582-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
01-70-68-94,0582-001-001,LARGE SCALE FARMER,NO,,
01-70-68-94,0582-001-001,RADIO,NO,,
01-70-68-94,0582-001-001,PUBLICATION,NO,,
01-70-68-94,0582-001-001,NEIGHBOUR,YES,NO,
01-70-68-94,0582-001-001,OTHER (SPECIFY),NO,,
94-08-85-82,0583-001-001,GOVERNMENT EXTENSION,NO,,
94-08-85-82,0583-001-001,NGO,NO,,
94-08-85-82,0583-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
94-08-85-82,0583-001-001,LARGE SCALE FARMER,YES,NO,
94-08-85-82,0583-001-001,RADIO,YES,,
94-08-85-82,0583-001-001,PUBLICATION,NO,,
94-08-85-82,0583-001-001,NEIGHBOUR,YES,NO,
94-08-85-82,0583-001-001,OTHER (SPECIFY),NO,,
21-37-46-84,0584-001-001,GOVERNMENT EXTENSION,YES,NO,
21-37-46-84,0584-001-001,NGO,NO,,
21-37-46-84,0584-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
21-37-46-84,0584-001-001,LARGE SCALE FARMER,YES,NO,
21-37-46-84,0584-001-001,RADIO,YES,,
21-37-46-84,0584-001-001,PUBLICATION,NO,,
21-37-46-84,0584-001-001,NEIGHBOUR,YES,NO,
21-37-46-84,0584-001-001,OTHER (SPECIFY),NO,,
89-16-16-87,0585-001-001,GOVERNMENT EXTENSION,NO,,
89-16-16-87,0585-001-001,NGO,NO,,
89-16-16-87,0585-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
89-16-16-87,0585-001-001,LARGE SCALE FARMER,NO,,
89-16-16-87,0585-001-001,RADIO,NO,,
89-16-16-87,0585-001-001,PUBLICATION,NO,,
89-16-16-87,0585-001-001,NEIGHBOUR,NO,,
89-16-16-87,0585-001-001,OTHER (SPECIFY),NO,,
76-83-41-82,0585-001-003,GOVERNMENT EXTENSION,NO,,
76-83-41-82,0585-001-003,NGO,NO,,
76-83-41-82,0585-001-003,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
76-83-41-82,0585-001-003,LARGE SCALE FARMER,NO,,
76-83-41-82,0585-001-003,RADIO,YES,,
76-83-41-82,0585-001-003,PUBLICATION,NO,,
76-83-41-82,0585-001-003,NEIGHBOUR,YES,NO,
76-83-41-82,0585-001-003,OTHER (SPECIFY),NO,,
96-39-75-25,0586-001-001,GOVERNMENT EXTENSION,NO,,
96-39-75-25,0586-001-001,NGO,NO,,
96-39-75-25,0586-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
96-39-75-25,0586-001-001,LARGE SCALE FARMER,NO,,
96-39-75-25,0586-001-001,RADIO,NO,,
96-39-75-25,0586-001-001,PUBLICATION,NO,,
96-39-75-25,0586-001-001,NEIGHBOUR,NO,,
96-39-75-25,0586-001-001,OTHER (SPECIFY),NO,,
95-82-35-73,0586-003-001,GOVERNMENT EXTENSION,NO,,
95-82-35-73,0586-003-001,NGO,NO,,
95-82-35-73,0586-003-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
95-82-35-73,0586-003-001,LARGE SCALE FARMER,NO,,
95-82-35-73,0586-003-001,RADIO,NO,,
95-82-35-73,0586-003-001,PUBLICATION,NO,,
95-82-35-73,0586-003-001,NEIGHBOUR,YES,NO,
95-82-35-73,0586-003-001,OTHER (SPECIFY),NO,,
61-66-15-53,0588-001-001,GOVERNMENT EXTENSION,NO,,
61-66-15-53,0588-001-001,NGO,NO,,
61-66-15-53,0588-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
61-66-15-53,0588-001-001,LARGE SCALE FARMER,NO,,
61-66-15-53,0588-001-001,RADIO,NO,,
61-66-15-53,0588-001-001,PUBLICATION,NO,,
61-66-15-53,0588-001-001,NEIGHBOUR,NO,,
61-66-15-53,0588-001-001,OTHER (SPECIFY),NO,,
08-69-28-04,0589-001-001,GOVERNMENT EXTENSION,NO,,
08-69-28-04,0589-001-001,NGO,NO,,
08-69-28-04,0589-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
08-69-28-04,0589-001-001,LARGE SCALE FARMER,NO,,
08-69-28-04,0589-001-001,RADIO,NO,,
08-69-28-04,0589-001-001,PUBLICATION,NO,,
08-69-28-04,0589-001-001,NEIGHBOUR,NO,,
08-69-28-04,0589-001-001,OTHER (SPECIFY),NO,,
81-91-49-78,0589-001-006,GOVERNMENT EXTENSION,,,
81-91-49-78,0589-001-006,NGO,,,
81-91-49-78,0589-001-006,COOPERATIVE/FARMER'S ASSOCIATION,,,
81-91-49-78,0589-001-006,LARGE SCALE FARMER,,,
81-91-49-78,0589-001-006,RADIO,,,
81-91-49-78,0589-001-006,PUBLICATION,,,
81-91-49-78,0589-001-006,NEIGHBOUR,,,
81-91-49-78,0589-001-006,OTHER (SPECIFY),,,
60-23-79-10,0589-007-001,GOVERNMENT EXTENSION,,,
60-23-79-10,0589-007-001,NGO,,,
60-23-79-10,0589-007-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
60-23-79-10,0589-007-001,LARGE SCALE FARMER,,,
60-23-79-10,0589-007-001,RADIO,,,
60-23-79-10,0589-007-001,PUBLICATION,,,
60-23-79-10,0589-007-001,NEIGHBOUR,,,
60-23-79-10,0589-007-001,OTHER (SPECIFY),,,
02-23-21-86,0589-007-003,GOVERNMENT EXTENSION,NO,,
02-23-21-86,0589-007-003,NGO,NO,,
02-23-21-86,0589-007-003,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
02-23-21-86,0589-007-003,LARGE SCALE FARMER,NO,,
02-23-21-86,0589-007-003,RADIO,NO,,
02-23-21-86,0589-007-003,PUBLICATION,NO,,
02-23-21-86,0589-007-003,NEIGHBOUR,NO,,
02-23-21-86,0589-007-003,OTHER (SPECIFY),NO,,
35-07-93-93,0589-008-001,GOVERNMENT EXTENSION,NO,,
35-07-93-93,0589-008-001,NGO,NO,,
35-07-93-93,0589-008-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
35-07-93-93,0589-008-001,LARGE SCALE FARMER,NO,,
35-07-93-93,0589-008-001,RADIO,NO,,
35-07-93-93,0589-008-001,PUBLICATION,NO,,
35-07-93-93,0589-008-001,NEIGHBOUR,YES,NO,
35-07-93-93,0589-008-001,OTHER (SPECIFY),NO,,
09-30-70-26,0590-001-001,GOVERNMENT EXTENSION,,,
09-30-70-26,0590-001-001,NGO,,,
09-30-70-26,0590-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
09-30-70-26,0590-001-001,LARGE SCALE FARMER,,,
09-30-70-26,0590-001-001,RADIO,,,
09-30-70-26,0590-001-001,PUBLICATION,,,
09-30-70-26,0590-001-001,NEIGHBOUR,,,
09-30-70-26,0590-001-001,OTHER (SPECIFY),,,
91-16-58-62,0590-001-002,GOVERNMENT EXTENSION,,,
91-16-58-62,0590-001-002,NGO,,,
91-16-58-62,0590-001-002,COOPERATIVE/FARMER'S ASSOCIATION,,,
91-16-58-62,0590-001-002,LARGE SCALE FARMER,,,
91-16-58-62,0590-001-002,RADIO,,,
91-16-58-62,0590-001-002,PUBLICATION,,,
91-16-58-62,0590-001-002,NEIGHBOUR,,,
91-16-58-62,0590-001-002,OTHER (SPECIFY),,,
48-55-92-72,0591-001-001,GOVERNMENT EXTENSION,NO,,
48-55-92-72,0591-001-001,NGO,NO,,
48-55-92-72,0591-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
48-55-92-72,0591-001-001,LARGE SCALE FARMER,YES,NO,
48-55-92-72,0591-001-001,RADIO,NO,,
48-55-92-72,0591-001-001,PUBLICATION,NO,,
48-55-92-72,0591-001-001,NEIGHBOUR,YES,NO,
48-55-92-72,0591-001-001,OTHER (SPECIFY),NO,,
59-91-83-15,0592-001-001,GOVERNMENT EXTENSION,NO,,
59-91-83-15,0592-001-001,NGO,NO,,
59-91-83-15,0592-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
59-91-83-15,0592-001-001,LARGE SCALE FARMER,NO,,
59-91-83-15,0592-001-001,RADIO,NO,,
59-91-83-15,0592-001-001,PUBLICATION,NO,,
59-91-83-15,0592-001-001,NEIGHBOUR,YES,NO,
59-91-83-15,0592-001-001,OTHER (SPECIFY),NO,,
87-24-38-48,0593-001-001,GOVERNMENT EXTENSION,NO,,
87-24-38-48,0593-001-001,NGO,NO,,
87-24-38-48,0593-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
87-24-38-48,0593-001-001,LARGE SCALE FARMER,NO,,
87-24-38-48,0593-001-001,RADIO,NO,,
87-24-38-48,0593-001-001,PUBLICATION,NO,,
87-24-38-48,0593-001-001,NEIGHBOUR,NO,,
87-24-38-48,0593-001-001,OTHER (SPECIFY),YES,NO,
23-51-18-38,0593-002-001,GOVERNMENT EXTENSION,NO,,
23-51-18-38,0593-002-001,NGO,NO,,
23-51-18-38,0593-002-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
23-51-18-38,0593-002-001,LARGE SCALE FARMER,NO,,
23-51-18-38,0593-002-001,RADIO,NO,,
23-51-18-38,0593-002-001,PUBLICATION,NO,,
23-51-18-38,0593-002-001,NEIGHBOUR,YES,NO,
23-51-18-38,0593-002-001,OTHER (SPECIFY),NO,,
99-53-65-08,0593-004-001,GOVERNMENT EXTENSION,NO,,
99-53-65-08,0593-004-001,NGO,NO,,
99-53-65-08,0593-004-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
99-53-65-08,0593-004-001,LARGE SCALE FARMER,NO,,
99-53-65-08,0593-004-001,RADIO,NO,,
99-53-65-08,0593-004-001,PUBLICATION,NO,,
99-53-65-08,0593-004-001,NEIGHBOUR,YES,NO,
99-53-65-08,0593-004-001,OTHER (SPECIFY),NO,,
27-02-40-45,0593-005-001,GOVERNMENT EXTENSION,NO,,
27-02-40-45,0593-005-001,NGO,NO,,
27-02-40-45,0593-005-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
27-02-40-45,0593-005-001,LARGE SCALE FARMER,NO,,
27-02-40-45,0593-005-001,RADIO,NO,,
27-02-40-45,0593-005-001,PUBLICATION,NO,,
27-02-40-45,0593-005-001,NEIGHBOUR,NO,,
27-02-40-45,0593-005-001,OTHER (SPECIFY),NO,,
65-21-27-08,0593-005-008,GOVERNMENT EXTENSION,NO,,
65-21-27-08,0593-005-008,NGO,NO,,
65-21-27-08,0593-005-008,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
65-21-27-08,0593-005-008,LARGE SCALE FARMER,NO,,
65-21-27-08,0593-005-008,RADIO,NO,,
65-21-27-08,0593-005-008,PUBLICATION,NO,,
65-21-27-08,0593-005-008,NEIGHBOUR,NO,,
65-21-27-08,0593-005-008,OTHER (SPECIFY),NO,,
79-42-79-69,0595-001-001,GOVERNMENT EXTENSION,NO,,
79-42-79-69,0595-001-001,NGO,NO,,
79-42-79-69,0595-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
79-42-79-69,0595-001-001,LARGE SCALE FARMER,NO,,
79-42-79-69,0595-001-001,RADIO,NO,,
79-42-79-69,0595-001-001,PUBLICATION,NO,,
79-42-79-69,0595-001-001,NEIGHBOUR,YES,NO,
79-42-79-69,0595-001-001,OTHER (SPECIFY),NO,,
81-73-84-59,0596-001-001,GOVERNMENT EXTENSION,NO,,
81-73-84-59,0596-001-001,NGO,NO,,
81-73-84-59,0596-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
81-73-84-59,0596-001-001,LARGE SCALE FARMER,NO,,
81-73-84-59,0596-001-001,RADIO,NO,,
81-73-84-59,0596-001-001,PUBLICATION,NO,,
81-73-84-59,0596-001-001,NEIGHBOUR,NO,,
81-73-84-59,0596-001-001,OTHER (SPECIFY),NO,,
82-14-82-19,0596-003-001,GOVERNMENT EXTENSION,NO,,
82-14-82-19,0596-003-001,NGO,NO,,
82-14-82-19,0596-003-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
82-14-82-19,0596-003-001,LARGE SCALE FARMER,NO,,
82-14-82-19,0596-003-001,RADIO,NO,,
82-14-82-19,0596-003-001,PUBLICATION,NO,,
82-14-82-19,0596-003-001,NEIGHBOUR,NO,,
82-14-82-19,0596-003-001,OTHER (SPECIFY),NO,,
35-87-73-75,0597-001-001,GOVERNMENT EXTENSION,NO,,
35-87-73-75,0597-001-001,NGO,NO,,
35-87-73-75,0597-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
35-87-73-75,0597-001-001,LARGE SCALE FARMER,NO,,
35-87-73-75,0597-001-001,RADIO,NO,,
35-87-73-75,0597-001-001,PUBLICATION,NO,,
35-87-73-75,0597-001-001,NEIGHBOUR,YES,NO,
35-87-73-75,0597-001-001,OTHER (SPECIFY),NO,,
90-31-84-80,0598-001-001,GOVERNMENT EXTENSION,NO,,
90-31-84-80,0598-001-001,NGO,NO,,
90-31-84-80,0598-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
90-31-84-80,0598-001-001,LARGE SCALE FARMER,NO,,
90-31-84-80,0598-001-001,RADIO,NO,,
90-31-84-80,0598-001-001,PUBLICATION,NO,,
90-31-84-80,0598-001-001,NEIGHBOUR,YES,NO,
90-31-84-80,0598-001-001,OTHER (SPECIFY),NO,,
79-15-68-02,0599-001-001,GOVERNMENT EXTENSION,NO,,
79-15-68-02,0599-001-001,NGO,NO,,
79-15-68-02,0599-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
79-15-68-02,0599-001-001,LARGE SCALE FARMER,NO,,
79-15-68-02,0599-001-001,RADIO,NO,,
79-15-68-02,0599-001-001,PUBLICATION,NO,,
79-15-68-02,0599-001-001,NEIGHBOUR,NO,,
79-15-68-02,0599-001-001,OTHER (SPECIFY),YES,NO,
39-51-58-76,0600-001-001,GOVERNMENT EXTENSION,NO,,
39-51-58-76,0600-001-001,NGO,NO,,
39-51-58-76,0600-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
39-51-58-76,0600-001-001,LARGE SCALE FARMER,NO,,
39-51-58-76,0600-001-001,RADIO,YES,,
39-51-58-76,0600-001-001,PUBLICATION,NO,,
39-51-58-76,0600-001-001,NEIGHBOUR,NO,,
39-51-58-76,0600-001-001,OTHER (SPECIFY),NO,,
37-19-01-98,0601-001-001,GOVERNMENT EXTENSION,NO,,
37-19-01-98,0601-001-001,NGO,NO,,
37-19-01-98,0601-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
37-19-01-98,0601-001-001,LARGE SCALE FARMER,NO,,
37-19-01-98,0601-001-001,RADIO,NO,,
37-19-01-98,0601-001-001,PUBLICATION,NO,,
37-19-01-98,0601-001-001,NEIGHBOUR,NO,,
37-19-01-98,0601-001-001,OTHER (SPECIFY),YES,NO,
25-56-28-11,0602-001-001,GOVERNMENT EXTENSION,NO,,
25-56-28-11,0602-001-001,NGO,NO,,
25-56-28-11,0602-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
25-56-28-11,0602-001-001,LARGE SCALE FARMER,NO,,
25-56-28-11,0602-001-001,RADIO,NO,,
25-56-28-11,0602-001-001,PUBLICATION,NO,,
25-56-28-11,0602-001-001,NEIGHBOUR,NO,,
25-56-28-11,0602-001-001,OTHER (SPECIFY),NO,,
61-13-18-51,0603-001-002,GOVERNMENT EXTENSION,NO,,
61-13-18-51,0603-001-002,NGO,NO,,
61-13-18-51,0603-001-002,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
61-13-18-51,0603-001-002,LARGE SCALE FARMER,NO,,
61-13-18-51,0603-001-002,RADIO,NO,,
61-13-18-51,0603-001-002,PUBLICATION,NO,,
61-13-18-51,0603-001-002,NEIGHBOUR,YES,NO,
61-13-18-51,0603-001-002,OTHER (SPECIFY),YES,NO,
98-16-55-70,0604-001-001,GOVERNMENT EXTENSION,NO,,
98-16-55-70,0604-001-001,NGO,NO,,
98-16-55-70,0604-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
98-16-55-70,0604-001-001,LARGE SCALE FARMER,NO,,
98-16-55-70,0604-001-001,RADIO,NO,,
98-16-55-70,0604-001-001,PUBLICATION,NO,,
98-16-55-70,0604-001-001,NEIGHBOUR,NO,,
98-16-55-70,0604-001-001,OTHER (SPECIFY),NO,,
84-29-07-25,0605-001-001,GOVERNMENT EXTENSION,NO,,
84-29-07-25,0605-001-001,NGO,NO,,
84-29-07-25,0605-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
84-29-07-25,0605-001-001,LARGE SCALE FARMER,NO,,
84-29-07-25,0605-001-001,RADIO,NO,,
84-29-07-25,0605-001-001,PUBLICATION,NO,,
84-29-07-25,0605-001-001,NEIGHBOUR,YES,NO,
