interview__key,sdd_hhid,itemcode,hh_l01,hh_l02a,hh_l02b,hh_l03
99-52-98-92,0502-004-001,FINES OR LEGAL FEES,NO,,,
99-52-98-92,0502-004-001,BRIDE PRICE /MARRIAGE COSTS,YES,10000,,
99-52-98-92,0502-004-001,FUNERAL COSTS,YES,200,,
99-52-98-92,0502-004-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
99-52-98-92,0502-004-001,REPAIRS TO CONSUMER DURABLES,NO,,,
99-52-98-92,0502-004-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
99-52-98-92,0502-004-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
99-52-98-92,0502-004-001,GARMENTS FOR MEN,NO,,,
99-52-98-92,0502-004-001,GARMENTS FOR WOMEN,NO,,,
99-52-98-92,0502-004-001,GARMENTS FOR CHILDREN & BABIES,NO,,,
99-52-98-92,0502-004-001,FOOTWEAR FOR MEN,NO,,,
99-52-98-92,0502-004-001,FOOTWEAR FOR WOMEN,NO,,,
99-52-98-92,0502-004-001,FOOTWEAR FOR CHILDREN AND BABIES,NO,,,
99-52-98-92,0502-004-001,"WOOD POLES, BAMBOO",YES,,60000,60000
99-52-98-92,0502-004-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
20-96-70-22,0503-001-001,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
20-96-70-22,0503-001-001,"LINEN - TOWELS, SHEETS, BLANKETS",NO,,,
20-96-70-22,0503-001-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
20-96-70-22,0503-001-001,MOSQUITO NET,NO,,,
20-96-70-22,0503-001-001,MATTRESS,NO,,,
20-96-70-22,0503-001-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
20-96-70-22,0503-001-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
20-96-70-22,0503-001-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
20-96-70-22,0503-001-001,COUNCIL RATES,NO,,,
20-96-70-22,0503-001-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",YES,10000,,
20-96-70-22,0503-001-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
20-96-70-22,0503-001-001,FINES OR LEGAL FEES,NO,,,
20-96-70-22,0503-001-001,BRIDE PRICE /MARRIAGE COSTS,NO,,,
20-96-70-22,0503-001-001,FUNERAL COSTS,YES,10000,,
20-96-70-22,0503-001-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
20-96-70-22,0503-001-001,REPAIRS TO CONSUMER DURABLES,NO,,,
20-96-70-22,0503-001-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
20-96-70-22,0503-001-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
20-96-70-22,0503-001-001,GARMENTS FOR MEN,NO,,,
20-96-70-22,0503-001-001,GARMENTS FOR WOMEN,NO,,,
20-96-70-22,0503-001-001,GARMENTS FOR CHILDREN & BABIES,NO,,,
20-96-70-22,0503-001-001,FOOTWEAR FOR MEN,YES,2500,,
20-96-70-22,0503-001-001,FOOTWEAR FOR WOMEN,YES,6500,,
20-96-70-22,0503-001-001,FOOTWEAR FOR CHILDREN AND BABIES,NO,,,
20-96-70-22,0503-001-001,"WOOD POLES, BAMBOO",NO,,,
20-96-70-22,0503-001-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
65-14-61-05,0504-008-001,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
65-14-61-05,0504-008-001,"LINEN - TOWELS, SHEETS, BLANKETS",NO,,,
65-14-61-05,0504-008-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
65-14-61-05,0504-008-001,MOSQUITO NET,NO,,,
65-14-61-05,0504-008-001,MATTRESS,NO,,,
65-14-61-05,0504-008-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
65-14-61-05,0504-008-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
65-14-61-05,0504-008-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
65-14-61-05,0504-008-001,COUNCIL RATES,NO,,,
65-14-61-05,0504-008-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
65-14-61-05,0504-008-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
65-14-61-05,0504-008-001,FINES OR LEGAL FEES,NO,,,
65-14-61-05,0504-008-001,BRIDE PRICE /MARRIAGE COSTS,NO,,,
65-14-61-05,0504-008-001,FUNERAL COSTS,YES,20000,,
65-14-61-05,0504-008-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
65-14-61-05,0504-008-001,REPAIRS TO CONSUMER DURABLES,NO,,,
65-14-61-05,0504-008-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
65-14-61-05,0504-008-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
65-14-61-05,0504-008-001,GARMENTS FOR MEN,YES,60000,,
65-14-61-05,0504-008-001,GARMENTS FOR WOMEN,YES,40000,,
65-14-61-05,0504-008-001,GARMENTS FOR CHILDREN & BABIES,YES,40000,,
65-14-61-05,0504-008-001,FOOTWEAR FOR MEN,YES,17000,,
65-14-61-05,0504-008-001,FOOTWEAR FOR WOMEN,YES,10000,,
65-14-61-05,0504-008-001,FOOTWEAR FOR CHILDREN AND BABIES,YES,20000,,
65-14-61-05,0504-008-001,"WOOD POLES, BAMBOO",YES,,50000,50000
65-14-61-05,0504-008-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
35-13-18-76,0504-008-008,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
35-13-18-76,0504-008-008,"LINEN - TOWELS, SHEETS, BLANKETS",NO,,,
35-13-18-76,0504-008-008,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
35-13-18-76,0504-008-008,MOSQUITO NET,NO,,,
35-13-18-76,0504-008-008,MATTRESS,NO,,,
35-13-18-76,0504-008-008,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
35-13-18-76,0504-008-008,"FILM, FILM PROCESSING, CAMERA",NO,,,
35-13-18-76,0504-008-008,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
35-13-18-76,0504-008-008,COUNCIL RATES,NO,,,
35-13-18-76,0504-008-008,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
35-13-18-76,0504-008-008,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
35-13-18-76,0504-008-008,FINES OR LEGAL FEES,NO,,,
35-13-18-76,0504-008-008,BRIDE PRICE /MARRIAGE COSTS,NO,,,
35-13-18-76,0504-008-008,FUNERAL COSTS,YES,5000,,
35-13-18-76,0504-008-008,OTHER COSTS NOT STATED ELSEWHERE,YES,18000,,
35-13-18-76,0504-008-008,REPAIRS TO CONSUMER DURABLES,NO,,,
35-13-18-76,0504-008-008,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
35-13-18-76,0504-008-008,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
35-13-18-76,0504-008-008,GARMENTS FOR MEN,YES,140000,,
35-13-18-76,0504-008-008,GARMENTS FOR WOMEN,NO,,,
35-13-18-76,0504-008-008,GARMENTS FOR CHILDREN & BABIES,NO,,,
35-13-18-76,0504-008-008,FOOTWEAR FOR MEN,YES,20000,,
35-13-18-76,0504-008-008,FOOTWEAR FOR WOMEN,NO,,,
35-13-18-76,0504-008-008,FOOTWEAR FOR CHILDREN AND BABIES,NO,,,
35-13-18-76,0504-008-008,"WOOD POLES, BAMBOO",NO,,,
35-13-18-76,0504-008-008,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
08-87-48-82,0505-001-001,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
08-87-48-82,0505-001-001,"LINEN - TOWELS, SHEETS, BLANKETS",NO,,,
08-87-48-82,0505-001-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
08-87-48-82,0505-001-001,MOSQUITO NET,NO,,,
08-87-48-82,0505-001-001,MATTRESS,NO,,,
08-87-48-82,0505-001-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
08-87-48-82,0505-001-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
08-87-48-82,0505-001-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",YES,45000,,
08-87-48-82,0505-001-001,COUNCIL RATES,NO,,,
08-87-48-82,0505-001-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
08-87-48-82,0505-001-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
08-87-48-82,0505-001-001,FINES OR LEGAL FEES,NO,,,
08-87-48-82,0505-001-001,BRIDE PRICE /MARRIAGE COSTS,YES,30000,,
08-87-48-82,0505-001-001,FUNERAL COSTS,YES,10000,,
08-87-48-82,0505-001-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
08-87-48-82,0505-001-001,REPAIRS TO CONSUMER DURABLES,NO,,,
08-87-48-82,0505-001-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
08-87-48-82,0505-001-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
08-87-48-82,0505-001-001,GARMENTS FOR MEN,NO,,,
08-87-48-82,0505-001-001,GARMENTS FOR WOMEN,NO,,,
08-87-48-82,0505-001-001,GARMENTS FOR CHILDREN & BABIES,NO,,,
08-87-48-82,0505-001-001,FOOTWEAR FOR MEN,NO,,,
08-87-48-82,0505-001-001,FOOTWEAR FOR WOMEN,NO,,,
08-87-48-82,0505-001-001,FOOTWEAR FOR CHILDREN AND BABIES,NO,,,
08-87-48-82,0505-001-001,"WOOD POLES, BAMBOO",YES,,180000,180000
08-87-48-82,0505-001-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
83-21-21-03,0505-001-002,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
83-21-21-03,0505-001-002,"LINEN - TOWELS, SHEETS, BLANKETS",NO,,,
83-21-21-03,0505-001-002,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
83-21-21-03,0505-001-002,MOSQUITO NET,NO,,,
83-21-21-03,0505-001-002,MATTRESS,NO,,,
83-21-21-03,0505-001-002,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
83-21-21-03,0505-001-002,"FILM, FILM PROCESSING, CAMERA",YES,3000,,
83-21-21-03,0505-001-002,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
83-21-21-03,0505-001-002,COUNCIL RATES,NO,,,
83-21-21-03,0505-001-002,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
83-21-21-03,0505-001-002,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
83-21-21-03,0505-001-002,FINES OR LEGAL FEES,NO,,,
83-21-21-03,0505-001-002,BRIDE PRICE /MARRIAGE COSTS,YES,30000,,
83-21-21-03,0505-001-002,FUNERAL COSTS,YES,5000,,
83-21-21-03,0505-001-002,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
83-21-21-03,0505-001-002,REPAIRS TO CONSUMER DURABLES,NO,,,
83-21-21-03,0505-001-002,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
83-21-21-03,0505-001-002,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
83-21-21-03,0505-001-002,GARMENTS FOR MEN,NO,,,
83-21-21-03,0505-001-002,GARMENTS FOR WOMEN,NO,,,
83-21-21-03,0505-001-002,GARMENTS FOR CHILDREN & BABIES,YES,30000,,
83-21-21-03,0505-001-002,FOOTWEAR FOR MEN,NO,,,
83-21-21-03,0505-001-002,FOOTWEAR FOR WOMEN,NO,,,
83-21-21-03,0505-001-002,FOOTWEAR FOR CHILDREN AND BABIES,NO,,,
83-21-21-03,0505-001-002,"WOOD POLES, BAMBOO",YES,,240000,240000
83-21-21-03,0505-001-002,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
31-41-21-88,0506-001-001,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
31-41-21-88,0506-001-001,"LINEN - TOWELS, SHEETS, BLANKETS",YES,12000,,
31-41-21-88,0506-001-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
31-41-21-88,0506-001-001,MOSQUITO NET,NO,,,
31-41-21-88,0506-001-001,MATTRESS,NO,,,
31-41-21-88,0506-001-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
31-41-21-88,0506-001-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
31-41-21-88,0506-001-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
31-41-21-88,0506-001-001,COUNCIL RATES,NO,,,
31-41-21-88,0506-001-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
31-41-21-88,0506-001-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
31-41-21-88,0506-001-001,FINES OR LEGAL FEES,NO,,,
31-41-21-88,0506-001-001,BRIDE PRICE /MARRIAGE COSTS,NO,,,
31-41-21-88,0506-001-001,FUNERAL COSTS,YES,5000,,
31-41-21-88,0506-001-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
31-41-21-88,0506-001-001,REPAIRS TO CONSUMER DURABLES,NO,,,
31-41-21-88,0506-001-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
31-41-21-88,0506-001-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
31-41-21-88,0506-001-001,GARMENTS FOR MEN,YES,20000,,
31-41-21-88,0506-001-001,GARMENTS FOR WOMEN,YES,57000,,
31-41-21-88,0506-001-001,GARMENTS FOR CHILDREN & BABIES,YES,35000,,
31-41-21-88,0506-001-001,FOOTWEAR FOR MEN,NO,,,
31-41-21-88,0506-001-001,FOOTWEAR FOR WOMEN,YES,15000,,
31-41-21-88,0506-001-001,FOOTWEAR FOR CHILDREN AND BABIES,NO,,,
31-41-21-88,0506-001-001,"WOOD POLES, BAMBOO",YES,,480000,0
31-41-21-88,0506-001-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
99-79-94-61,0506-003-001,"CARPET, RUGS, DRAPES, CURTAINS",YES,5000,,
99-79-94-61,0506-003-001,"LINEN - TOWELS, SHEETS, BLANKETS",YES,10000,,
99-79-94-61,0506-003-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
99-79-94-61,0506-003-001,MOSQUITO NET,NO,,,
99-79-94-61,0506-003-001,MATTRESS,NO,,,
99-79-94-61,0506-003-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
99-79-94-61,0506-003-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
99-79-94-61,0506-003-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
99-79-94-61,0506-003-001,COUNCIL RATES,NO,,,
99-79-94-61,0506-003-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
99-79-94-61,0506-003-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
99-79-94-61,0506-003-001,FINES OR LEGAL FEES,NO,,,
99-79-94-61,0506-003-001,BRIDE PRICE /MARRIAGE COSTS,YES,5000,,
99-79-94-61,0506-003-001,FUNERAL COSTS,YES,6000,,
99-79-94-61,0506-003-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
99-79-94-61,0506-003-001,REPAIRS TO CONSUMER DURABLES,NO,,,
99-79-94-61,0506-003-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
99-79-94-61,0506-003-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
99-79-94-61,0506-003-001,GARMENTS FOR MEN,YES,15000,,
99-79-94-61,0506-003-001,GARMENTS FOR WOMEN,YES,27000,,
99-79-94-61,0506-003-001,GARMENTS FOR CHILDREN & BABIES,YES,30000,,
99-79-94-61,0506-003-001,FOOTWEAR FOR MEN,NO,,,
99-79-94-61,0506-003-001,FOOTWEAR FOR WOMEN,YES,7000,,
99-79-94-61,0506-003-001,FOOTWEAR FOR CHILDREN AND BABIES,YES,5000,,
99-79-94-61,0506-003-001,"WOOD POLES, BAMBOO",YES,,30000,30000
99-79-94-61,0506-003-001,GRASS FOR THATCHING ROOF OR OTHER USE,YES,,10000,10000
30-76-15-30,0508-001-001,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
30-76-15-30,0508-001-001,"LINEN - TOWELS, SHEETS, BLANKETS",NO,,,
30-76-15-30,0508-001-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
30-76-15-30,0508-001-001,MOSQUITO NET,NO,,,
30-76-15-30,0508-001-001,MATTRESS,NO,,,
30-76-15-30,0508-001-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
30-76-15-30,0508-001-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
30-76-15-30,0508-001-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
30-76-15-30,0508-001-001,COUNCIL RATES,NO,,,
30-76-15-30,0508-001-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
30-76-15-30,0508-001-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
30-76-15-30,0508-001-001,FINES OR LEGAL FEES,NO,,,
30-76-15-30,0508-001-001,BRIDE PRICE /MARRIAGE COSTS,YES,10000,,
30-76-15-30,0508-001-001,FUNERAL COSTS,YES,10000,,
30-76-15-30,0508-001-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
30-76-15-30,0508-001-001,REPAIRS TO CONSUMER DURABLES,NO,,,
30-76-15-30,0508-001-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
30-76-15-30,0508-001-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
30-76-15-30,0508-001-001,GARMENTS FOR MEN,YES,15000,,
30-76-15-30,0508-001-001,GARMENTS FOR WOMEN,YES,20000,,
30-76-15-30,0508-001-001,GARMENTS FOR CHILDREN & BABIES,YES,6000,,
30-76-15-30,0508-001-001,FOOTWEAR FOR MEN,YES,10000,,
30-76-15-30,0508-001-001,FOOTWEAR FOR WOMEN,YES,15000,,
30-76-15-30,0508-001-001,FOOTWEAR FOR CHILDREN AND BABIES,YES,2500,,
30-76-15-30,0508-001-001,"WOOD POLES, BAMBOO",YES,,180000,0
30-76-15-30,0508-001-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
02-51-58-04,0509-001-001,"CARPET, RUGS, DRAPES, CURTAINS",YES,8000,,
02-51-58-04,0509-001-001,"LINEN - TOWELS, SHEETS, BLANKETS",YES,9000,,
02-51-58-04,0509-001-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
02-51-58-04,0509-001-001,MOSQUITO NET,NO,,,
02-51-58-04,0509-001-001,MATTRESS,NO,,,
02-51-58-04,0509-001-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
02-51-58-04,0509-001-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
02-51-58-04,0509-001-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
02-51-58-04,0509-001-001,COUNCIL RATES,NO,,,
02-51-58-04,0509-001-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
02-51-58-04,0509-001-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
02-51-58-04,0509-001-001,FINES OR LEGAL FEES,NO,,,
02-51-58-04,0509-001-001,BRIDE PRICE /MARRIAGE COSTS,NO,,,
02-51-58-04,0509-001-001,FUNERAL COSTS,YES,11000,,
02-51-58-04,0509-001-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
02-51-58-04,0509-001-001,REPAIRS TO CONSUMER DURABLES,NO,,,
02-51-58-04,0509-001-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
02-51-58-04,0509-001-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
02-51-58-04,0509-001-001,GARMENTS FOR MEN,YES,50000,,
02-51-58-04,0509-001-001,GARMENTS FOR WOMEN,YES,50000,,
02-51-58-04,0509-001-001,GARMENTS FOR CHILDREN & BABIES,YES,30000,,
02-51-58-04,0509-001-001,FOOTWEAR FOR MEN,YES,15000,,
02-51-58-04,0509-001-001,FOOTWEAR FOR WOMEN,YES,30000,,
02-51-58-04,0509-001-001,FOOTWEAR FOR CHILDREN AND BABIES,YES,7500,,
02-51-58-04,0509-001-001,"WOOD POLES, BAMBOO",YES,,20000,0
02-51-58-04,0509-001-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
10-51-31-09,0510-001-001,"CARPET, RUGS, DRAPES, CURTAINS",YES,15000,,
10-51-31-09,0510-001-001,"LINEN - TOWELS, SHEETS, BLANKETS",NO,,,
10-51-31-09,0510-001-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
10-51-31-09,0510-001-001,MOSQUITO NET,NO,,,
10-51-31-09,0510-001-001,MATTRESS,NO,,,
10-51-31-09,0510-001-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
10-51-31-09,0510-001-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
10-51-31-09,0510-001-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
10-51-31-09,0510-001-001,COUNCIL RATES,NO,,,
10-51-31-09,0510-001-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
10-51-31-09,0510-001-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
10-51-31-09,0510-001-001,FINES OR LEGAL FEES,NO,,,
10-51-31-09,0510-001-001,BRIDE PRICE /MARRIAGE COSTS,NO,,,
10-51-31-09,0510-001-001,FUNERAL COSTS,NO,,,
10-51-31-09,0510-001-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
10-51-31-09,0510-001-001,REPAIRS TO CONSUMER DURABLES,NO,,,
10-51-31-09,0510-001-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
10-51-31-09,0510-001-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
10-51-31-09,0510-001-001,GARMENTS FOR MEN,YES,38000,,
10-51-31-09,0510-001-001,GARMENTS FOR WOMEN,YES,15000,,
10-51-31-09,0510-001-001,GARMENTS FOR CHILDREN & BABIES,YES,48000,,
10-51-31-09,0510-001-001,FOOTWEAR FOR MEN,YES,12000,,
10-51-31-09,0510-001-001,FOOTWEAR FOR WOMEN,YES,8000,,
10-51-31-09,0510-001-001,FOOTWEAR FOR CHILDREN AND BABIES,YES,15000,,
10-51-31-09,0510-001-001,"WOOD POLES, BAMBOO",YES,,120000,120000
10-51-31-09,0510-001-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
21-30-35-20,0510-003-001,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
21-30-35-20,0510-003-001,"LINEN - TOWELS, SHEETS, BLANKETS",YES,9000,,
21-30-35-20,0510-003-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
21-30-35-20,0510-003-001,MOSQUITO NET,NO,,,
21-30-35-20,0510-003-001,MATTRESS,NO,,,
21-30-35-20,0510-003-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
21-30-35-20,0510-003-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
21-30-35-20,0510-003-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
21-30-35-20,0510-003-001,COUNCIL RATES,NO,,,
21-30-35-20,0510-003-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
21-30-35-20,0510-003-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
21-30-35-20,0510-003-001,FINES OR LEGAL FEES,NO,,,
21-30-35-20,0510-003-001,BRIDE PRICE /MARRIAGE COSTS,NO,,,
21-30-35-20,0510-003-001,FUNERAL COSTS,NO,,,
21-30-35-20,0510-003-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
21-30-35-20,0510-003-001,REPAIRS TO CONSUMER DURABLES,NO,,,
21-30-35-20,0510-003-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
21-30-35-20,0510-003-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
21-30-35-20,0510-003-001,GARMENTS FOR MEN,YES,30000,,
21-30-35-20,0510-003-001,GARMENTS FOR WOMEN,YES,30000,,
21-30-35-20,0510-003-001,GARMENTS FOR CHILDREN & BABIES,YES,15000,,
21-30-35-20,0510-003-001,FOOTWEAR FOR MEN,YES,12000,,
21-30-35-20,0510-003-001,FOOTWEAR FOR WOMEN,YES,3000,,
21-30-35-20,0510-003-001,FOOTWEAR FOR CHILDREN AND BABIES,YES,5000,,
21-30-35-20,0510-003-001,"WOOD POLES, BAMBOO",YES,,50000,0
21-30-35-20,0510-003-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
17-59-80-31,0511-001-001,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
17-59-80-31,0511-001-001,"LINEN - TOWELS, SHEETS, BLANKETS",YES,14000,,
17-59-80-31,0511-001-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
17-59-80-31,0511-001-001,MOSQUITO NET,NO,,,
17-59-80-31,0511-001-001,MATTRESS,NO,,,
17-59-80-31,0511-001-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
17-59-80-31,0511-001-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
17-59-80-31,0511-001-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
17-59-80-31,0511-001-001,COUNCIL RATES,NO,,,
17-59-80-31,0511-001-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
17-59-80-31,0511-001-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
17-59-80-31,0511-001-001,FINES OR LEGAL FEES,NO,,,
17-59-80-31,0511-001-001,BRIDE PRICE /MARRIAGE COSTS,YES,10000,,
17-59-80-31,0511-001-001,FUNERAL COSTS,YES,4000,,
17-59-80-31,0511-001-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
17-59-80-31,0511-001-001,REPAIRS TO CONSUMER DURABLES,NO,,,
17-59-80-31,0511-001-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
17-59-80-31,0511-001-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
17-59-80-31,0511-001-001,GARMENTS FOR MEN,YES,7000,,
