interview__key,sdd_hhid,hh_n01a,enterprise_id,hh_n02_2,hh_n02_3a,hh_n02_3,hh_n03_1,hh_n03_2,hh_n03_3,hh_n03_4,hh_n03_5,hh_n03_6,hh_n04a,hh_n04b,hh_n04_1,hh_n04_2,hh_n04_3,hh_n05_1,hh_n05_2,hh_n06,hh_n07_1,hh_n07_2,hh_n08_1,hh_n08_2,hh_n08_3,hh_n09_1,hh_n09_2,hh_n10,hh_n11,hh_n12,hh_n13_1,hh_n13_2,hh_n14_1,hh_n14_2,hh_n15,hh_n16,hh_n17,hh_n18,hh_n19,hh_n20,hh_n21_1,hh_n21_2,hh_n21_3,hh_n21_4
19-61-19-60,0460-001-001,YES,1,BIASHARA YA KUUZA KOKOTO,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE OF OTHER GOODS IN SPECIALIZED STORES,1,,,,,,1,,1,YES,,1,,FIXED STALL/ KIOSK - STREET,1,3,OWN SAVINGS,,,FINAL CONSUMERS,,13500,0,72000,MONTH,180000,MONTH,60000,0,0,120000,0,12,75000,NO,NO,YES,NO
19-61-19-60,0460-001-001,YES,2,KUKODISHA MKOKOTENI,Other service activities,OTHER PERSONAL SERVICE ACTIVITIES,8,,,,,,8,,8,YES,,1,8,FIXED STALL/ KIOSK - STREET,1,8,OWN SAVINGS,,,FINAL CONSUMERS,,250000,0,0,MONTH,220000,MONTH,200000,0,0,0,20000,12,230000,NO,NO,NO,NO
10-58-95-87,0461-001-001,YES,1,KUUZA POMBE YA KIENYEJI,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",1,,,,,,1,,1,YES,,1,,OTHER (SPECIFY),10,50,LOAN FROM MONEY LENDER,,,SMALL BUSINESS,,70000,0,0,WEEK,70000,WEEK,30000,0,0,160000,10000,5,80000,NO,NO,NO,NO
42-52-14-43,0462-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-80-80-37,0463-001-001,YES,1,KUUZA DUKA,"Wholesale and retail trade, repair of motor vehicles and motorcycles",WHOLESALE AND RETAIL TRADE AND REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3,,,,,,3,,3,YES,,3,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,1,1,LOAN FROM FAMILY/FRIENDS,OTHER (SPECIFY),,FINAL CONSUMERS,,500000,0,400000,MONTH,350000,MONTH,100000,0,0,250000,5000,12,70000,NO,YES,NO,NO
90-71-55-22,0463-001-005,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-03-81-98,0463-001-008,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-28-06-24,0463-001-010,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88-82-54-67,0464-001-001,YES,1,BIASHARA YA NGUO,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE OF OTHER GOODS IN SPECIALIZED STORES,2,4,,,,,2,,2,YES,,2,,PERMANENT BLDG. OTHER THAN HOME,3,0,OWN SAVINGS,,,FINAL CONSUMERS,,200000,0,1500000,MONTH,800000,MONTH,300000,0,0,0,15000,10,300000,NO,NO,YES,NO
88-59-03-40,0465-001-001,YES,1,KUTENGENEZA POMBE YA KIENYEJI,Manufacturing,MANUFACTURE OF BEVERAGES,1,,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITHOUT SPECIAL BUS. SPACE,4,0,OWN SAVINGS,,,SMALL BUSINESS,,10000,0,0,WEEK,40000,WEEK,16000,0,0,96000,0,12,64000,NO,NO,NO,NO
54-47-99-19,0465-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-59-19-34,0466-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44-15-41-02,0467-001-002,YES,1,KUUZA GENGE,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",1,,,,,,1,,1,YES,,1,,OTHER TEMPORARY STRUCTURE,0,6,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,250000,0,0,MONTH,900000,MONTH,300000,0,0,0,0,6,300000,NO,NO,NO,NO
64-34-17-13,0467-001-003,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-25-01-93,0468-001-001,YES,1,BIASHARA YA GENGE,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE VIA STALLS AND MARKETS,2,,,,,,2,,2,YES,,2,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,0,1,OWN SAVINGS,,,FINAL CONSUMERS,,40000,300000,30000,WEEK,35000,WEEK,10000,0,0,25000,0,1,20000,NO,NO,NO,NO
28-12-55-49,0469-001-001,YES,1,DUKA LA REJAREJA,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE OF OTHER GOODS IN SPECIALIZED STORES,1,,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,5,6,SALE OF ASSETS OWNED,,,FINAL CONSUMERS,,5000000,0,2000000,MONTH,270000,MONTH,60000,0,0,190000,20000,12,280000,NO,YES,YES,NO
42-91-86-83,0469-001-003,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-27-93-09,0469-001-004,YES,1,KUTWANGA KOKOTO NA KUUZA,Mining and quarrying,OTHER MINING AND QUARRYING,1,2,,,,,1,2,1,YES,,1,2,OTHER TEMPORARY STRUCTURE,0,9,NO START-UP COST,,,FINAL CONSUMERS,SMALL BUSINESS,150000,0,20000,MONTH,80000,MONTH,60000,0,0,0,20000,12,100000,NO,NO,NO,NO
99-52-82-56,0470-001-001,YES,1,BIASHARA YA SABUNI,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",2,,,,,,2,,2,YES,,2,,NO FIXED LOCATION/MOBILE,12,6,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,7500,0,0,MONTH,125000,MONTH,35000,0,0,90000,0,3,35000,NO,NO,NO,NO
99-52-82-56,0470-001-001,YES,2,UFUNDI SEREMALA,Manufacturing,MANUFACTURE OF FURNITURE,1,,,,,,1,,1,YES,,1,,FIXED STALL/ KIOSK - STREET,29,2,LOAN FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,180000,0,0,WEEK,100000,WEEK,90000,0,0,10000,0,6,300000,NO,NO,YES,NO
01-20-50-14,0471-001-001,YES,1,BIASHARA YA DUKA LA BIDHAA MCHANGANYIKO,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE VIA STALLS AND MARKETS,1,,,,,,1,,1,YES,,1,,FIXED STALL/ KIOSK - STREET,9,3,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,,250000,0,800000,MONTH,1200000,MONTH,300000,0,0,0,0,12,300000,NO,YES,YES,NO
38-25-53-03,0472-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-12-47-39,0473-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-32-96-07,0474-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90-68-34-99,0475-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65-14-41-78,0475-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78-45-68-39,0476-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65-39-07-89,0476-001-002,YES,1,DUKA REJAREJA BIDHAA MCHANGANYIKO,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE IN NON-SPECIALIZED STORES,1,2,,,,,1,2,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,4,0,OWN SAVINGS,,,FINAL CONSUMERS,,35000,0,1000000,WEEK,180000,WEEK,40000,0,0,560000,0,12,160000,NO,YES,NO,NO
72-03-92-77,0477-001-001,YES,1,KUUZA NYAMA,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL SALE OF FOOD, BEVERAGES AND TOBACCO IN SPECIALIZED STORES",1,,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,33,12,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,,700000,0,30000,MONTH,865000,MONTH,148000,1,0,0,0,12,120000,,,YES,
94-04-57-79,0478-001-001,YES,1,BIASHARA DUKA,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",1,,,,,,1,,1,YES,,1,,FIXED STALL/ KIOSK - STREET,4,0,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,,400000,0,600000,MONTH,123000,MONTH,20000,0,0,100000,3000,12,20000,NO,YES,NO,NO
94-04-57-79,0478-001-001,YES,2,KUPIKA NA KUUZA MAANDAZI,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",3,4,,,,,2,,2,YES,,2,,NO FIXED LOCATION/MOBILE,1,0,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,,30000,0,0,MONTH,84000,MONTH,20000,0,0,24000,40000,10,20000,NO,NO,NO,NO
94-62-16-61,0479-001-001,YES,1,BIDHAA ZA MATUMIZI YA KILA SIKU,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE VIA STALLS AND MARKETS,2,,,,,,2,,2,YES,,2,,PERMANENT BLDG. OTHER THAN HOME,3,12,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,,200000,0,40000,WEEK,25000,WEEK,11000,0,0,56000,0,12,44000,NO,YES,NO,NO
44-86-40-50,0481-001-001,YES,1,MASHINE YA KUSAGA,Other service activities,OTHER PERSONAL SERVICE ACTIVITIES,1,,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,8,0,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,,1100000,0,0,MONTH,30800,MONTH,20000,0,0,10800,0,12,20000,NO,NO,NO,NO
25-23-86-61,0483-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-78-41-94,0484-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67-76-38-68,0485-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92-10-23-86,0486-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47-36-77-75,0486-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-58-60-31,0487-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68-66-69-90,0488-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66-18-09-29,0489-001-001,YES,1,KUKOBOA NA KUSAGA NAFAKA,Manufacturing,MANUFACTURE OF FOOD PRODUCTS,1,2,,,,,1,2,2,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,7,5,OWN SAVINGS,,,FINAL CONSUMERS,,1500000,0,0,MONTH,80000,MONTH,60000,0,0,0,20000,12,60000,NO,NO,NO,NO
24-04-32-53,0490-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61-73-23-72,0491-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53-31-43-03,0491-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75-89-58-82,0491-001-003,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79-64-69-56,0491-001-004,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76-15-29-53,0491-002-001,YES,2,BODA BODA,Transportation and storage,OTHER LAND TRANSPORT,1,,,,,,1,,1,NO,NOT AVAILABLE DURING TIME IN EA,1,,NO FIXED LOCATION/MOBILE,2,0,OWN SAVINGS,,,FINAL CONSUMERS,SMALL BUSINESS,800000,0,0,MONTH,225000,MONTH,200000,0,0,0,25000,12,200000,NO,YES,YES,NO
68-73-60-31,0491-003-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-55-08-95,0491-004-001,YES,1,KUUZA MGAHAWA/CHAI NA MAANDAZI,Accommodation and food service activities,RESTAURANTS AND MOBILE FOOD SERVICE ACTIVITIES,1,2,,,,,1,,1,YES,,1,,FIXED STALL/KIOSK - IN MARKET,1,4,SALE OF ASSETS OWNED,,,FINAL CONSUMERS,,100000,4000,20000,MONTH,90000,MONTH,30000,0,0,25000,35000,12,30000,NO,NO,YES,NO
20-63-33-06,0492-001-001,YES,1,KUFYATUA TOFARI ZA UDONGO,Construction,SPECIALIZED CONSTRUCTION ACTIVITIES,1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,5,0,OWN SAVINGS,,,FINAL CONSUMERS,,15000,0,0,MONTH,80000,MONTH,80000,0,0,0,0,4,100000,NO,NO,NO,NO
69-69-83-72,0493-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47-92-40-90,0494-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94-84-76-53,0494-105-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-90-97-55,0495-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85-40-12-14,0496-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82-96-20-56,0497-001-001,YES,1,KUNUNUA NA KUUZA NG'OMBE,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,3,0,SALE OF ASSETS OWNED,,,FINAL CONSUMERS,,0,0,2000000,MONTH,6000000,MONTH,850000,1,100000,0,0,12,1000000,NO,YES,YES,NO
82-96-20-56,0497-001-001,YES,2,KUFINYANGA VYUNGU NA KUUZA,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",2,,,,,,2,,2,YES,,2,,NO FIXED LOCATION/MOBILE,4,0,NO START-UP COST,,,FINAL CONSUMERS,,1500,0,30000,MONTH,40000,MONTH,40000,0,0,0,0,12,12,NO,NO,NO,NO
58-25-83-45,0497-001-003,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86-35-99-27,0498-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85-30-11-93,0498-001-006,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-45-26-49,0498-004-001,YES,1,KUUZA MAANDAZI,Accommodation and food service activities,FOOD AND BEVERAGE SERVICE ACTIVITIES,2,,,,,,2,,2,YES,,2,,NO FIXED LOCATION/MOBILE,5,0,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,3000,0,0,MONTH,30000,MONTH,15000,0,0,0,0,7,15000,NO,NO,NO,NO
31-15-31-20,0499-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-60-75-13,0499-001-004,YES,1,KUUZA VITUMBUA,Other service activities,OTHER PERSONAL SERVICE ACTIVITIES,2,,,,,,2,,2,YES,,2,,NO FIXED LOCATION/MOBILE,2,0,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,,3500,0,0,WEEK,15000,WEEK,6000,0,0,9000,0,12,30000,NO,NO,NO,NO
98-78-01-38,0499-004-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66-76-23-69,0500-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81-34-91-83,0501-001-001,YES,1,USAFIRISHAJI MIZIGO KWA KOKOTENI LA NG'OMBE,Transportation and storage,OTHER LAND TRANSPORT,1,,,,,,1,2,2,YES,,2,,NO FIXED LOCATION/MOBILE,1,3,OWN SAVINGS,,,FINAL CONSUMERS,,900000,0,0,MONTH,60000,MONTH,50000,0,0,0,0,9,50000,NO,NO,NO,NO
94-06-30-25,0502-001-002,YES,1,KUSUKA NA KUNYOA NYWELE,Other service activities,OTHER PERSONAL SERVICE ACTIVITIES,4,5,,,,,4,,5,YES,,4,,"VEHICLE, CART, TEMP. STALL - STREET",0,4,OWN SAVINGS,,,FINAL CONSUMERS,,80000,0,0,MONTH,100000,MONTH,70000,0,0,0,5000,4,70000,NO,NO,NO,NO
99-52-98-92,0502-004-001,YES,1,KUUZA MBOGAMBOGA,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL SALE OF FOOD, BEVERAGES AND TOBACCO IN SPECIALIZED STORES",1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,0,10,PROCEEDS FROM NON-AG BUSINESS,,,FINAL CONSUMERS,,0,0,0,WEEK,5000,WEEK,1000,0,0,0,0,10,4000,NO,NO,NO,NO
20-96-70-22,0503-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65-14-61-05,0504-008-001,YES,1,BIASHARA YA DUKA,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE OF OTHER GOODS IN SPECIALIZED STORES,1,,,,,,1,,1,YES,,1,,FIXED STALL/ KIOSK - STREET,15,0,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,,0,0,200000,MONTH,300000,MONTH,50000,0,0,0,0,12,30000,NO,NO,YES,NO
35-13-18-76,0504-008-008,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-87-48-82,0505-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83-21-21-03,0505-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-41-21-88,0506-001-001,YES,1,MGANGA WA KIENYEJI,Human health and social work activities,HUMAN HEALTH ACTIVITIES,1,,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,40,0,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,50000,0,0,MONTH,45000,MONTH,40000,0,0,0,0,12,40000,NO,NO,YES,NO
99-79-94-61,0506-003-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-76-15-30,0508-001-001,YES,1,BIASHARA YA POMBE YA KIENYEJI,Accommodation and food service activities,BEVERAGE SERVING ACTIVITIES,1,,,,,,1,,1,YES,,1,,PERMANENT BLDG. OTHER THAN HOME,3,4,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,20000,9000,0,WEEK,87500,WEEK,24500,0,0,0,0,12,98000,NO,NO,NO,NO
02-51-58-04,0509-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-51-31-09,0510-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-30-35-20,0510-003-001,YES,1,FUNDI CHEREHANI,Manufacturing,OTHER MANUFACTURING,4,,,,,,4,,1,NO,NOT AVAILABLE DURING TIME IN EA,4,,W/IN OWN OR BUS. PARTNER'S HOME - WITHOUT SPECIAL BUS. SPACE,2,8,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,107000,0,0,WEEK,2000,WEEK,1800,0,0,700,0,6,36000,NO,NO,NO,NO
17-59-80-31,0511-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-15-25-91,0512-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-85-19-31,0513-001-001,YES,1,BIASHARA YA NYAMA YA MBUZI,Accommodation and food service activities,RESTAURANTS AND MOBILE FOOD SERVICE ACTIVITIES,1,,,,,,1,,1,YES,,1,,"VEHICLE, CART, TEMP. STALL - STREET",7,2,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,,30000,0,0,MONTH,110000,MONTH,50000,0,0,0,0,5,50000,NO,NO,NO,NO
50-14-76-19,0514-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-94-94-48,0515-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-89-62-63,0515-003-001,YES,1,KUNUNUA NA KUUZA ALIZETI,"Wholesale and retail trade, repair of motor vehicles and motorcycles","WHOLESALE TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,2,5,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,SMALL BUSINESS,,10000,0,0,WEEK,425000,WEEK,60000,0,0,0,15000,5,120000,NO,NO,NO,NO
17-70-91-53,0516-001-001,YES,1,KUSHONA NGUO,Manufacturing,MANUFACTURE OF TEXTILES,2,,,,,,2,,2,YES,,2,,W/IN OWN OR BUS. PARTNER'S HOME - WITHOUT SPECIAL BUS. SPACE,8,0,OWN SAVINGS,,,FINAL CONSUMERS,,150000,3000,0,MONTH,30000,MONTH,25000,0,0,5000,0,10,25000,NO,NO,NO,NO
55-47-18-86,0517-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-21-26-14,0518-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-94-84-68,0519-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92-69-46-35,0521-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85-65-43-35,0521-001-003,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-50-10-45,0521-001-011,YES,1,KUCHOMA NA KUUZA MKAA,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",1,,,,,,1,,1,NO,NOT AVAILABLE DURING TIME IN EA,1,,NO FIXED LOCATION/MOBILE,0,3,OTHER (SPECIFY),,,FINAL CONSUMERS,,0,6000,0,MONTH,40000,MONTH,40000,0,0,0,0,3,50000,NO,NO,NO,NO
75-59-73-61,0522-001-001,YES,1,KUUZA MIFUGO,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",1,,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,0,4,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,LARGE ESTABLISHED BUSINESS,,20000,0,0,MONTH,5500000,MONTH,1500000,0,0,0,0,4,1500000,NO,NO,NO,NO
81-44-06-49,0525-001-001,YES,1,KUBEBA ABIRIA KWA PIKIPIKI,Transportation and storage,OTHER PASSENGER LAND TRANSPORT,7,,,,,,7,,7,YES,,7,,NO FIXED LOCATION/MOBILE,2,0,OTHER (SPECIFY),,,FINAL CONSUMERS,,1800000,0,0,MONTH,350000,MONTH,250000,0,0,0,46000,12,250000,NO,YES,YES,NO
84-11-21-22,0525-003-001,YES,1,BIASHARA YA KUUZA CHAKULA..MAMA NTILIE,Accommodation and food service activities,RESTAURANTS AND MOBILE FOOD SERVICE ACTIVITIES,1,,,,,,6,,6,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,0,5,SALE OF ASSETS OWNED,,,FINAL CONSUMERS,,150000,0,20000,MONTH,240000,MONTH,120000,2,80000,40000,0,5,100000,NO,NO,NO,NO
84-11-21-22,0525-003-001,YES,2,BIASHARA YA KUUZA CHAKULA MNADANI..MAMA NTILIE,Accommodation and food service activities,RESTAURANTS AND MOBILE FOOD SERVICE ACTIVITIES,6,,,,,,6,,6,YES,,6,,OTHER TEMPORARY STRUCTURE,1,2,SALE OF ASSETS OWNED,,,FINAL CONSUMERS,,50000,0,0,MONTH,100000,MONTH,40000,0,0,60000,0,12,50000,NO,NO,NO,NO
44-54-17-13,0525-003-004,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-34-79-20,0525-004-001,YES,1,BODABODA,Transportation and storage,LAND TRANSPORT AND TRANSPORT VIA PIPELINES,1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,1,0,OWN SAVINGS,,,FINAL CONSUMERS,,1000000,0,0,WEEK,50000,WEEK,30000,0,0,0,20000,10,120000,NO,NO,NO,NO
96-26-27-84,0525-005-001,YES,1,KUUZA MIPINI,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE IN NON-SPECIALIZED STORES,1,,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,0,1,NO START-UP COST,,,FINAL CONSUMERS,,0,0,0,MONTH,50000,MONTH,50000,0,0,0,0,1,50000,NO,NO,NO,NO
96-26-27-84,0525-005-001,YES,2,KUUZA  KUNI,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE IN NON-SPECIALIZED STORES,2,,,,,,2,,2,YES,,2,,OTHER (SPECIFY),2,12,NO START-UP COST,,,FINAL CONSUMERS,,0,0,0,MONTH,18000,MONTH,18000,0,0,0,0,6,18000,NO,NO,NO,NO
57-59-30-22,0525-005-003,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-20-05-63,0526-001-001,YES,1,UPAUAJI WA NYUMBA NA UTENGENEZAJI WA FENICHA,Construction,CONSTRUCTION OF BUILDINGS,1,,,,,,1,,1,YES,,1,,OTHER TEMPORARY STRUCTURE,6,0,OWN SAVINGS,,,FINAL CONSUMERS,,110000,40000,0,MONTH,500000,MONTH,200000,0,0,200000,0,6,200000,NO,NO,NO,NO
84-63-95-42,0528-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
