interview__key,sdd_hhid,lvstckid,lf03_01,lf03_02_1,lf03_02_2,lf03_02_3,lf03_02_4,lf03_03,lf03_04,lf03_05_1,lf03_05_2,lf03_05_3,lf03_05_4,lf03_06,lf03_07,lf03_08,lf03_09,lf03_10,lf03_11,lf03_12,lf03_13,lf03_14
85-30-11-93,0498-001-006,DOGS,NO,,,,,,,,,,,,,,,,,,,
24-45-26-49,0498-004-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
24-45-26-49,0498-004-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
24-45-26-49,0498-004-001,PIGS,,,,,,,,,,,,,,,,,,,,
24-45-26-49,0498-004-001,POULTRY,,,,,,,,,,,,,,,,,,,,
24-45-26-49,0498-004-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
24-45-26-49,0498-004-001,DOGS,,,,,,,,,,,,,,,,,,,,
31-15-31-20,0499-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
31-15-31-20,0499-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,"YES, ALL ANIMALS AT LEAST ONCE",SPRAYING,"YES, ALL ANIMALS AT LEAST ONCE",PRIVATE VET CLINIC,NO,,3000
31-15-31-20,0499-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
31-15-31-20,0499-001-001,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,,,,,NO,,0
31-15-31-20,0499-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
31-15-31-20,0499-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
51-60-75-13,0499-001-004,LARGE RUMINANTS,YES,NOT SICK,,,,"YES, ALL ANIMALS AT LEAST ONCE",DISTRICT VET CLINIC,ECF (NDIGANA KALI),,,,NO,,NO,,NO,,NO,,8000
51-60-75-13,0499-001-004,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
51-60-75-13,0499-001-004,PIGS,NO,,,,,,,,,,,,,,,,,,,
51-60-75-13,0499-001-004,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
51-60-75-13,0499-001-004,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
51-60-75-13,0499-001-004,DOGS,NO,,,,,,,,,,,,,,,,,,,
98-78-01-38,0499-004-002,LARGE RUMINANTS,YES,NOT SICK,,,,"YES, ALL ANIMALS AT LEAST ONCE",PRIVATE CLINIC,CBPP (HOMA YA MAPAFU),,,,"YES, SOME",THE HOUSEHOLD,NO,,"YES, SOME",THE HOUSEHOLD,NO,,25000
98-78-01-38,0499-004-002,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
98-78-01-38,0499-004-002,PIGS,NO,,,,,,,,,,,,,,,,,,,
98-78-01-38,0499-004-002,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,,,,,"YES, SOME",THE HOUSEHOLD,5000
98-78-01-38,0499-004-002,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
98-78-01-38,0499-004-002,DOGS,NO,,,,,,,,,,,,,,,,,,,
66-76-23-69,0500-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
66-76-23-69,0500-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
66-76-23-69,0500-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
66-76-23-69,0500-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
66-76-23-69,0500-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
66-76-23-69,0500-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
81-34-91-83,0501-001-001,LARGE RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
81-34-91-83,0501-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
81-34-91-83,0501-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
81-34-91-83,0501-001-001,POULTRY,YES,NOT SICK,,,,"YES, ALL ANIMALS AT LEAST ONCE",OTHER (SPECIFY),NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,6000
81-34-91-83,0501-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
81-34-91-83,0501-001-001,DOGS,YES,NOT SICK,,,,NO,,,,,,,,,,,,,,
94-06-30-25,0502-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
94-06-30-25,0502-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
94-06-30-25,0502-001-002,PIGS,,,,,,,,,,,,,,,,,,,,
94-06-30-25,0502-001-002,POULTRY,,,,,,,,,,,,,,,,,,,,
94-06-30-25,0502-001-002,DONKEYS,,,,,,,,,,,,,,,,,,,,
94-06-30-25,0502-001-002,DOGS,,,,,,,,,,,,,,,,,,,,
99-52-98-92,0502-004-001,LARGE RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
99-52-98-92,0502-004-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
99-52-98-92,0502-004-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
99-52-98-92,0502-004-001,POULTRY,NO,,,,,,,,,,,,,,,,,,,
99-52-98-92,0502-004-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
99-52-98-92,0502-004-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
20-96-70-22,0503-001-001,LARGE RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
20-96-70-22,0503-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
20-96-70-22,0503-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
20-96-70-22,0503-001-001,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,,,,,NO,,0
20-96-70-22,0503-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
20-96-70-22,0503-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
65-14-61-05,0504-008-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
65-14-61-05,0504-008-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
65-14-61-05,0504-008-001,PIGS,,,,,,,,,,,,,,,,,,,,
65-14-61-05,0504-008-001,POULTRY,,,,,,,,,,,,,,,,,,,,
65-14-61-05,0504-008-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
65-14-61-05,0504-008-001,DOGS,,,,,,,,,,,,,,,,,,,,
35-13-18-76,0504-008-008,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
35-13-18-76,0504-008-008,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
35-13-18-76,0504-008-008,PIGS,,,,,,,,,,,,,,,,,,,,
35-13-18-76,0504-008-008,POULTRY,,,,,,,,,,,,,,,,,,,,
35-13-18-76,0504-008-008,DONKEYS,,,,,,,,,,,,,,,,,,,,
35-13-18-76,0504-008-008,DOGS,,,,,,,,,,,,,,,,,,,,
08-87-48-82,0505-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
08-87-48-82,0505-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
08-87-48-82,0505-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
08-87-48-82,0505-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
08-87-48-82,0505-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
08-87-48-82,0505-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
83-21-21-03,0505-001-002,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
83-21-21-03,0505-001-002,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
83-21-21-03,0505-001-002,PIGS,NO,,,,,,,,,,,,,,,,,,,
83-21-21-03,0505-001-002,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
83-21-21-03,0505-001-002,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
83-21-21-03,0505-001-002,DOGS,NO,,,,,,,,,,,,,,,,,,,
31-41-21-88,0506-001-001,LARGE RUMINANTS,YES,NOT SICK,,,,"YES, ALL ANIMALS AT LEAST ONCE",OTHER (SPECIFY),CBPP (HOMA YA MAPAFU),ECF (NDIGANA KALI),,,"YES, ALL ANIMALS AT LEAST ONCE",OTHER (SPECIFY),NO,,NO,,NO,,20000
31-41-21-88,0506-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
31-41-21-88,0506-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
31-41-21-88,0506-001-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
31-41-21-88,0506-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
31-41-21-88,0506-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
99-79-94-61,0506-003-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
99-79-94-61,0506-003-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
99-79-94-61,0506-003-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
99-79-94-61,0506-003-001,POULTRY,YES,SMALL POX (NDUI),,,,"YES, SOME",OTHER (SPECIFY),NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,8000
99-79-94-61,0506-003-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
99-79-94-61,0506-003-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
30-76-15-30,0508-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
30-76-15-30,0508-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
30-76-15-30,0508-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
30-76-15-30,0508-001-001,POULTRY,YES,SMALL POX (NDUI),,,,NO,,,,,,NO,,,,,,NO,,0
30-76-15-30,0508-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
30-76-15-30,0508-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
02-51-58-04,0509-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
02-51-58-04,0509-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
02-51-58-04,0509-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
02-51-58-04,0509-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
02-51-58-04,0509-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
02-51-58-04,0509-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
10-51-31-09,0510-001-001,LARGE RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,"YES, ALL ANIMALS AT LEAST ONCE",OTHER (SPECIFY),NO,,NO,,7000
10-51-31-09,0510-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
10-51-31-09,0510-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
10-51-31-09,0510-001-001,POULTRY,NO,,,,,,,,,,,,,,,,,,,
10-51-31-09,0510-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
10-51-31-09,0510-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
21-30-35-20,0510-003-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
21-30-35-20,0510-003-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
21-30-35-20,0510-003-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
21-30-35-20,0510-003-001,POULTRY,YES,ECF (NDIGANA KALI),NOT SICK,,,NO,,,,,,NO,,,,,,NO,,0
21-30-35-20,0510-003-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
21-30-35-20,0510-003-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
17-59-80-31,0511-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
17-59-80-31,0511-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
17-59-80-31,0511-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
17-59-80-31,0511-001-001,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,,,,,NO,,0
17-59-80-31,0511-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
17-59-80-31,0511-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
02-15-25-91,0512-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
02-15-25-91,0512-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
02-15-25-91,0512-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
02-15-25-91,0512-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
02-15-25-91,0512-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
02-15-25-91,0512-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
29-85-19-31,0513-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
29-85-19-31,0513-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
29-85-19-31,0513-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
29-85-19-31,0513-001-001,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,,,,,NO,,0
29-85-19-31,0513-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
29-85-19-31,0513-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
50-14-76-19,0514-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
50-14-76-19,0514-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
50-14-76-19,0514-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
50-14-76-19,0514-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
50-14-76-19,0514-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
50-14-76-19,0514-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
16-94-94-48,0515-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
16-94-94-48,0515-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
16-94-94-48,0515-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
16-94-94-48,0515-001-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
16-94-94-48,0515-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
16-94-94-48,0515-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
24-89-62-63,0515-003-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
24-89-62-63,0515-003-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
24-89-62-63,0515-003-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
24-89-62-63,0515-003-001,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,"YES, ALL ANIMALS AT LEAST ONCE",OTHER (SPECIFY),NEW CASTLE DISEASE (KIDELI/MDONDO),SMALL POX (NDUI),,,NO,,,,,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,10000
24-89-62-63,0515-003-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
24-89-62-63,0515-003-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
17-70-91-53,0516-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
17-70-91-53,0516-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
17-70-91-53,0516-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
17-70-91-53,0516-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
17-70-91-53,0516-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
17-70-91-53,0516-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
55-47-18-86,0517-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
55-47-18-86,0517-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
55-47-18-86,0517-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
55-47-18-86,0517-001-001,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,,,,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,6000
55-47-18-86,0517-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
55-47-18-86,0517-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
10-21-26-14,0518-001-001,LARGE RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
10-21-26-14,0518-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
10-21-26-14,0518-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
10-21-26-14,0518-001-001,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,"YES, SOME",OTHER (SPECIFY),NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,10000
10-21-26-14,0518-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
10-21-26-14,0518-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
57-94-84-68,0519-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
57-94-84-68,0519-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
57-94-84-68,0519-001-002,PIGS,,,,,,,,,,,,,,,,,,,,
57-94-84-68,0519-001-002,POULTRY,,,,,,,,,,,,,,,,,,,,
57-94-84-68,0519-001-002,DONKEYS,,,,,,,,,,,,,,,,,,,,
57-94-84-68,0519-001-002,DOGS,,,,,,,,,,,,,,,,,,,,
92-69-46-35,0521-001-001,LARGE RUMINANTS,YES,FMD (UGONWA WA MIGUU NA MIDOMO),,,,"YES, ALL ANIMALS AT LEAST ONCE",PRIVATE CLINIC,FMD (UGONWA WA MIGUU NA MIDOMO),,,,"YES, ALL ANIMALS AT LEAST ONCE",PRIVATE VET CLINIC,"YES, ALL ANIMALS AT LEAST ONCE",SPRAYING,"YES, ALL ANIMALS AT LEAST ONCE",PRIVATE VET CLINIC,"YES, ALL ANIMALS AT LEAST ONCE",PRIVATE VET CLINIC,95000
92-69-46-35,0521-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
92-69-46-35,0521-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
92-69-46-35,0521-001-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
92-69-46-35,0521-001-001,DONKEYS,YES,,,,,,,,,,,,,,,,,,,
92-69-46-35,0521-001-001,DOGS,YES,NOT SICK,,,,NO,,,,,,,,,,,,,,
85-65-43-35,0521-001-003,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
85-65-43-35,0521-001-003,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
85-65-43-35,0521-001-003,PIGS,,,,,,,,,,,,,,,,,,,,
85-65-43-35,0521-001-003,POULTRY,,,,,,,,,,,,,,,,,,,,
85-65-43-35,0521-001-003,DONKEYS,,,,,,,,,,,,,,,,,,,,
85-65-43-35,0521-001-003,DOGS,,,,,,,,,,,,,,,,,,,,
34-50-10-45,0521-001-011,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
34-50-10-45,0521-001-011,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
34-50-10-45,0521-001-011,PIGS,,,,,,,,,,,,,,,,,,,,
34-50-10-45,0521-001-011,POULTRY,,,,,,,,,,,,,,,,,,,,
34-50-10-45,0521-001-011,DONKEYS,,,,,,,,,,,,,,,,,,,,
34-50-10-45,0521-001-011,DOGS,,,,,,,,,,,,,,,,,,,,
75-59-73-61,0522-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
75-59-73-61,0522-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
75-59-73-61,0522-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
75-59-73-61,0522-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
75-59-73-61,0522-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
75-59-73-61,0522-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
81-44-06-49,0525-001-001,LARGE RUMINANTS,YES,CBPP (HOMA YA MAPAFU),,,,"YES, ALL ANIMALS AT LEAST ONCE",DISTRICT VET CLINIC,CBPP (HOMA YA MAPAFU),,,,NO,,"YES, ALL ANIMALS AT LEAST ONCE",DIPPING / DIP TANK,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,"YES, ALL ANIMALS AT LEAST ONCE",DISTRICT VET CLINIC,180200
81-44-06-49,0525-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,"YES, ALL ANIMALS AT LEAST ONCE",DIPPING / DIP TANK,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,NO,,19200
81-44-06-49,0525-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
81-44-06-49,0525-001-001,POULTRY,YES,OTHER (SPECIFY),,,,NO,,,,,,NO,,,,,,"YES, SOME",THE HOUSEHOLD,2000
81-44-06-49,0525-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
81-44-06-49,0525-001-001,DOGS,YES,NOT SICK,,,,NO,,,,,,,,,,,,,,
84-11-21-22,0525-003-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
84-11-21-22,0525-003-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
84-11-21-22,0525-003-001,PIGS,,,,,,,,,,,,,,,,,,,,
84-11-21-22,0525-003-001,POULTRY,,,,,,,,,,,,,,,,,,,,
84-11-21-22,0525-003-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
84-11-21-22,0525-003-001,DOGS,,,,,,,,,,,,,,,,,,,,
44-54-17-13,0525-003-004,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
44-54-17-13,0525-003-004,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
44-54-17-13,0525-003-004,PIGS,NO,,,,,,,,,,,,,,,,,,,
44-54-17-13,0525-003-004,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,,,,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,8000
44-54-17-13,0525-003-004,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
44-54-17-13,0525-003-004,DOGS,NO,,,,,,,,,,,,,,,,,,,
36-34-79-20,0525-004-001,LARGE RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,"YES, ALL ANIMALS AT LEAST ONCE",SPRAYING,NO,,NO,,16000
36-34-79-20,0525-004-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
36-34-79-20,0525-004-001,PIGS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
36-34-79-20,0525-004-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
36-34-79-20,0525-004-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
36-34-79-20,0525-004-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
96-26-27-84,0525-005-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
96-26-27-84,0525-005-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
96-26-27-84,0525-005-001,PIGS,,,,,,,,,,,,,,,,,,,,
96-26-27-84,0525-005-001,POULTRY,,,,,,,,,,,,,,,,,,,,
96-26-27-84,0525-005-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
96-26-27-84,0525-005-001,DOGS,,,,,,,,,,,,,,,,,,,,
57-59-30-22,0525-005-003,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
57-59-30-22,0525-005-003,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
57-59-30-22,0525-005-003,PIGS,,,,,,,,,,,,,,,,,,,,
57-59-30-22,0525-005-003,POULTRY,,,,,,,,,,,,,,,,,,,,
57-59-30-22,0525-005-003,DONKEYS,,,,,,,,,,,,,,,,,,,,
57-59-30-22,0525-005-003,DOGS,,,,,,,,,,,,,,,,,,,,
21-20-05-63,0526-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
21-20-05-63,0526-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
21-20-05-63,0526-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
21-20-05-63,0526-001-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
21-20-05-63,0526-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
21-20-05-63,0526-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
84-63-95-42,0528-001-001,LARGE RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,"YES, ALL ANIMALS AT LEAST ONCE",SPRAYING,NO,,NO,,28000
84-63-95-42,0528-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
84-63-95-42,0528-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
84-63-95-42,0528-001-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
84-63-95-42,0528-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
84-63-95-42,0528-001-001,DOGS,YES,NOT SICK,,,,NO,,,,,,,,,,,,,,
31-74-85-54,0528-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
31-74-85-54,0528-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
31-74-85-54,0528-001-002,PIGS,,,,,,,,,,,,,,,,,,,,
31-74-85-54,0528-001-002,POULTRY,,,,,,,,,,,,,,,,,,,,
31-74-85-54,0528-001-002,DONKEYS,,,,,,,,,,,,,,,,,,,,
31-74-85-54,0528-001-002,DOGS,,,,,,,,,,,,,,,,,,,,
96-96-12-14,0528-001-003,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
96-96-12-14,0528-001-003,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
96-96-12-14,0528-001-003,PIGS,,,,,,,,,,,,,,,,,,,,
96-96-12-14,0528-001-003,POULTRY,,,,,,,,,,,,,,,,,,,,
96-96-12-14,0528-001-003,DONKEYS,,,,,,,,,,,,,,,,,,,,
96-96-12-14,0528-001-003,DOGS,,,,,,,,,,,,,,,,,,,,
34-63-46-69,0528-001-005,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
34-63-46-69,0528-001-005,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
34-63-46-69,0528-001-005,PIGS,NO,,,,,,,,,,,,,,,,,,,
34-63-46-69,0528-001-005,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
34-63-46-69,0528-001-005,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
34-63-46-69,0528-001-005,DOGS,NO,,,,,,,,,,,,,,,,,,,
16-41-04-04,0529-001-001,LARGE RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,"YES, ALL ANIMALS AT LEAST ONCE",SPRAYING,NO,,NO,,30000
