interview__key,sdd_hhid,wqt_selection,wqt_prob,wqt_blank_s,wqt_blank_p,wqt_01,wqt_02,wqt_03,wqt_04,wqt_05,wqt_06,wqt_07_1,wqt_07_2,wqt_07_3,wqt_08,wqt_09,wqt_10,wqt_11,wqt_12,wqt_13__Latitude,wqt_13__Longitude,wqt_13__Accuracy,wqt_13__Altitude,wqt_13__Timestamp,wqt_14,wqt_15,wqt_16,wqt_17,wqt_18,wqt_19a,wqt_19,wqt_20,wqr_01a,wqr_01,wqr_02,wqr_03,wqr_04,wqr_05,wqr_06,wqr_07a,wqr_07,wqr_08,wqr_09,wqr_10,wqr_11,wqr_12,wqr_13,wqr_14,wqr_15,wqr_16,wqr_17,wqr_18
34-75-80-11,0577-001-002,YES,1,NO,,YES,2,2019-04-28T15:52:26,YES,COVERED CONTAINER,NO,,,,2019-04-28T15:52:47,2019-04-28T15:52:51,RAINWATER COLLECTION,YES,,-9.0844901,32.4972634,14,1539.0999755859375,2019-04-28T12:52:27,YES,2019-04-28T15:53:55,2019-04-28T15:53:57,2019-04-28T15:54:00,1008935,NO,,,NO,2019-04-29T17:31:15,3,wqr_03__.jpg,2019-04-29T17:32:30,0,YES,YES,2019-04-29T17:33:10,1,wqr_09__.jpg,2019-04-29T17:34:34,0,YES,,,,,,
99-75-42-97,0578-001-001,YES,1,NO,,YES,1,2019-04-15T09:14:38,YES,COVERED CONTAINER,NO,,,,2019-04-15T09:18:16,2019-04-15T09:23:15,PROTECTED DUG WELL,YES,,-9.3107189,32.790401,16,1508,2019-04-15T13:43:50,YES,2019-04-15T09:34:39,2019-04-15T09:36:47,2019-04-15T09:38:35,1008890,NO,,,NO,2019-04-16T12:50:56,0,wqr_03__.jpg,2019-04-16T12:53:06,0,NO,YES,2019-04-16T12:53:59,0,wqr_09__.jpg,2019-04-16T12:55:19,0,NO,,,,,,
41-29-51-24,0580-001-001,YES,1,NO,,YES,2,2019-04-15T08:01:27,YES,COVERED CONTAINER,NO,,,,2019-04-15T08:02:09,2019-04-15T08:02:26,RAINWATER COLLECTION,YES,,-9.3070578,32.7659469,36,1739.5999755859375,2019-04-15T12:05:32,YES,2019-04-15T08:06:34,2019-04-15T08:06:39,2019-04-15T08:21:17,1008799,NO,,,NO,2019-04-17T02:26:36,2,wqr_03__.jpg,2019-04-17T02:29:00,0,YES,YES,2019-04-17T02:30:36,52,wqr_09__.jpg,2019-04-17T02:32:54,1,YES,,,,,,
63-31-46-66,0580-004-001,YES,1,YES,0.16666667,YES,1,2019-04-15T06:13:51,YES,COVERED CONTAINER,NO,,,,2019-04-15T06:14:18,2019-04-15T06:14:24,RAINWATER COLLECTION,YES,,-9.2699285,32.7300302,32.5,1657.5999755859375,2019-04-15T10:15:49,YES,2019-04-15T06:15:40,2019-04-15T06:15:42,2019-04-15T06:15:51,1008841,YES,2019-04-16T03:58:44,2019-04-16T04:17:52,NO,2019-04-16T12:50:32,2,wqr_03__.jpg,2019-04-16T12:55:30,1,YES,YES,2019-04-16T13:00:48,14,wqr_09__.jpg,2019-04-16T13:03:12,0,YES,2019-04-17T07:37:59,0,wqr_15__.jpg,2019-04-17T07:39:21,0,NO
44-48-46-77,0581-001-001,YES,1,NO,,YES,1,2019-04-25T09:31:33,YES,COVERED CONTAINER,NO,,,,2019-04-25T09:32:05,2019-04-25T09:32:14,"PIPED WATER - PIPED INTO COMPOUND, YARD OR PLOT",YES,,-7.9471538,31.6267996,22.5,1878.199951171875,2019-04-25T06:33:07,YES,2019-04-25T09:35:03,2019-04-25T09:35:06,2019-04-25T09:35:12,1008808,NO,,,NO,2019-04-26T20:53:35,0,wqr_03__.jpg,2019-04-26T20:56:01,0,NO,YES,2019-04-26T20:56:20,0,wqr_09__.jpg,2019-04-26T20:57:12,0,NO,,,,,,
01-70-68-94,0582-001-001,YES,1,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
94-08-85-82,0583-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-37-46-84,0584-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89-16-16-87,0585-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76-83-41-82,0585-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-39-75-25,0586-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95-82-35-73,0586-003-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61-66-15-53,0588-001-001,YES,1,YES,0.16666667,YES,1,2019-04-26T14:19:46,YES,COVERED CONTAINER,NO,,,,2019-04-26T14:20:28,2019-04-26T14:20:56,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",YES,,-7.35629,30.6269685,4.5,767.20001220703125,2019-04-27T05:07:56,YES,2019-04-27T08:12:05,2019-04-27T08:21:35,2019-04-27T08:46:16,1008918,YES,2019-04-27T12:29:24,2019-04-27T12:29:25,NO,2019-04-27T18:09:59,101,wqr_03__.jpg,2019-04-27T18:12:13,1,YES,YES,2019-04-28T16:25:16,101,wqr_09__.jpg,2019-04-28T16:13:57,49,YES,2019-04-28T16:14:59,0,wqr_15__.jpg,2019-04-28T16:17:39,0,NO
08-69-28-04,0589-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81-91-49-78,0589-001-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-23-79-10,0589-007-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-23-21-86,0589-007-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-07-93-93,0589-008-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-30-70-26,0590-001-001,YES,0.85714287,NO,,YES,1,2019-05-05T15:49:36,YES,COVERED CONTAINER,NO,,,,2019-05-05T16:42:06,2019-05-05T16:56:45,BOTTLED WATER,YES,,-6.8279437,39.2224959,47.5,11.699999809265137,2019-05-05T13:06:46,YES,2019-05-05T16:57:19,2019-05-05T17:07:11,,,NO,,,NO,2019-05-07T14:33:53,0,wqr_03__.jpg,2019-05-07T14:35:18,0,NO,YES,2019-05-07T14:36:28,1,wqr_09__.jpg,2019-05-07T14:37:48,0,NO,,,,,,
91-16-58-62,0590-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48-55-92-72,0591-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59-91-83-15,0592-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87-24-38-48,0593-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-51-18-38,0593-002-001,YES,0.75,YES,0.16666667,NO,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,
99-53-65-08,0593-004-001,YES,0.66666669,YES,0.16666667,NO,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,
27-02-40-45,0593-005-001,YES,0.66666669,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
65-21-27-08,0593-005-008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79-42-79-69,0595-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81-73-84-59,0596-001-001,YES,0.66666669,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
82-14-82-19,0596-003-001,YES,0.66666669,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
35-87-73-75,0597-001-001,YES,0.66666669,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
90-31-84-80,0598-001-001,YES,0.66666669,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
79-15-68-02,0599-001-001,YES,0.75,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
39-51-58-76,0600-001-001,YES,0.75,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
37-19-01-98,0601-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-56-28-11,0602-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61-13-18-51,0603-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98-16-55-70,0604-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84-29-07-25,0605-001-001,YES,0.75,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
59-14-73-55,0606-001-001,YES,0.75,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
51-08-90-35,0607-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94-70-48-92,0607-001-010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-10-55-67,0607-007-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69-19-17-73,0608-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-01-84-64,0608-001-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82-94-25-62,0608-003-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-57-76-92,0609-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-33-98-93,0610-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-51-12-00,0610-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95-21-39-33,0610-003-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86-61-31-93,0610-103-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-01-62-23,0610-103-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61-90-91-70,0610-103-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-15-87-86,0611-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90-55-11-26,0612-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87-62-36-12,0613-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-23-86-21,0614-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-71-68-21,0614-005-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81-97-59-95,0614-005-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59-27-17-97,0615-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-59-40-79,0615-001-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-37-27-09,0615-005-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95-72-82-97,0616-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-22-09-73,0617-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-99-90-15,0618-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63-53-63-51,0618-006-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-53-83-49,0619-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-98-90-37,0619-106-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85-92-67-52,0620-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-29-77-96,0620-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52-77-78-43,0621-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62-17-39-29,0621-003-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-54-46-36,0622-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-37-55-41,0623-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-42-88-19,0623-001-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-47-51-83,0624-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-63-30-10,0626-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-07-34-90,0626-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79-79-04-32,0626-001-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-47-63-62,0627-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-59-89-77,0627-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92-54-51-07,0628-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-90-65-56,0628-003-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84-70-52-23,0628-003-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-16-19-07,0628-005-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67-85-46-72,0629-002-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-42-46-81,0630-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-73-64-62,0631-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-35-19-17,0631-008-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-80-06-17,0632-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-99-80-91,0632-003-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-48-30-75,0632-004-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-49-04-65,0633-001-002,YES,0.66666669,NO,,YES,6,2019-05-22T16:11:25,YES,UNCOVERED CONTAINER,NO,,,,2019-05-22T16:12:05,2019-05-22T16:26:25,UNPROTECTED SPRING,YES,,-2.6964785,33.1694163,20,1241.9000244140625,2019-05-22T13:25:39,YES,2019-05-22T17:30:10,2019-05-22T17:37:17,2019-05-24T18:08:38,,NO,,,NO,2019-05-24T17:48:36,101,wqr_03__.jpg,2019-05-24T18:00:58,3,YES,YES,2019-05-24T18:01:37,13,wqr_09__.jpg,2019-05-24T18:05:40,0,NO,,,,,,
38-75-74-97,0633-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41-41-80-91,0633-011-002,YES,0.66666669,NO,,YES,4,2019-05-23T17:19:16,YES,UNCOVERED CONTAINER,NO,,,,2019-05-24T17:49:11,2019-05-24T17:55:22,UNPROTECTED DUG WELL,YES,,-3.1720474,33.319922,19,1193.300048828125,2019-05-23T14:25:00,YES,2019-05-24T18:24:31,2019-05-24T18:24:34,2019-05-24T18:24:39,,NO,,,NO,2019-05-24T18:25:38,101,wqr_03__.jpg,2019-05-24T18:27:50,20,YES,YES,2019-05-24T18:29:50,52,wqr_09__.jpg,2019-05-24T18:35:09,1,YES,,,,,,
76-41-43-15,0634-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-76-09-45,0634-007-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86-92-52-64,0636-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-15-56-96,0637-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76-14-69-90,0638-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-55-01-46,0639-007-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-58-62-92,0639-007-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-68-21-86,0640-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-65-77-41,0641-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-52-63-04,0642-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86-97-87-20,0642-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-94-42-33,0642-001-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-16-28-77,0642-001-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-94-12-79,0642-001-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-53-11-55,0643-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-96-87-35,0643-001-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-72-53-25,0644-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95-29-04-76,0645-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81-88-93-76,0645-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-16-13-84,0646-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-60-06-64,0646-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-40-27-79,0647-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-85-24-94,0648-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-84-09-10,0649-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75-45-78-14,0651-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-41-45-56,0652-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38-47-82-69,0652-003-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-30-83-19,0653-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42-93-81-17,0654-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-81-65-41,0654-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-25-55-05,0654-004-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-17-73-10,0655-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-08-66-74,0657-001-001,YES,0.85714287,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
80-11-06-01,0658-001-001,YES,1,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
26-98-49-23,0658-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-09-04-44,0658-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-56-07-13,0661-002-001,YES,0.85714287,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
51-15-35-70,0662-001-001,YES,0.85714287,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
28-98-23-75,0662-002-001,YES,0.85714287,YES,0.16666667,NO,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,
10-37-19-93,0662-002-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74-94-37-74,0663-001-001,YES,1,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
66-20-63-52,0663-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69-75-97-36,0663-003-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-21-74-76,0664-001-001,YES,1,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
59-72-44-58,0665-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99-47-56-63,0666-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65-31-48-21,0666-003-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-55-31-90,0667-001-001,YES,1,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
20-29-28-71,0668-001-001,YES,0.85714287,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
56-93-51-26,0668-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67-65-05-37,0668-002-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76-81-55-22,0669-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-21-40-66,0671-001-001,YES,1,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
55-25-66-63,0671-003-001,YES,0.85714287,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
31-38-25-42,0672-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-61-27-79,0674-001-001,YES,0.85714287,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
31-50-67-22,0675-001-001,YES,0.85714287,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
22-28-71-98,0675-001-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-42-77-74,0676-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-23-90-01,0677-001-001,YES,1,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
19-05-54-21,0678-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-03-24-91,0678-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53-82-24-71,0679-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76-36-87-78,0680-001-001,YES,0.85714287,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
90-00-57-86,0681-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53-66-73-80,0682-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-93-70-27,0683-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68-79-28-80,0683-001-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81-82-35-91,0683-002-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-61-49-52,0684-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-20-14-19,0684-001-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
