interview__key,sdd_hhid,productid,lf08_01,lf08_02,lf08_03_1,lf08_03_2,lf08_04,lf08_05_1,lf08_05_2,lf08_06,lf08_07_a,lf08_07_b,lf08_07_c,lf08_08_1,lf08_08_2
91-66-88-33,0573-001-001,EGGS,YES,6,90,PIECES,NO,,,,,,,,
91-66-88-33,0573-001-001,HONEY,NO,,,,,,,,,,,,
91-66-88-33,0573-001-001,SKIN/HIDES,YES,3,5,PIECES,NO,,,,,,,,
49-17-08-99,0573-001-003,EGGS,YES,3,26,PIECES,NO,,,,,,,,
49-17-08-99,0573-001-003,HONEY,NO,,,,,,,,,,,,
49-17-08-99,0573-001-003,SKIN/HIDES,NO,,,,,,,,,,,,
92-86-58-31,0573-001-006,EGGS,YES,3,40,PIECES,NO,,,,,,,,
92-86-58-31,0573-001-006,HONEY,NO,,,,,,,,,,,,
92-86-58-31,0573-001-006,SKIN/HIDES,NO,,,,,,,,,,,,
07-49-15-09,0573-003-001,EGGS,YES,4,15,PIECES,NO,,,,,,,,
07-49-15-09,0573-003-001,HONEY,NO,,,,,,,,,,,,
07-49-15-09,0573-003-001,SKIN/HIDES,YES,2,1,PIECES,NO,,,,,,,,
42-98-59-24,0573-003-004,EGGS,YES,3,14,PIECES,NO,,,,,,,,
42-98-59-24,0573-003-004,HONEY,NO,,,,,,,,,,,,
42-98-59-24,0573-003-004,SKIN/HIDES,NO,,,,,,,,,,,,
43-12-35-35,0573-003-005,EGGS,,,,,,,,,,,,,
43-12-35-35,0573-003-005,HONEY,,,,,,,,,,,,,
43-12-35-35,0573-003-005,SKIN/HIDES,,,,,,,,,,,,,
44-14-27-75,0573-003-013,EGGS,YES,5,20,PIECES,NO,,,,,,,,
44-14-27-75,0573-003-013,HONEY,NO,,,,,,,,,,,,
44-14-27-75,0573-003-013,SKIN/HIDES,NO,,,,,,,,,,,,
06-06-62-86,0573-006-001,EGGS,YES,4,160,PIECES,NO,,,,,,,,
06-06-62-86,0573-006-001,HONEY,NO,,,,,,,,,,,,
06-06-62-86,0573-006-001,SKIN/HIDES,YES,3,4,PIECES,NO,,,,,,,,
41-81-57-58,0573-006-003,EGGS,YES,3,45,PIECES,NO,,,,,,,,
41-81-57-58,0573-006-003,HONEY,NO,,,,,,,,,,,,
41-81-57-58,0573-006-003,SKIN/HIDES,NO,,,,,,,,,,,,
97-37-90-23,0573-006-009,EGGS,YES,1,25,PIECES,NO,,,,,,,,
97-37-90-23,0573-006-009,HONEY,NO,,,,,,,,,,,,
97-37-90-23,0573-006-009,SKIN/HIDES,NO,,,,,,,,,,,,
89-23-01-64,0574-001-001,EGGS,YES,2,19,PIECES,NO,,,,,,,,
89-23-01-64,0574-001-001,HONEY,NO,,,,,,,,,,,,
89-23-01-64,0574-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
40-69-36-56,0575-001-001,EGGS,YES,6,35,PIECES,NO,,,,,,,,
40-69-36-56,0575-001-001,HONEY,NO,,,,,,,,,,,,
40-69-36-56,0575-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
37-88-75-54,0576-001-001,EGGS,,,,,,,,,,,,,
37-88-75-54,0576-001-001,HONEY,,,,,,,,,,,,,
37-88-75-54,0576-001-001,SKIN/HIDES,,,,,,,,,,,,,
71-32-15-08,0576-001-002,EGGS,NO,,,,,,,,,,,,
71-32-15-08,0576-001-002,HONEY,NO,,,,,,,,,,,,
71-32-15-08,0576-001-002,SKIN/HIDES,NO,,,,,,,,,,,,
34-75-80-11,0577-001-002,EGGS,,,,,,,,,,,,,
34-75-80-11,0577-001-002,HONEY,,,,,,,,,,,,,
34-75-80-11,0577-001-002,SKIN/HIDES,,,,,,,,,,,,,
99-75-42-97,0578-001-001,EGGS,,,,,,,,,,,,,
99-75-42-97,0578-001-001,HONEY,,,,,,,,,,,,,
99-75-42-97,0578-001-001,SKIN/HIDES,,,,,,,,,,,,,
41-29-51-24,0580-001-001,EGGS,YES,1,10,PIECES,NO,,,,,,,,
41-29-51-24,0580-001-001,HONEY,NO,,,,,,,,,,,,
41-29-51-24,0580-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
63-31-46-66,0580-004-001,EGGS,,,,,,,,,,,,,
63-31-46-66,0580-004-001,HONEY,,,,,,,,,,,,,
63-31-46-66,0580-004-001,SKIN/HIDES,,,,,,,,,,,,,
44-48-46-77,0581-001-001,EGGS,,,,,,,,,,,,,
44-48-46-77,0581-001-001,HONEY,,,,,,,,,,,,,
44-48-46-77,0581-001-001,SKIN/HIDES,,,,,,,,,,,,,
01-70-68-94,0582-001-001,EGGS,,,,,,,,,,,,,
01-70-68-94,0582-001-001,HONEY,,,,,,,,,,,,,
01-70-68-94,0582-001-001,SKIN/HIDES,,,,,,,,,,,,,
94-08-85-82,0583-001-001,EGGS,YES,2,72,PIECES,NO,,,,,,,,
94-08-85-82,0583-001-001,HONEY,NO,,,,,,,,,,,,
94-08-85-82,0583-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
21-37-46-84,0584-001-001,EGGS,YES,2,64,PIECES,NO,,,,,,,,
21-37-46-84,0584-001-001,HONEY,NO,,,,,,,,,,,,
21-37-46-84,0584-001-001,SKIN/HIDES,YES,1,1,PIECES,NO,,,,,,,,
89-16-16-87,0585-001-001,EGGS,YES,3,12,PIECES,NO,,,,,,,,
89-16-16-87,0585-001-001,HONEY,NO,,,,,,,,,,,,
89-16-16-87,0585-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
76-83-41-82,0585-001-003,EGGS,,,,,,,,,,,,,
76-83-41-82,0585-001-003,HONEY,,,,,,,,,,,,,
76-83-41-82,0585-001-003,SKIN/HIDES,,,,,,,,,,,,,
96-39-75-25,0586-001-001,EGGS,,,,,,,,,,,,,
96-39-75-25,0586-001-001,HONEY,,,,,,,,,,,,,
96-39-75-25,0586-001-001,SKIN/HIDES,,,,,,,,,,,,,
95-82-35-73,0586-003-001,EGGS,YES,1,12,PIECES,NO,,,,,,,,
95-82-35-73,0586-003-001,HONEY,NO,,,,,,,,,,,,
95-82-35-73,0586-003-001,SKIN/HIDES,NO,,,,,,,,,,,,
61-66-15-53,0588-001-001,EGGS,YES,2,15,PIECES,NO,,,,,,,,
61-66-15-53,0588-001-001,HONEY,NO,,,,,,,,,,,,
61-66-15-53,0588-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
08-69-28-04,0589-001-001,EGGS,,,,,,,,,,,,,
08-69-28-04,0589-001-001,HONEY,,,,,,,,,,,,,
08-69-28-04,0589-001-001,SKIN/HIDES,,,,,,,,,,,,,
81-91-49-78,0589-001-006,EGGS,,,,,,,,,,,,,
81-91-49-78,0589-001-006,HONEY,,,,,,,,,,,,,
81-91-49-78,0589-001-006,SKIN/HIDES,,,,,,,,,,,,,
60-23-79-10,0589-007-001,EGGS,,,,,,,,,,,,,
60-23-79-10,0589-007-001,HONEY,,,,,,,,,,,,,
60-23-79-10,0589-007-001,SKIN/HIDES,,,,,,,,,,,,,
02-23-21-86,0589-007-003,EGGS,,,,,,,,,,,,,
02-23-21-86,0589-007-003,HONEY,,,,,,,,,,,,,
02-23-21-86,0589-007-003,SKIN/HIDES,,,,,,,,,,,,,
35-07-93-93,0589-008-001,EGGS,,,,,,,,,,,,,
35-07-93-93,0589-008-001,HONEY,,,,,,,,,,,,,
35-07-93-93,0589-008-001,SKIN/HIDES,,,,,,,,,,,,,
09-30-70-26,0590-001-001,EGGS,,,,,,,,,,,,,
09-30-70-26,0590-001-001,HONEY,,,,,,,,,,,,,
09-30-70-26,0590-001-001,SKIN/HIDES,,,,,,,,,,,,,
91-16-58-62,0590-001-002,EGGS,,,,,,,,,,,,,
91-16-58-62,0590-001-002,HONEY,,,,,,,,,,,,,
91-16-58-62,0590-001-002,SKIN/HIDES,,,,,,,,,,,,,
48-55-92-72,0591-001-001,EGGS,,,,,,,,,,,,,
48-55-92-72,0591-001-001,HONEY,,,,,,,,,,,,,
48-55-92-72,0591-001-001,SKIN/HIDES,,,,,,,,,,,,,
59-91-83-15,0592-001-001,EGGS,YES,2,38,PIECES,NO,,,,,,,,
59-91-83-15,0592-001-001,HONEY,NO,,,,,,,,,,,,
59-91-83-15,0592-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
87-24-38-48,0593-001-001,EGGS,,,,,,,,,,,,,
87-24-38-48,0593-001-001,HONEY,,,,,,,,,,,,,
87-24-38-48,0593-001-001,SKIN/HIDES,,,,,,,,,,,,,
23-51-18-38,0593-002-001,EGGS,YES,4,12,PIECES,NO,,,,,,,,
23-51-18-38,0593-002-001,HONEY,NO,,,,,,,,,,,,
23-51-18-38,0593-002-001,SKIN/HIDES,NO,,,,,,,,,,,,
99-53-65-08,0593-004-001,EGGS,,,,,,,,,,,,,
99-53-65-08,0593-004-001,HONEY,,,,,,,,,,,,,
99-53-65-08,0593-004-001,SKIN/HIDES,,,,,,,,,,,,,
27-02-40-45,0593-005-001,EGGS,,,,,,,,,,,,,
27-02-40-45,0593-005-001,HONEY,,,,,,,,,,,,,
27-02-40-45,0593-005-001,SKIN/HIDES,,,,,,,,,,,,,
65-21-27-08,0593-005-008,EGGS,YES,1,25,PIECES,NO,,,,,,,,
65-21-27-08,0593-005-008,HONEY,NO,,,,,,,,,,,,
65-21-27-08,0593-005-008,SKIN/HIDES,NO,,,,,,,,,,,,
79-42-79-69,0595-001-001,EGGS,,,,,,,,,,,,,
79-42-79-69,0595-001-001,HONEY,,,,,,,,,,,,,
79-42-79-69,0595-001-001,SKIN/HIDES,,,,,,,,,,,,,
81-73-84-59,0596-001-001,EGGS,,,,,,,,,,,,,
81-73-84-59,0596-001-001,HONEY,,,,,,,,,,,,,
81-73-84-59,0596-001-001,SKIN/HIDES,,,,,,,,,,,,,
82-14-82-19,0596-003-001,EGGS,,,,,,,,,,,,,
82-14-82-19,0596-003-001,HONEY,,,,,,,,,,,,,
82-14-82-19,0596-003-001,SKIN/HIDES,,,,,,,,,,,,,
35-87-73-75,0597-001-001,EGGS,NO,,,,,,,,,,,,
35-87-73-75,0597-001-001,HONEY,NO,,,,,,,,,,,,
35-87-73-75,0597-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
90-31-84-80,0598-001-001,EGGS,,,,,,,,,,,,,
90-31-84-80,0598-001-001,HONEY,,,,,,,,,,,,,
90-31-84-80,0598-001-001,SKIN/HIDES,,,,,,,,,,,,,
79-15-68-02,0599-001-001,EGGS,,,,,,,,,,,,,
79-15-68-02,0599-001-001,HONEY,,,,,,,,,,,,,
79-15-68-02,0599-001-001,SKIN/HIDES,,,,,,,,,,,,,
39-51-58-76,0600-001-001,EGGS,,,,,,,,,,,,,
39-51-58-76,0600-001-001,HONEY,,,,,,,,,,,,,
39-51-58-76,0600-001-001,SKIN/HIDES,,,,,,,,,,,,,
37-19-01-98,0601-001-001,EGGS,YES,3,24,PIECES,YES,5,PIECES,1750,9,,NDANI YA KIJIJI /MJI,1,2
37-19-01-98,0601-001-001,HONEY,NO,,,,,,,,,,,,
37-19-01-98,0601-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
25-56-28-11,0602-001-001,EGGS,YES,4,12,PIECES,NO,,,,,,,,
25-56-28-11,0602-001-001,HONEY,NO,,,,,,,,,,,,
25-56-28-11,0602-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
61-13-18-51,0603-001-002,EGGS,NO,,,,,,,,,,,,
61-13-18-51,0603-001-002,HONEY,NO,,,,,,,,,,,,
61-13-18-51,0603-001-002,SKIN/HIDES,NO,,,,,,,,,,,,
98-16-55-70,0604-001-001,EGGS,,,,,,,,,,,,,
98-16-55-70,0604-001-001,HONEY,,,,,,,,,,,,,
98-16-55-70,0604-001-001,SKIN/HIDES,,,,,,,,,,,,,
84-29-07-25,0605-001-001,EGGS,,,,,,,,,,,,,
84-29-07-25,0605-001-001,HONEY,,,,,,,,,,,,,
84-29-07-25,0605-001-001,SKIN/HIDES,,,,,,,,,,,,,
59-14-73-55,0606-001-001,EGGS,YES,2,12,PIECES,NO,,,,,,,,
59-14-73-55,0606-001-001,HONEY,NO,,,,,,,,,,,,
59-14-73-55,0606-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
51-08-90-35,0607-001-001,EGGS,NO,,,,,,,,,,,,
51-08-90-35,0607-001-001,HONEY,NO,,,,,,,,,,,,
51-08-90-35,0607-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
94-70-48-92,0607-001-010,EGGS,NO,,,,,,,,,,,,
94-70-48-92,0607-001-010,HONEY,NO,,,,,,,,,,,,
94-70-48-92,0607-001-010,SKIN/HIDES,NO,,,,,,,,,,,,
96-10-55-67,0607-007-001,EGGS,YES,1,32,PIECES,NO,,,,,,,,
96-10-55-67,0607-007-001,HONEY,NO,,,,,,,,,,,,
96-10-55-67,0607-007-001,SKIN/HIDES,NO,,,,,,,,,,,,
69-19-17-73,0608-001-001,EGGS,YES,2,20,PIECES,NO,,,,,,,,
69-19-17-73,0608-001-001,HONEY,,,,,,,,,,,,,
69-19-17-73,0608-001-001,SKIN/HIDES,YES,5,5,PIECES,NO,,,,,,,,
08-01-84-64,0608-001-006,EGGS,,,,,,,,,,,,,
08-01-84-64,0608-001-006,HONEY,,,,,,,,,,,,,
08-01-84-64,0608-001-006,SKIN/HIDES,,,,,,,,,,,,,
82-94-25-62,0608-003-001,EGGS,YES,4,30,PIECES,NO,,,,,,,,
82-94-25-62,0608-003-001,HONEY,NO,,,,,,,,,,,,
82-94-25-62,0608-003-001,SKIN/HIDES,NO,,,,,,,,,,,,
34-57-76-92,0609-001-002,EGGS,YES,2,40,PIECES,NO,,,,,,,,
34-57-76-92,0609-001-002,HONEY,NO,,,,,,,,,,,,
34-57-76-92,0609-001-002,SKIN/HIDES,NO,,,,,,,,,,,,
22-33-98-93,0610-001-001,EGGS,YES,2,20,PIECES,NO,,,,,,,,
22-33-98-93,0610-001-001,HONEY,NO,,,,,,,,,,,,
22-33-98-93,0610-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
57-51-12-00,0610-001-003,EGGS,NO,,,,,,,,,,,,
57-51-12-00,0610-001-003,HONEY,NO,,,,,,,,,,,,
57-51-12-00,0610-001-003,SKIN/HIDES,NO,,,,,,,,,,,,
95-21-39-33,0610-003-001,EGGS,YES,1,15,PIECES,NO,,,,,,,,
95-21-39-33,0610-003-001,HONEY,NO,,,,,,,,,,,,
95-21-39-33,0610-003-001,SKIN/HIDES,NO,,,,,,,,,,,,
86-61-31-93,0610-103-002,EGGS,YES,6,28,PIECES,NO,,,,,,,,
86-61-31-93,0610-103-002,HONEY,NO,,,,,,,,,,,,
86-61-31-93,0610-103-002,SKIN/HIDES,NO,,,,,,,,,,,,
26-01-62-23,0610-103-006,EGGS,,,,,,,,,,,,,
26-01-62-23,0610-103-006,HONEY,,,,,,,,,,,,,
26-01-62-23,0610-103-006,SKIN/HIDES,,,,,,,,,,,,,
61-90-91-70,0610-103-007,EGGS,YES,2,25,PIECES,NO,,,,,,,,
61-90-91-70,0610-103-007,HONEY,NO,,,,,,,,,,,,
61-90-91-70,0610-103-007,SKIN/HIDES,NO,,,,,,,,,,,,
32-15-87-86,0611-001-001,EGGS,,,,,,,,,,,,,
32-15-87-86,0611-001-001,HONEY,,,,,,,,,,,,,
32-15-87-86,0611-001-001,SKIN/HIDES,,,,,,,,,,,,,
90-55-11-26,0612-001-001,EGGS,YES,1,15,PIECES,NO,,,,,,,,
90-55-11-26,0612-001-001,HONEY,NO,,,,,,,,,,,,
90-55-11-26,0612-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
87-62-36-12,0613-001-001,EGGS,YES,1,10,PIECES,NO,,,,,,,,
87-62-36-12,0613-001-001,HONEY,NO,,,,,,,,,,,,
87-62-36-12,0613-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
72-23-86-21,0614-001-001,EGGS,YES,2,23,PIECES,NO,,,,,,,,
72-23-86-21,0614-001-001,HONEY,NO,,,,,,,,,,,,
72-23-86-21,0614-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
09-71-68-21,0614-005-001,EGGS,YES,2,15,PIECES,NO,,,,,,,,
09-71-68-21,0614-005-001,HONEY,NO,,,,,,,,,,,,
09-71-68-21,0614-005-001,SKIN/HIDES,YES,2,1,PIECES,NO,,,,,,,,
81-97-59-95,0614-005-007,EGGS,YES,3,30,PIECES,NO,,,,,,,,
81-97-59-95,0614-005-007,HONEY,NO,,,,,,,,,,,,
81-97-59-95,0614-005-007,SKIN/HIDES,NO,,,,,,,,,,,,
59-27-17-97,0615-001-001,EGGS,YES,1,28,PIECES,NO,,,,,,,,
59-27-17-97,0615-001-001,HONEY,NO,,,,,,,,,,,,
59-27-17-97,0615-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
36-59-40-79,0615-001-005,EGGS,,,,,,,,,,,,,
36-59-40-79,0615-001-005,HONEY,,,,,,,,,,,,,
36-59-40-79,0615-001-005,SKIN/HIDES,,,,,,,,,,,,,
72-37-27-09,0615-005-001,EGGS,NO,,,,,,,,,,,,
72-37-27-09,0615-005-001,HONEY,NO,,,,,,,,,,,,
72-37-27-09,0615-005-001,SKIN/HIDES,NO,,,,,,,,,,,,
95-72-82-97,0616-001-001,EGGS,YES,3,30,PIECES,YES,45,PIECES,9000,16,,NDANI YA KIJIJI /MJI,2,
95-72-82-97,0616-001-001,HONEY,,,,,,,,,,,,,
95-72-82-97,0616-001-001,SKIN/HIDES,YES,4,1,PIECES,NO,,,,,,,,
34-22-09-73,0617-001-001,EGGS,YES,8,20,PIECES,NO,,,,,,,,
34-22-09-73,0617-001-001,HONEY,NO,,,,,,,,,,,,
34-22-09-73,0617-001-001,SKIN/HIDES,YES,3,1,PIECES,NO,,,,,,,,
28-99-90-15,0618-001-001,EGGS,YES,2,25,PIECES,NO,,,,,,,,
28-99-90-15,0618-001-001,HONEY,NO,,,,,,,,,,,,
28-99-90-15,0618-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
63-53-63-51,0618-006-001,EGGS,YES,2,13,PIECES,NO,,,,,,,,
63-53-63-51,0618-006-001,HONEY,NO,,,,,,,,,,,,
63-53-63-51,0618-006-001,SKIN/HIDES,NO,,,,,,,,,,,,
12-53-83-49,0619-001-001,EGGS,NO,,,,,,,,,,,,
12-53-83-49,0619-001-001,HONEY,NO,,,,,,,,,,,,
12-53-83-49,0619-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
37-98-90-37,0619-106-001,EGGS,YES,2,20,PIECES,NO,,,,,,,,
37-98-90-37,0619-106-001,HONEY,NO,,,,,,,,,,,,
37-98-90-37,0619-106-001,SKIN/HIDES,NO,,,,,,,,,,,,
85-92-67-52,0620-001-001,EGGS,,,,,,,,,,,,,
85-92-67-52,0620-001-001,HONEY,,,,,,,,,,,,,
85-92-67-52,0620-001-001,SKIN/HIDES,,,,,,,,,,,,,
07-29-77-96,0620-001-002,EGGS,,,,,,,,,,,,,
07-29-77-96,0620-001-002,HONEY,,,,,,,,,,,,,
07-29-77-96,0620-001-002,SKIN/HIDES,,,,,,,,,,,,,
52-77-78-43,0621-001-001,EGGS,YES,3,20,PIECES,NO,,,,,,,,
52-77-78-43,0621-001-001,HONEY,NO,,,,,,,,,,,,
52-77-78-43,0621-001-001,SKIN/HIDES,YES,1,1,PIECES,NO,,,,,,,,
62-17-39-29,0621-003-001,EGGS,,,,,,,,,,,,,
62-17-39-29,0621-003-001,HONEY,,,,,,,,,,,,,
62-17-39-29,0621-003-001,SKIN/HIDES,,,,,,,,,,,,,
07-54-46-36,0622-001-001,EGGS,NO,,,,,,,,,,,,
07-54-46-36,0622-001-001,HONEY,NO,,,,,,,,,,,,
07-54-46-36,0622-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
73-37-55-41,0623-001-001,EGGS,YES,3,45,PIECES,NO,,,,,,,,
73-37-55-41,0623-001-001,HONEY,NO,,,,,,,,,,,,
73-37-55-41,0623-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
73-42-88-19,0623-001-004,EGGS,NO,,,,,,,,,,,,
73-42-88-19,0623-001-004,HONEY,NO,,,,,,,,,,,,
73-42-88-19,0623-001-004,SKIN/HIDES,NO,,,,,,,,,,,,
30-47-51-83,0624-001-001,EGGS,YES,3,12,PIECES,NO,,,,,,,,
30-47-51-83,0624-001-001,HONEY,NO,,,,,,,,,,,,
30-47-51-83,0624-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
03-63-30-10,0626-001-001,EGGS,,,,,,,,,,,,,
03-63-30-10,0626-001-001,HONEY,,,,,,,,,,,,,
03-63-30-10,0626-001-001,SKIN/HIDES,,,,,,,,,,,,,
93-07-34-90,0626-001-003,EGGS,,,,,,,,,,,,,
93-07-34-90,0626-001-003,HONEY,,,,,,,,,,,,,
93-07-34-90,0626-001-003,SKIN/HIDES,,,,,,,,,,,,,
79-79-04-32,0626-001-004,EGGS,YES,1,12,PIECES,NO,,,,,,,,
79-79-04-32,0626-001-004,HONEY,NO,,,,,,,,,,,,
79-79-04-32,0626-001-004,SKIN/HIDES,NO,,,,,,,,,,,,
25-47-63-62,0627-001-001,EGGS,,,,,,,,,,,,,
25-47-63-62,0627-001-001,HONEY,,,,,,,,,,,,,
25-47-63-62,0627-001-001,SKIN/HIDES,,,,,,,,,,,,,
16-59-89-77,0627-001-002,EGGS,YES,3,16,PIECES,NO,,,,,,,,
16-59-89-77,0627-001-002,HONEY,NO,,,,,,,,,,,,
16-59-89-77,0627-001-002,SKIN/HIDES,NO,,,,,,,,,,,,
92-54-51-07,0628-001-001,EGGS,YES,6,30,PIECES,NO,,,,,,,,
92-54-51-07,0628-001-001,HONEY,NO,,,,,,,,,,,,
92-54-51-07,0628-001-001,SKIN/HIDES,YES,2,2,PIECES,NO,,,,,,,,
34-90-65-56,0628-003-001,EGGS,YES,2,15,PIECES,NO,,,,,,,,
34-90-65-56,0628-003-001,HONEY,NO,,,,,,,,,,,,
34-90-65-56,0628-003-001,SKIN/HIDES,NO,,,,,,,,,,,,
84-70-52-23,0628-003-003,EGGS,,,,,,,,,,,,,
84-70-52-23,0628-003-003,HONEY,,,,,,,,,,,,,
84-70-52-23,0628-003-003,SKIN/HIDES,,,,,,,,,,,,,
31-16-19-07,0628-005-001,EGGS,NO,,,,,,,,,,,,
31-16-19-07,0628-005-001,HONEY,NO,,,,,,,,,,,,
31-16-19-07,0628-005-001,SKIN/HIDES,NO,,,,,,,,,,,,
67-85-46-72,0629-002-001,EGGS,,,,,,,,,,,,,
67-85-46-72,0629-002-001,HONEY,,,,,,,,,,,,,
67-85-46-72,0629-002-001,SKIN/HIDES,,,,,,,,,,,,,
35-42-46-81,0630-001-001,EGGS,,,,,,,,,,,,,
35-42-46-81,0630-001-001,HONEY,,,,,,,,,,,,,
35-42-46-81,0630-001-001,SKIN/HIDES,,,,,,,,,,,,,
32-73-64-62,0631-001-001,EGGS,NO,,,,,,,,,,,,
32-73-64-62,0631-001-001,HONEY,NO,,,,,,,,,,,,
32-73-64-62,0631-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
04-35-19-17,0631-008-001,EGGS,YES,3,12,PIECES,NO,,,,,,,,
04-35-19-17,0631-008-001,HONEY,NO,,,,,,,,,,,,
04-35-19-17,0631-008-001,SKIN/HIDES,NO,,,,,,,,,,,,
55-80-06-17,0632-001-001,EGGS,,,,,,,,,,,,,
55-80-06-17,0632-001-001,HONEY,,,,,,,,,,,,,
55-80-06-17,0632-001-001,SKIN/HIDES,,,,,,,,,,,,,
23-99-80-91,0632-003-001,EGGS,YES,2,9,PIECES,NO,,,,,,,,
23-99-80-91,0632-003-001,HONEY,NO,,,,,,,,,,,,
23-99-80-91,0632-003-001,SKIN/HIDES,NO,,,,,,,,,,,,
71-48-30-75,0632-004-001,EGGS,,,,,,,,,,,,,
71-48-30-75,0632-004-001,HONEY,,,,,,,,,,,,,
71-48-30-75,0632-004-001,SKIN/HIDES,,,,,,,,,,,,,
23-49-04-65,0633-001-002,EGGS,,,,,,,,,,,,,
23-49-04-65,0633-001-002,HONEY,,,,,,,,,,,,,
23-49-04-65,0633-001-002,SKIN/HIDES,,,,,,,,,,,,,
38-75-74-97,0633-001-003,EGGS,,,,,,,,,,,,,
38-75-74-97,0633-001-003,HONEY,,,,,,,,,,,,,
38-75-74-97,0633-001-003,SKIN/HIDES,,,,,,,,,,,,,
41-41-80-91,0633-011-002,EGGS,YES,4,24,PIECES,NO,,,,,,,,
41-41-80-91,0633-011-002,HONEY,NO,,,,,,,,,,,,
41-41-80-91,0633-011-002,SKIN/HIDES,NO,,,,,,,,,,,,
76-41-43-15,0634-001-001,EGGS,YES,1,15,PIECES,NO,,,,,,,,
76-41-43-15,0634-001-001,HONEY,NO,,,,,,,,,,,,
76-41-43-15,0634-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
01-76-09-45,0634-007-001,EGGS,,,,,,,,,,,,,
01-76-09-45,0634-007-001,HONEY,,,,,,,,,,,,,
01-76-09-45,0634-007-001,SKIN/HIDES,,,,,,,,,,,,,
86-92-52-64,0636-001-001,EGGS,,,,,,,,,,,,,
86-92-52-64,0636-001-001,HONEY,,,,,,,,,,,,,
86-92-52-64,0636-001-001,SKIN/HIDES,,,,,,,,,,,,,
25-15-56-96,0637-001-001,EGGS,NO,,,,,,,,,,,,
25-15-56-96,0637-001-001,HONEY,NO,,,,,,,,,,,,
25-15-56-96,0637-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
76-14-69-90,0638-001-001,EGGS,NO,,,,,,,,,,,,
76-14-69-90,0638-001-001,HONEY,NO,,,,,,,,,,,,
76-14-69-90,0638-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
80-55-01-46,0639-007-001,EGGS,YES,2,16,PIECES,NO,,,,,,,,
80-55-01-46,0639-007-001,HONEY,NO,,,,,,,,,,,,
80-55-01-46,0639-007-001,SKIN/HIDES,NO,,,,,,,,,,,,
03-58-62-92,0639-007-003,EGGS,YES,3,21,PIECES,NO,,,,,,,,
03-58-62-92,0639-007-003,HONEY,NO,,,,,,,,,,,,
03-58-62-92,0639-007-003,SKIN/HIDES,NO,,,,,,,,,,,,
55-68-21-86,0640-001-001,EGGS,NO,,,,,,,,,,,,
55-68-21-86,0640-001-001,HONEY,NO,,,,,,,,,,,,
55-68-21-86,0640-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
03-65-77-41,0641-001-001,EGGS,,,,,,,,,,,,,
03-65-77-41,0641-001-001,HONEY,,,,,,,,,,,,,
03-65-77-41,0641-001-001,SKIN/HIDES,,,,,,,,,,,,,
04-52-63-04,0642-001-001,EGGS,,,,,,,,,,,,,
04-52-63-04,0642-001-001,HONEY,,,,,,,,,,,,,
04-52-63-04,0642-001-001,SKIN/HIDES,,,,,,,,,,,,,
86-97-87-20,0642-001-003,EGGS,NO,,,,,,,,,,,,
86-97-87-20,0642-001-003,HONEY,NO,,,,,,,,,,,,
86-97-87-20,0642-001-003,SKIN/HIDES,NO,,,,,,,,,,,,
15-94-42-33,0642-001-004,EGGS,YES,3,48,PIECES,NO,,,,,,,,
15-94-42-33,0642-001-004,HONEY,NO,,,,,,,,,,,,
15-94-42-33,0642-001-004,SKIN/HIDES,NO,,,,,,,,,,,,
96-16-28-77,0642-001-006,EGGS,NO,,,,,,,,,,,,
96-16-28-77,0642-001-006,HONEY,NO,,,,,,,,,,,,
96-16-28-77,0642-001-006,SKIN/HIDES,NO,,,,,,,,,,,,
04-94-12-79,0642-001-009,EGGS,NO,,,,,,,,,,,,
04-94-12-79,0642-001-009,HONEY,NO,,,,,,,,,,,,
04-94-12-79,0642-001-009,SKIN/HIDES,NO,,,,,,,,,,,,
09-53-11-55,0643-001-001,EGGS,NO,,,,,,,,,,,,
09-53-11-55,0643-001-001,HONEY,NO,,,,,,,,,,,,
