interview__key,sdd_hhid,plotnum,plotname,plotid_nps4,ag3a_desc,ag3a_02_1,ag3a_02_2,ag3a_02_3,ag3a_03,ag3a_04,ag3a_07,ag3a_08a_1,ag3a_08a_2,ag3a_08b_1,ag3a_08b_2,ag3a_08b_3,ag3a_08c1,ag3a_08c2,ag3a_09a_1,ag3a_09a_2,ag3a_09b_1,ag3a_09b_2,ag3a_09b_3,ag3a_09c1,ag3a_09c2,ag3a_10,ag3a_11,ag3a_12,ag3a_13,ag3a_14,ag3a_15,ag3a_16_1,ag3a_16_2,ag3a_17,ag3a_18,ag3a_19,ag3a_20,ag3a_21,ag3a_22,ag3a_23,ag3a_24,ag3a_25,ag3a_26_1,ag3a_26_2,ag3a_27,ag3a_28a,ag3a_28b,ag3a_28c,ag3a_28d,ag3a_29_1,ag3a_29_2,ag3a_30,ag3a_31_1,ag3a_31_2,ag3a_31a,ag3a_32_1,ag3a_32_2,ag3a_33,ag3a_34_1,ag3a_34_2,ag3a_35,ag3a_36_1,ag3a_36_2,ag3a_37_1,ag3a_37_2,ag3a_38,ag3a_38a,ag3a_39,ag3a_40,ag3a_41,ag3a_42,ag3a_43,ag3a_44,ag3a_45,ag3a_46_1,ag3a_46_2,ag3a_47,ag3a_48,ag3a_49,ag3a_51,ag3a_52,ag3a_53_1,ag3a_53_2,ag3a_54,ag3a_55,ag3a_56,ag3a_58,ag3a_59_1,ag3a_59_2,ag3a_60,ag3a_62_1,ag3a_62_2,ag3a_63,ag3a_64,ag3a_65_1,ag3a_65_2,ag3a_65a,ag3a_65b_1,ag3a_65b_2,ag3a_65c,ag3a_65d,ag3a_65e_1,ag3a_65e_2,ag3a_66,ag3a_67_1,ag3a_67_2,ag3a_67_3,ag3a_67_4,ag3a_68,ag3a_69,ag3a_70_1,ag3a_70_2,ag3a_71_1,ag3a_71_2,ag3a_71a,ag3a_71b,ag3a_72a,ag3a_72b_1,ag3a_72b_2,ag3a_72b_3,ag3a_72b_4,ag3a_72b_5,ag3a_72b_6,ag3a_72b_7,ag3a_72b_8,ag3a_72b_9,ag3a_72b_10,ag3a_72e,ag3a_72f_1,ag3a_72f_2,ag3a_72f_3,ag3a_72f_4,ag3a_72f_5,ag3a_72f_6,ag3a_72f_7,ag3a_72f_8,ag3a_72f_9,ag3a_72f_10,ag3a_72i,ag3a_72j_1,ag3a_72j_2,ag3a_72j_3,ag3a_72j_4,ag3a_72j_5,ag3a_72j_6,ag3a_72j_7,ag3a_72j_8,ag3a_72j_9,ag3a_72j_10,ag3a_73,ag3a_74_1a,ag3a_74_1b,ag3a_74_1c,ag3a_74_1d,ag3a_74_2a,ag3a_74_2b,ag3a_74_2c,ag3a_74_2d,ag3a_74_3a,ag3a_74_3b,ag3a_74_3c,ag3a_74_3d,ag3a_76,ag3a_77,ag3a_78,ag3a_79,ag3a_80,ag3a_81,ag3a_82,ag3a_83,ag3a_84,ag3a_85
57-69-67-98,0449-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,3,CULTIVATED,,1,YES,NO,1,2,,,,YES,NO,1,2,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,1500000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,2,YES,1,2,NO,,,,,,,,,,,1979,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
57-69-67-98,0449-001-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,30,9,9,GIVEN OUT,,,,,,,,,,,,,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,2018,2,300000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,2,YES,1,2,NO,,,,,,,,,,,1982,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,GIVEN
27-74-78-37,0449-001-003,1,**CONFIDENTIAL**,,,0,0,1,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DON'T KNOW,,0,"OTHER, SPECIFY",,,,,,,,,,,,,,,,,,,,"NYINGINE, TAJA",KARIBU NA MJI,1,2,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,NO,,
27-74-78-37,0449-001-003,2,**CONFIDENTIAL**,,,38,4,8,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,400000,BORROWING FROM FAMILY MEMBER,,,,,,,NO DOCUMENTATION,,,,,,,,,HAKUNA MALIPO YOYOTE,,,NONE,NDUGU YOYOTE (NDANI AU NJE YA KAYA),NDANI YA KIJIJI/MJI,1,2,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,NO,GIVEN AWAY,
27-74-78-37,0449-001-003,3,**CONFIDENTIAL**,,,34,6,8,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,300000,BORROWING FROM FAMILY MEMBER,,,,,,,NO DOCUMENTATION,,,,,,,,,HAKUNA MALIPO YOYOTE,,,NONE,NDUGU YOYOTE (NDANI AU NJE YA KAYA),KARIBU NA MJI,1,2,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,NO,GIVEN AWAY,
10-67-74-98,0451-001-001,1,**CONFIDENTIAL**,,,0,0,2,CULTIVATED,,1,YES,NO,4,,,,,YES,NO,1,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,400000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,YES,,,,,,,,,,,2016,NO,NO,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,,,,,,,,,,YES,1,,,,,,,,,,YES,1,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
10-67-74-98,0451-001-001,2,**CONFIDENTIAL**,,,12,4,12,CULTIVATED,,1,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,700000,RENTED IN,,,,,,,NO DOCUMENTATION,,,,,,,,,50000,8,MONTHS,NONE,SERIKALI YA KIJIJI,KARIBU NA KIJIJI,1,,,,NO,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,YES,NO,YES,1,,,,,,,,,,YES,1,,,,,,,,,,YES,1,,,,,,,,,,YES,5,2,0,0,7,7,0,9000,0,4,0,10000,,,,,,NO,,YES,,OTHER (SPECIFY)
64-78-61-03,0452-001-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,0,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,10000000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,2013,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
64-78-61-03,0452-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,0,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,10000000,USED FREE OF CHARGE,,,,,,,NO DOCUMENTATION,,,,,,,,,,,,,NDUGU YOYOTE (NDANI AU NJE YA KAYA),NDANI YA KIJIJI/MJI,1,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
95-87-11-16,0454-002-002,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,0,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,25000000,USED FREE OF CHARGE,,,,,,,NO DOCUMENTATION,,,,,,,,,,,,,NDUGU YOYOTE (NDANI AU NJE YA KAYA),WILAYA NYINGINE,2,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
96-19-28-79,0454-003-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,2,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,5000000,PURCHASED,,,,GRANTED RIGHT OF OCCUPANCY,,,VILLAGE-GOVERNMENT-WITNESSED PURCHASE AGREEMENT,1,2,YES,1,,NO,,,,,,,,,,,2016,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
80-39-97-04,0455-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,4,0,5,CULTIVATED,,26,YES,NO,1,2,,,,YES,NO,1,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT TOP,NO,,,,NEVER,,3000000,PURCHASED,,,,CERTIFICATE OF CUSTOMARY RIGHTS  OF OCCUPANCY,,,NO DOCUMENTATION,1,2,YES,1,,NO,,,,,,,,,,,1977,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,2,3,,,,,,,,YES,1,2,3,,,,,,,,YES,1,2,3,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
80-39-97-04,0455-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,12,0,8,CULTIVATED,,1,YES,NO,1,2,,,,YES,NO,1,2,3,,,CLAY,GOOD,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,4000000,PURCHASED,,,,CERTIFICATE OF CUSTOMARY RIGHTS  OF OCCUPANCY,,,NO DOCUMENTATION,1,2,YES,1,,YES,,,,,,,,,,,1995,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,2,3,,,,,,,,YES,1,2,3,,,,,,,,YES,1,2,3,,,,,,,,YES,0,0,0,0,0,0,0,0,2,1,0,15000,,,,,,NO,,YES,,FALLOW
80-39-97-04,0455-001-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,0,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,50000000,PURCHASED,,,,CERTIFICATE OF CUSTOMARY RIGHTS  OF OCCUPANCY,,,NO DOCUMENTATION,1,2,YES,1,,NO,,,,,,,,,,,1976,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
08-66-17-10,0456-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,0,1,4,CULTIVATED,,1,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,200000,PURCHASED,,,,GRANTED RIGHT OF OCCUPANCY,,,VILLAGE-GOVERNMENT-WITNESSED PURCHASE AGREEMENT,1,,YES,1,,NO,,,,,,,,,,,1994,NO,YES,,YES,50,NO,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,,,,,,,,,,YES,1,,,,,,,,,,YES,1,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
08-66-17-10,0456-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,53,2,42,CULTIVATED,,1,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,SLIGHTLY SLOPED,NO,,,,NEVER,,2000000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,1992,NO,YES,,NO,,,,,,,YES,DI-AMMOIUM PHOSPHATE (DAP),50,68000,ADVICE BY AGRICULTURAL OFFICER,DUKANI/MCHUUZI,KARIBU NA MJI,YES,CALCIUM AMMONIUM NITRATE (CAN),50,48000,DUKANI/MCHUUZI,KARIBU NA MJI,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,YES,NO,YES,1,,,,,,,,,,YES,1,,,,,,,,,,YES,1,,,,,,,,,,YES,0,6,0,60000,0,6,0,120000,0,8,0,60000,,,,,,NO,,YES,,FALLOW
74-23-57-59,0457-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,0,0,7,CULTIVATED,,1,YES,NO,1,2,,,,YES,NO,1,2,,,,LOAM,GOOD,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,8000000,PURCHASED,,,,GRANTED RIGHT OF OCCUPANCY,,,VILLAGE-GOVERNMENT-WITNESSED PURCHASE AGREEMENT,1,2,YES,1,2,NO,,,,,,,,,,,2002,NO,YES,,YES,200,NO,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,NO,,,,,,,,,,,NO,,,,,,,,,,,YES,1,2,,,,,,,,,YES,0,4,0,20000,0,4,0,20000,0,2,0,6000,,,,,,YES,70,,,
79-92-81-05,0459-001-001,1,**CONFIDENTIAL**,,,100,0,1,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,20000000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,2,YES,1,2,NO,,,,,,,,,,,1994,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
79-92-81-05,0459-001-001,2,**CONFIDENTIAL**,,,100,0,15,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,34000000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,2,YES,1,2,NO,,,,,,,,,,,2014,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
79-92-81-05,0459-001-001,3,**CONFIDENTIAL**,,,0,0,2,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,8000000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,2,YES,1,2,NO,,,,,,,,,,,2018,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
79-92-81-05,0459-001-001,4,**CONFIDENTIAL**,,,100,3,3,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6000000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,2,YES,1,2,NO,,,,,,,,,,,2009,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
79-92-81-05,0459-001-001,5,**CONFIDENTIAL**,,,20,0,0,CULTIVATED,,1,YES,NO,1,2,,,,YES,NO,1,2,,,,LOAM,GOOD,OWN EXPERIENCE,NO,,NO,,,SLIGHTLY SLOPED,NO,,,,NEVER,,4000000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,2,YES,1,2,NO,,,,,,,,,,,2017,NO,YES,,NO,,,,,,,YES,DI-AMMOIUM PHOSPHATE (DAP),500,650000,OTHER (SPECIFY),M/BIASHARA BINAFSI,KARIBU NA MJI,YES,UREA,500,450000,M/BIASHARA BINAFSI,KARIBU NA MJI,NO,,,,,,,YES,4,LITRE,80000,NEIGHBOUR ADVICE,M/BIASHARA BINAFSI,KARIBU NA MJI,NO,,,,,,,,,,,NO,NO,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,YES,14,561,0,900000,64,37,0,7800000,20,10,0,375000,,,,,,NO,,YES,,FALLOW
79-92-81-05,0459-001-001,6,**CONFIDENTIAL**,,,25,0,3,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1800000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,2,YES,1,2,NO,,,,,,,,,,,2017,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
19-61-19-60,0460-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,0,0,1,CULTIVATED,,55,YES,NO,1,2,,,,YES,NO,1,2,,,,SANDY,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,70000,PURCHASED,,,,CERTIFICATE OF CUSTOMARY RIGHTS  OF OCCUPANCY,,,NO DOCUMENTATION,1,2,YES,1,2,NO,,,,,,,,,,,2006,NO,YES,,YES,50,YES,50,5000,JIRANI,NDANI YA KIJIJI/MJI,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,NO,,,,,,,,,,,YES,2,6,,,,,,,,,YES,2,5,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
10-58-95-87,0461-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,0,0,1,CULTIVATED,,17,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,YES,EROSION CONTROL BUNDS,,SLIGHTLY SLOPED,NO,,,,NEVER,,3000000,PURCHASED,,,,GRANTED RIGHT OF OCCUPANCY,,,VILLAGE-GOVERNMENT-WITNESSED PURCHASE AGREEMENT,1,,NO,,,,,,,,,,,,,,1992,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,,,,,,,,,,YES,1,,,,,,,,,,YES,1,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
10-58-95-87,0461-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-58-95-87,0461-001-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,4,2,7,CULTIVATED,,1,YES,NO,1,2,,,,YES,NO,1,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,YES,EROSION CONTROL BUNDS,,SLIGHTLY SLOPED,NO,,,,DON'T KNOW,,0,RENTED IN,,,,,,,NO DOCUMENTATION,,,,,,,,,30000,0,YEARS,NONE,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,1,,,,NO,,NO,,,,,,,YES,DI-AMMOIUM PHOSPHATE (DAP),25,25000,OWN EXPERIENCE,M/BIASHARA BINAFSI,KARIBU NA MJI,NO,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,4,,,,,,,,,YES,1,,,,,,,,,,YES,1,3,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
42-52-14-43,0462-001-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,2,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,100000,USED FREE OF CHARGE,,,,,,,OFFICIAL CORRESPONDENCE,,,,,,,,,,,,,SERIKALI YA KIJIJI,NDANI YA KIJIJI/MJI,1,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
28-80-80-37,0463-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,25,0,28,CULTIVATED,,1,YES,NO,2,,,,,YES,NO,2,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,1200000,USED FREE OF CHARGE,,,,,,,NO DOCUMENTATION,,,,,,,,,,,,,SERIKALI YA KIJIJI,KARIBU NA MJI,1,2,,,NO,,NO,,,,,,,YES,UREA,50,70000,ADVICE BY AGRICULTURAL OFFICER,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,YES,CALCIUM AMMONIUM NITRATE (CAN),50,45000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,YES,NO,YES,2,3,6,7,9,,,,,,YES,2,3,,,,,,,,,YES,2,3,6,9,,,,,,,YES,0,0,0,0,0,5,0,60000,0,3,0,21000,,,,,,NO,,YES,,FALLOW
28-80-80-37,0463-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,4,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,50000000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,2,YES,1,,NO,,,,,,,,,,,2003,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
22-03-81-98,0463-001-008,1,**CONFIDENTIAL**,,,0,2,2,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,0,USED FREE OF CHARGE,,,,,,,NO DOCUMENTATION,,,,,,,,,,,,,NDUGU YOYOTE (NDANI AU NJE YA KAYA),KARIBU NA KIJIJI,1,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,GIVEN
71-28-06-24,0463-001-010,1,**CONFIDENTIAL**,,,0,0,1,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DON'T KNOW,,500000,"OTHER, SPECIFY",,,,,,,NO DOCUMENTATION,,,,,,,,,,,,,JIRANI,NDANI YA KIJIJI/MJI,1,2,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
88-82-54-67,0464-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,600,0.2,60,CULTIVATED,,15,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,YES,FLOODING,GRAVITY,RIVER/STREAM,NEVER,,7000000,RENTED IN,,,,,,,NO DOCUMENTATION,,,,,,,,,600000,1,YEARS,NONE,NDUGU YOYOTE (NDANI AU NJE YA KAYA),MKOA MWINGINE,1,,,,YES,,NO,,,,,,,YES,UREA,300,300000,OWN EXPERIENCE,M/BIASHARA BINAFSI,MKOA MWINGINE,YES,CALCIUM AMMONIUM NITRATE (CAN),300,300000,M/BIASHARA BINAFSI,MKOA MWINGINE,NO,,,,,,,YES,1800,MILLILITRE,200000,OWN EXPERIENCE,M/BIASHARA BINAFSI,MKOA MWINGINE,NO,,,,,,,,,,,NO,NO,NO,,,,,,,,,,,NO,,,,,,,,,,,NO,,,,,,,,,,,YES,0,10,0,80000,0,5,0,50000,2,6,0,160000,,,,,,NO,,NO,ABANDONED,
88-82-54-67,0464-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,0,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,70000000,RENTED IN,,,,,,,NO DOCUMENTATION,,,,,,,,,150000,1,MONTHS,NONE,JIRANI,NDANI YA KIJIJI/MJI,1,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,NO,,
88-59-03-40,0465-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88-59-03-40,0465-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,5,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,4000000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,2001,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
