interview__key,sdd_hhid,lvstckid,lf07_01,lf07_02_1,lf07_02_2,lf07_03,lf07_04_1,lf07_04_2,lf07_05,lf07_06
34-50-10-45,0521-001-011,PIGS,,,,,,,,
34-50-10-45,0521-001-011,POULTRY,,,,,,,,
34-50-10-45,0521-001-011,DONKEYS,,,,,,,,
34-50-10-45,0521-001-011,OTHER ANIMALS,,,,,,,,
75-59-73-61,0522-001-001,LARGE RUMINANTS,,,,,,,,
75-59-73-61,0522-001-001,SMALL RUMINANTS,,,,,,,,
75-59-73-61,0522-001-001,PIGS,,,,,,,,
75-59-73-61,0522-001-001,POULTRY,,,,,,,,
75-59-73-61,0522-001-001,DONKEYS,,,,,,,,
75-59-73-61,0522-001-001,OTHER ANIMALS,,,,,,,,
81-44-06-49,0525-001-001,LARGE RUMINANTS,YES,MANURE,,,4500,KG,YES,YES
81-44-06-49,0525-001-001,SMALL RUMINANTS,YES,MANURE,,,1350,KG,,
81-44-06-49,0525-001-001,PIGS,,,,,,,,
81-44-06-49,0525-001-001,POULTRY,YES,MANURE,,,150,KG,,
81-44-06-49,0525-001-001,DONKEYS,,,,,,,,
81-44-06-49,0525-001-001,OTHER ANIMALS,,,,,,,,
84-11-21-22,0525-003-001,LARGE RUMINANTS,,,,,,,,
84-11-21-22,0525-003-001,SMALL RUMINANTS,,,,,,,,
84-11-21-22,0525-003-001,PIGS,,,,,,,,
84-11-21-22,0525-003-001,POULTRY,,,,,,,,
84-11-21-22,0525-003-001,DONKEYS,,,,,,,,
84-11-21-22,0525-003-001,OTHER ANIMALS,,,,,,,,
44-54-17-13,0525-003-004,LARGE RUMINANTS,,,,,,,,
44-54-17-13,0525-003-004,SMALL RUMINANTS,,,,,,,,
44-54-17-13,0525-003-004,PIGS,,,,,,,,
44-54-17-13,0525-003-004,POULTRY,NO,,,,,,,
44-54-17-13,0525-003-004,DONKEYS,,,,,,,,
44-54-17-13,0525-003-004,OTHER ANIMALS,,,,,,,,
36-34-79-20,0525-004-001,LARGE RUMINANTS,NO,,,,,,YES,YES
36-34-79-20,0525-004-001,SMALL RUMINANTS,,,,,,,,
36-34-79-20,0525-004-001,PIGS,NO,,,,,,,
36-34-79-20,0525-004-001,POULTRY,NO,,,,,,,
36-34-79-20,0525-004-001,DONKEYS,,,,,,,,
36-34-79-20,0525-004-001,OTHER ANIMALS,,,,,,,,
96-26-27-84,0525-005-001,LARGE RUMINANTS,,,,,,,,
96-26-27-84,0525-005-001,SMALL RUMINANTS,,,,,,,,
96-26-27-84,0525-005-001,PIGS,,,,,,,,
96-26-27-84,0525-005-001,POULTRY,,,,,,,,
96-26-27-84,0525-005-001,DONKEYS,,,,,,,,
96-26-27-84,0525-005-001,OTHER ANIMALS,,,,,,,,
57-59-30-22,0525-005-003,LARGE RUMINANTS,,,,,,,,
57-59-30-22,0525-005-003,SMALL RUMINANTS,,,,,,,,
57-59-30-22,0525-005-003,PIGS,,,,,,,,
57-59-30-22,0525-005-003,POULTRY,,,,,,,,
57-59-30-22,0525-005-003,DONKEYS,,,,,,,,
57-59-30-22,0525-005-003,OTHER ANIMALS,,,,,,,,
21-20-05-63,0526-001-001,LARGE RUMINANTS,,,,,,,,
21-20-05-63,0526-001-001,SMALL RUMINANTS,,,,,,,,
21-20-05-63,0526-001-001,PIGS,,,,,,,,
21-20-05-63,0526-001-001,POULTRY,NO,,,,,,,
21-20-05-63,0526-001-001,DONKEYS,,,,,,,,
21-20-05-63,0526-001-001,OTHER ANIMALS,,,,,,,,
84-63-95-42,0528-001-001,LARGE RUMINANTS,NO,,,,,,NO,YES
84-63-95-42,0528-001-001,SMALL RUMINANTS,NO,,,,,,,
84-63-95-42,0528-001-001,PIGS,,,,,,,,
84-63-95-42,0528-001-001,POULTRY,NO,,,,,,,
84-63-95-42,0528-001-001,DONKEYS,,,,,,,,
84-63-95-42,0528-001-001,OTHER ANIMALS,,,,,,,,
31-74-85-54,0528-001-002,LARGE RUMINANTS,,,,,,,,
31-74-85-54,0528-001-002,SMALL RUMINANTS,,,,,,,,
31-74-85-54,0528-001-002,PIGS,,,,,,,,
31-74-85-54,0528-001-002,POULTRY,,,,,,,,
31-74-85-54,0528-001-002,DONKEYS,,,,,,,,
31-74-85-54,0528-001-002,OTHER ANIMALS,,,,,,,,
96-96-12-14,0528-001-003,LARGE RUMINANTS,,,,,,,,
96-96-12-14,0528-001-003,SMALL RUMINANTS,,,,,,,,
96-96-12-14,0528-001-003,PIGS,,,,,,,,
96-96-12-14,0528-001-003,POULTRY,,,,,,,,
96-96-12-14,0528-001-003,DONKEYS,,,,,,,,
96-96-12-14,0528-001-003,OTHER ANIMALS,,,,,,,,
34-63-46-69,0528-001-005,LARGE RUMINANTS,,,,,,,,
34-63-46-69,0528-001-005,SMALL RUMINANTS,,,,,,,,
34-63-46-69,0528-001-005,PIGS,,,,,,,,
34-63-46-69,0528-001-005,POULTRY,NO,,,,,,,
34-63-46-69,0528-001-005,DONKEYS,,,,,,,,
34-63-46-69,0528-001-005,OTHER ANIMALS,,,,,,,,
16-41-04-04,0529-001-001,LARGE RUMINANTS,NO,,,,,,YES,YES
16-41-04-04,0529-001-001,SMALL RUMINANTS,NO,,,,,,,
16-41-04-04,0529-001-001,PIGS,,,,,,,,
16-41-04-04,0529-001-001,POULTRY,NO,,,,,,,
16-41-04-04,0529-001-001,DONKEYS,,,,,,,,
16-41-04-04,0529-001-001,OTHER ANIMALS,,,,,,,,
04-32-04-23,0529-001-003,LARGE RUMINANTS,,,,,,,,
04-32-04-23,0529-001-003,SMALL RUMINANTS,,,,,,,,
04-32-04-23,0529-001-003,PIGS,,,,,,,,
04-32-04-23,0529-001-003,POULTRY,NO,,,,,,,
04-32-04-23,0529-001-003,DONKEYS,,,,,,,,
04-32-04-23,0529-001-003,OTHER ANIMALS,,,,,,,,
12-26-30-56,0529-001-009,LARGE RUMINANTS,,,,,,,,
12-26-30-56,0529-001-009,SMALL RUMINANTS,,,,,,,,
12-26-30-56,0529-001-009,PIGS,,,,,,,,
12-26-30-56,0529-001-009,POULTRY,,,,,,,,
12-26-30-56,0529-001-009,DONKEYS,,,,,,,,
12-26-30-56,0529-001-009,OTHER ANIMALS,,,,,,,,
26-24-72-45,0530-001-001,LARGE RUMINANTS,YES,MANURE,,,900,KG,NO,YES
26-24-72-45,0530-001-001,SMALL RUMINANTS,,,,,,,,
26-24-72-45,0530-001-001,PIGS,,,,,,,,
26-24-72-45,0530-001-001,POULTRY,NO,,,,,,,
26-24-72-45,0530-001-001,DONKEYS,,,,,,,,
26-24-72-45,0530-001-001,OTHER ANIMALS,,,,,,,,
53-12-65-26,0530-001-003,LARGE RUMINANTS,YES,MANURE,,,7000,KG,YES,YES
53-12-65-26,0530-001-003,SMALL RUMINANTS,YES,MANURE,,,2700,KG,,
53-12-65-26,0530-001-003,PIGS,,,,,,,,
53-12-65-26,0530-001-003,POULTRY,YES,MANURE,,,300,KG,,
53-12-65-26,0530-001-003,DONKEYS,,,,,,,,
53-12-65-26,0530-001-003,OTHER ANIMALS,,,,,,,,
79-87-34-06,0531-001-001,LARGE RUMINANTS,,,,,,,,
79-87-34-06,0531-001-001,SMALL RUMINANTS,,,,,,,,
79-87-34-06,0531-001-001,PIGS,,,,,,,,
79-87-34-06,0531-001-001,POULTRY,,,,,,,,
79-87-34-06,0531-001-001,DONKEYS,,,,,,,,
79-87-34-06,0531-001-001,OTHER ANIMALS,,,,,,,,
92-68-11-85,0532-001-001,LARGE RUMINANTS,,,,,,,,
92-68-11-85,0532-001-001,SMALL RUMINANTS,,,,,,,,
92-68-11-85,0532-001-001,PIGS,,,,,,,,
92-68-11-85,0532-001-001,POULTRY,,,,,,,,
92-68-11-85,0532-001-001,DONKEYS,,,,,,,,
92-68-11-85,0532-001-001,OTHER ANIMALS,,,,,,,,
08-64-64-36,0534-001-001,LARGE RUMINANTS,,,,,,,,
08-64-64-36,0534-001-001,SMALL RUMINANTS,,,,,,,,
08-64-64-36,0534-001-001,PIGS,,,,,,,,
08-64-64-36,0534-001-001,POULTRY,NO,,,,,,,
08-64-64-36,0534-001-001,DONKEYS,,,,,,,,
08-64-64-36,0534-001-001,OTHER ANIMALS,,,,,,,,
69-69-02-73,0534-001-003,LARGE RUMINANTS,,,,,,,,
69-69-02-73,0534-001-003,SMALL RUMINANTS,NO,,,,,,,
69-69-02-73,0534-001-003,PIGS,,,,,,,,
69-69-02-73,0534-001-003,POULTRY,,,,,,,,
69-69-02-73,0534-001-003,DONKEYS,,,,,,,,
69-69-02-73,0534-001-003,OTHER ANIMALS,,,,,,,,
30-98-08-59,0535-001-001,LARGE RUMINANTS,,,,,,,,
30-98-08-59,0535-001-001,SMALL RUMINANTS,,,,,,,,
30-98-08-59,0535-001-001,PIGS,,,,,,,,
30-98-08-59,0535-001-001,POULTRY,,,,,,,,
30-98-08-59,0535-001-001,DONKEYS,,,,,,,,
30-98-08-59,0535-001-001,OTHER ANIMALS,,,,,,,,
47-29-66-48,0535-006-001,LARGE RUMINANTS,,,,,,,,
47-29-66-48,0535-006-001,SMALL RUMINANTS,,,,,,,,
47-29-66-48,0535-006-001,PIGS,,,,,,,,
47-29-66-48,0535-006-001,POULTRY,,,,,,,,
47-29-66-48,0535-006-001,DONKEYS,,,,,,,,
47-29-66-48,0535-006-001,OTHER ANIMALS,,,,,,,,
01-41-05-70,0536-001-001,LARGE RUMINANTS,,,,,,,,
01-41-05-70,0536-001-001,SMALL RUMINANTS,,,,,,,,
01-41-05-70,0536-001-001,PIGS,,,,,,,,
01-41-05-70,0536-001-001,POULTRY,,,,,,,,
01-41-05-70,0536-001-001,DONKEYS,,,,,,,,
01-41-05-70,0536-001-001,OTHER ANIMALS,,,,,,,,
98-57-18-93,0537-001-001,LARGE RUMINANTS,,,,,,,,
98-57-18-93,0537-001-001,SMALL RUMINANTS,,,,,,,,
98-57-18-93,0537-001-001,PIGS,,,,,,,,
98-57-18-93,0537-001-001,POULTRY,NO,,,,,,,
98-57-18-93,0537-001-001,DONKEYS,,,,,,,,
98-57-18-93,0537-001-001,OTHER ANIMALS,,,,,,,,
68-28-88-02,0539-001-001,LARGE RUMINANTS,NO,,,,,,YES,YES
68-28-88-02,0539-001-001,SMALL RUMINANTS,,,,,,,,
68-28-88-02,0539-001-001,PIGS,,,,,,,,
68-28-88-02,0539-001-001,POULTRY,YES,MANURE,,,40,KG,,
68-28-88-02,0539-001-001,DONKEYS,NO,,,,,,YES,YES
68-28-88-02,0539-001-001,OTHER ANIMALS,,,,,,,,
37-80-27-56,0540-001-001,LARGE RUMINANTS,,,,,,,,
37-80-27-56,0540-001-001,SMALL RUMINANTS,,,,,,,,
37-80-27-56,0540-001-001,PIGS,,,,,,,,
37-80-27-56,0540-001-001,POULTRY,,,,,,,,
37-80-27-56,0540-001-001,DONKEYS,,,,,,,,
37-80-27-56,0540-001-001,OTHER ANIMALS,,,,,,,,
37-42-25-72,0541-001-001,LARGE RUMINANTS,,,,,,,,
37-42-25-72,0541-001-001,SMALL RUMINANTS,,,,,,,,
37-42-25-72,0541-001-001,PIGS,,,,,,,,
37-42-25-72,0541-001-001,POULTRY,,,,,,,,
37-42-25-72,0541-001-001,DONKEYS,,,,,,,,
37-42-25-72,0541-001-001,OTHER ANIMALS,,,,,,,,
30-80-71-86,0542-001-002,LARGE RUMINANTS,,,,,,,,
30-80-71-86,0542-001-002,SMALL RUMINANTS,,,,,,,,
30-80-71-86,0542-001-002,PIGS,,,,,,,,
30-80-71-86,0542-001-002,POULTRY,NO,,,,,,,
30-80-71-86,0542-001-002,DONKEYS,,,,,,,,
30-80-71-86,0542-001-002,OTHER ANIMALS,,,,,,,,
12-00-28-08,0543-001-001,LARGE RUMINANTS,NO,,,,,,YES,YES
12-00-28-08,0543-001-001,SMALL RUMINANTS,,,,,,,,
12-00-28-08,0543-001-001,PIGS,,,,,,,,
12-00-28-08,0543-001-001,POULTRY,NO,,,,,,,
12-00-28-08,0543-001-001,DONKEYS,,,,,,,,
12-00-28-08,0543-001-001,OTHER ANIMALS,,,,,,,,
86-66-07-32,0544-001-001,LARGE RUMINANTS,,,,,,,,
86-66-07-32,0544-001-001,SMALL RUMINANTS,,,,,,,,
86-66-07-32,0544-001-001,PIGS,,,,,,,,
86-66-07-32,0544-001-001,POULTRY,NO,,,,,,,
86-66-07-32,0544-001-001,DONKEYS,,,,,,,,
86-66-07-32,0544-001-001,OTHER ANIMALS,,,,,,,,
25-52-41-32,0545-006-001,LARGE RUMINANTS,,,,,,,,
25-52-41-32,0545-006-001,SMALL RUMINANTS,,,,,,,,
25-52-41-32,0545-006-001,PIGS,,,,,,,,
25-52-41-32,0545-006-001,POULTRY,,,,,,,,
25-52-41-32,0545-006-001,DONKEYS,,,,,,,,
25-52-41-32,0545-006-001,OTHER ANIMALS,,,,,,,,
36-69-26-36,0545-006-003,LARGE RUMINANTS,,,,,,,,
36-69-26-36,0545-006-003,SMALL RUMINANTS,,,,,,,,
36-69-26-36,0545-006-003,PIGS,,,,,,,,
36-69-26-36,0545-006-003,POULTRY,,,,,,,,
36-69-26-36,0545-006-003,DONKEYS,,,,,,,,
36-69-26-36,0545-006-003,OTHER ANIMALS,,,,,,,,
15-14-78-14,0545-008-001,LARGE RUMINANTS,,,,,,,,
15-14-78-14,0545-008-001,SMALL RUMINANTS,,,,,,,,
15-14-78-14,0545-008-001,PIGS,,,,,,,,
15-14-78-14,0545-008-001,POULTRY,,,,,,,,
15-14-78-14,0545-008-001,DONKEYS,,,,,,,,
15-14-78-14,0545-008-001,OTHER ANIMALS,,,,,,,,
20-78-49-50,0547-001-001,LARGE RUMINANTS,,,,,,,,
20-78-49-50,0547-001-001,SMALL RUMINANTS,,,,,,,,
20-78-49-50,0547-001-001,PIGS,,,,,,,,
20-78-49-50,0547-001-001,POULTRY,YES,MANURE,,,40,KG,,
20-78-49-50,0547-001-001,DONKEYS,,,,,,,,
20-78-49-50,0547-001-001,OTHER ANIMALS,,,,,,,,
60-56-78-78,0547-001-002,LARGE RUMINANTS,,,,,,,,
60-56-78-78,0547-001-002,SMALL RUMINANTS,,,,,,,,
60-56-78-78,0547-001-002,PIGS,,,,,,,,
60-56-78-78,0547-001-002,POULTRY,NO,,,,,,,
60-56-78-78,0547-001-002,DONKEYS,,,,,,,,
60-56-78-78,0547-001-002,OTHER ANIMALS,,,,,,,,
26-14-17-11,0548-001-001,LARGE RUMINANTS,,,,,,,,
26-14-17-11,0548-001-001,SMALL RUMINANTS,,,,,,,,
26-14-17-11,0548-001-001,PIGS,,,,,,,,
26-14-17-11,0548-001-001,POULTRY,YES,MANURE,,,300,KG,,
26-14-17-11,0548-001-001,DONKEYS,,,,,,,,
26-14-17-11,0548-001-001,OTHER ANIMALS,,,,,,,,
67-70-48-74,0548-002-001,LARGE RUMINANTS,,,,,,,,
67-70-48-74,0548-002-001,SMALL RUMINANTS,,,,,,,,
67-70-48-74,0548-002-001,PIGS,,,,,,,,
67-70-48-74,0548-002-001,POULTRY,,,,,,,,
67-70-48-74,0548-002-001,DONKEYS,,,,,,,,
67-70-48-74,0548-002-001,OTHER ANIMALS,,,,,,,,
29-47-94-46,0548-002-002,LARGE RUMINANTS,,,,,,,,
29-47-94-46,0548-002-002,SMALL RUMINANTS,,,,,,,,
29-47-94-46,0548-002-002,PIGS,,,,,,,,
29-47-94-46,0548-002-002,POULTRY,,,,,,,,
29-47-94-46,0548-002-002,DONKEYS,,,,,,,,
29-47-94-46,0548-002-002,OTHER ANIMALS,,,,,,,,
91-35-93-10,0549-001-001,LARGE RUMINANTS,,,,,,,,
91-35-93-10,0549-001-001,SMALL RUMINANTS,,,,,,,,
91-35-93-10,0549-001-001,PIGS,,,,,,,,
91-35-93-10,0549-001-001,POULTRY,,,,,,,,
91-35-93-10,0549-001-001,DONKEYS,,,,,,,,
91-35-93-10,0549-001-001,OTHER ANIMALS,,,,,,,,
15-00-68-84,0549-001-002,LARGE RUMINANTS,,,,,,,,
15-00-68-84,0549-001-002,SMALL RUMINANTS,,,,,,,,
15-00-68-84,0549-001-002,PIGS,,,,,,,,
15-00-68-84,0549-001-002,POULTRY,,,,,,,,
15-00-68-84,0549-001-002,DONKEYS,,,,,,,,
15-00-68-84,0549-001-002,OTHER ANIMALS,,,,,,,,
12-92-38-13,0550-001-001,LARGE RUMINANTS,,,,,,,,
12-92-38-13,0550-001-001,SMALL RUMINANTS,,,,,,,,
12-92-38-13,0550-001-001,PIGS,,,,,,,,
12-92-38-13,0550-001-001,POULTRY,,,,,,,,
12-92-38-13,0550-001-001,DONKEYS,,,,,,,,
12-92-38-13,0550-001-001,OTHER ANIMALS,,,,,,,,
22-35-45-21,0551-001-001,LARGE RUMINANTS,,,,,,,,
22-35-45-21,0551-001-001,SMALL RUMINANTS,,,,,,,,
22-35-45-21,0551-001-001,PIGS,,,,,,,,
22-35-45-21,0551-001-001,POULTRY,YES,MANURE,,,360,KG,,
22-35-45-21,0551-001-001,DONKEYS,,,,,,,,
22-35-45-21,0551-001-001,OTHER ANIMALS,,,,,,,,
34-63-03-45,0551-001-003,LARGE RUMINANTS,,,,,,,,
34-63-03-45,0551-001-003,SMALL RUMINANTS,,,,,,,,
34-63-03-45,0551-001-003,PIGS,,,,,,,,
34-63-03-45,0551-001-003,POULTRY,,,,,,,,
34-63-03-45,0551-001-003,DONKEYS,,,,,,,,
34-63-03-45,0551-001-003,OTHER ANIMALS,,,,,,,,
05-83-32-40,0551-001-006,LARGE RUMINANTS,,,,,,,,
05-83-32-40,0551-001-006,SMALL RUMINANTS,,,,,,,,
05-83-32-40,0551-001-006,PIGS,,,,,,,,
05-83-32-40,0551-001-006,POULTRY,,,,,,,,
05-83-32-40,0551-001-006,DONKEYS,,,,,,,,
05-83-32-40,0551-001-006,OTHER ANIMALS,,,,,,,,
74-15-69-60,0552-001-001,LARGE RUMINANTS,,,,,,,,
74-15-69-60,0552-001-001,SMALL RUMINANTS,,,,,,,,
74-15-69-60,0552-001-001,PIGS,,,,,,,,
74-15-69-60,0552-001-001,POULTRY,,,,,,,,
74-15-69-60,0552-001-001,DONKEYS,,,,,,,,
74-15-69-60,0552-001-001,OTHER ANIMALS,,,,,,,,
21-74-91-31,0553-001-001,LARGE RUMINANTS,,,,,,,,
21-74-91-31,0553-001-001,SMALL RUMINANTS,,,,,,,,
21-74-91-31,0553-001-001,PIGS,,,,,,,,
21-74-91-31,0553-001-001,POULTRY,,,,,,,,
21-74-91-31,0553-001-001,DONKEYS,,,,,,,,
21-74-91-31,0553-001-001,OTHER ANIMALS,,,,,,,,
75-36-95-19,0554-001-001,LARGE RUMINANTS,,,,,,,,
75-36-95-19,0554-001-001,SMALL RUMINANTS,,,,,,,,
75-36-95-19,0554-001-001,PIGS,,,,,,,,
75-36-95-19,0554-001-001,POULTRY,,,,,,,,
75-36-95-19,0554-001-001,DONKEYS,,,,,,,,
75-36-95-19,0554-001-001,OTHER ANIMALS,,,,,,,,
12-86-07-37,0554-003-001,LARGE RUMINANTS,,,,,,,,
12-86-07-37,0554-003-001,SMALL RUMINANTS,,,,,,,,
12-86-07-37,0554-003-001,PIGS,,,,,,,,
12-86-07-37,0554-003-001,POULTRY,,,,,,,,
12-86-07-37,0554-003-001,DONKEYS,,,,,,,,
12-86-07-37,0554-003-001,OTHER ANIMALS,,,,,,,,
10-60-75-53,0555-001-001,LARGE RUMINANTS,,,,,,,,
10-60-75-53,0555-001-001,SMALL RUMINANTS,,,,,,,,
10-60-75-53,0555-001-001,PIGS,,,,,,,,
10-60-75-53,0555-001-001,POULTRY,,,,,,,,
10-60-75-53,0555-001-001,DONKEYS,,,,,,,,
10-60-75-53,0555-001-001,OTHER ANIMALS,,,,,,,,
53-84-84-32,0557-001-001,LARGE RUMINANTS,,,,,,,,
53-84-84-32,0557-001-001,SMALL RUMINANTS,,,,,,,,
53-84-84-32,0557-001-001,PIGS,,,,,,,,
53-84-84-32,0557-001-001,POULTRY,,,,,,,,
53-84-84-32,0557-001-001,DONKEYS,,,,,,,,
53-84-84-32,0557-001-001,OTHER ANIMALS,,,,,,,,
67-80-33-73,0559-001-001,LARGE RUMINANTS,,,,,,,,
67-80-33-73,0559-001-001,SMALL RUMINANTS,,,,,,,,
67-80-33-73,0559-001-001,PIGS,,,,,,,,
67-80-33-73,0559-001-001,POULTRY,NO,,,,,,,
67-80-33-73,0559-001-001,DONKEYS,,,,,,,,
67-80-33-73,0559-001-001,OTHER ANIMALS,,,,,,,,
08-79-34-76,0565-001-001,LARGE RUMINANTS,YES,MANURE,,,360,KG,YES,YES
08-79-34-76,0565-001-001,SMALL RUMINANTS,YES,MANURE,,,40,KG,,
08-79-34-76,0565-001-001,PIGS,,,,,,,,
08-79-34-76,0565-001-001,POULTRY,NO,,,,,,,
08-79-34-76,0565-001-001,DONKEYS,,,,,,,,
08-79-34-76,0565-001-001,OTHER ANIMALS,,,,,,,,
82-44-68-41,0565-003-001,LARGE RUMINANTS,YES,MANURE,,,600,KG,YES,YES
82-44-68-41,0565-003-001,SMALL RUMINANTS,YES,MANURE,,,50,KG,,
82-44-68-41,0565-003-001,PIGS,,,,,,,,
82-44-68-41,0565-003-001,POULTRY,NO,,,,,,,
82-44-68-41,0565-003-001,DONKEYS,,,,,,,,
82-44-68-41,0565-003-001,OTHER ANIMALS,,,,,,,,
94-14-64-63,0565-004-001,LARGE RUMINANTS,,,,,,,,
94-14-64-63,0565-004-001,SMALL RUMINANTS,,,,,,,,
94-14-64-63,0565-004-001,PIGS,,,,,,,,
94-14-64-63,0565-004-001,POULTRY,,,,,,,,
94-14-64-63,0565-004-001,DONKEYS,,,,,,,,
94-14-64-63,0565-004-001,OTHER ANIMALS,,,,,,,,
34-81-69-35,0565-005-001,LARGE RUMINANTS,,,,,,,,
34-81-69-35,0565-005-001,SMALL RUMINANTS,,,,,,,,
34-81-69-35,0565-005-001,PIGS,NO,,,,,,,
34-81-69-35,0565-005-001,POULTRY,,,,,,,,
34-81-69-35,0565-005-001,DONKEYS,,,,,,,,
34-81-69-35,0565-005-001,OTHER ANIMALS,,,,,,,,
24-83-68-12,0566-001-001,LARGE RUMINANTS,NO,,,,,,NO,YES
24-83-68-12,0566-001-001,SMALL RUMINANTS,NO,,,,,,,
24-83-68-12,0566-001-001,PIGS,,,,,,,,
24-83-68-12,0566-001-001,POULTRY,,,,,,,,
24-83-68-12,0566-001-001,DONKEYS,,,,,,,,
24-83-68-12,0566-001-001,OTHER ANIMALS,,,,,,,,
28-88-07-10,0567-001-001,LARGE RUMINANTS,NO,,,,,,NO,YES
28-88-07-10,0567-001-001,SMALL RUMINANTS,,,,,,,,
28-88-07-10,0567-001-001,PIGS,NO,,,,,,,
28-88-07-10,0567-001-001,POULTRY,NO,,,,,,,
28-88-07-10,0567-001-001,DONKEYS,,,,,,,,
28-88-07-10,0567-001-001,OTHER ANIMALS,,,,,,,,
38-87-96-66,0568-001-001,LARGE RUMINANTS,NO,,,,,,YES,YES
38-87-96-66,0568-001-001,SMALL RUMINANTS,,,,,,,,
38-87-96-66,0568-001-001,PIGS,,,,,,,,
38-87-96-66,0568-001-001,POULTRY,NO,,,,,,,
38-87-96-66,0568-001-001,DONKEYS,,,,,,,,
38-87-96-66,0568-001-001,OTHER ANIMALS,,,,,,,,
83-04-78-20,0569-001-001,LARGE RUMINANTS,YES,MANURE,,,600,KG,YES,YES
83-04-78-20,0569-001-001,SMALL RUMINANTS,YES,MANURE,,,100,KG,,
83-04-78-20,0569-001-001,PIGS,,,,,,,,
83-04-78-20,0569-001-001,POULTRY,NO,,,,,,,
83-04-78-20,0569-001-001,DONKEYS,,,,,,,,
83-04-78-20,0569-001-001,OTHER ANIMALS,,,,,,,,
15-73-35-36,0570-001-001,LARGE RUMINANTS,,,,,,,,
15-73-35-36,0570-001-001,SMALL RUMINANTS,,,,,,,,
15-73-35-36,0570-001-001,PIGS,,,,,,,,
15-73-35-36,0570-001-001,POULTRY,NO,,,,,,,
15-73-35-36,0570-001-001,DONKEYS,,,,,,,,
15-73-35-36,0570-001-001,OTHER ANIMALS,,,,,,,,
03-83-80-72,0571-001-001,LARGE RUMINANTS,YES,MANURE,,,3500,KG,YES,YES
03-83-80-72,0571-001-001,SMALL RUMINANTS,,,,,,,,
03-83-80-72,0571-001-001,PIGS,,,,,,,,
03-83-80-72,0571-001-001,POULTRY,NO,,,,,,,
03-83-80-72,0571-001-001,DONKEYS,,,,,,,,
03-83-80-72,0571-001-001,OTHER ANIMALS,,,,,,,,
54-39-02-08,0571-104-001,LARGE RUMINANTS,,,,,,,,
54-39-02-08,0571-104-001,SMALL RUMINANTS,,,,,,,,
54-39-02-08,0571-104-001,PIGS,,,,,,,,
54-39-02-08,0571-104-001,POULTRY,,,,,,,,
54-39-02-08,0571-104-001,DONKEYS,,,,,,,,
54-39-02-08,0571-104-001,OTHER ANIMALS,,,,,,,,
90-97-25-55,0572-001-003,LARGE RUMINANTS,,,,,,,,
90-97-25-55,0572-001-003,SMALL RUMINANTS,,,,,,,,
90-97-25-55,0572-001-003,PIGS,,,,,,,,
90-97-25-55,0572-001-003,POULTRY,,,,,,,,
90-97-25-55,0572-001-003,DONKEYS,,,,,,,,
90-97-25-55,0572-001-003,OTHER ANIMALS,,,,,,,,
91-66-88-33,0573-001-001,LARGE RUMINANTS,NO,,,,,,YES,YES
91-66-88-33,0573-001-001,SMALL RUMINANTS,NO,,,,,,,
91-66-88-33,0573-001-001,PIGS,,,,,,,,
91-66-88-33,0573-001-001,POULTRY,NO,,,,,,,
91-66-88-33,0573-001-001,DONKEYS,,,,,,,,
91-66-88-33,0573-001-001,OTHER ANIMALS,,,,,,,,
49-17-08-99,0573-001-003,LARGE RUMINANTS,YES,MANURE,,,324,KG,NO,NO
49-17-08-99,0573-001-003,SMALL RUMINANTS,,,,,,,,
49-17-08-99,0573-001-003,PIGS,,,,,,,,
49-17-08-99,0573-001-003,POULTRY,NO,,,,,,,
49-17-08-99,0573-001-003,DONKEYS,,,,,,,,
49-17-08-99,0573-001-003,OTHER ANIMALS,,,,,,,,
92-86-58-31,0573-001-006,LARGE RUMINANTS,,,,,,,,
92-86-58-31,0573-001-006,SMALL RUMINANTS,NO,,,,,,,
92-86-58-31,0573-001-006,PIGS,,,,,,,,
92-86-58-31,0573-001-006,POULTRY,NO,,,,,,,
92-86-58-31,0573-001-006,DONKEYS,,,,,,,,
92-86-58-31,0573-001-006,OTHER ANIMALS,,,,,,,,
07-49-15-09,0573-003-001,LARGE RUMINANTS,YES,MANURE,,,700,KG,YES,YES
07-49-15-09,0573-003-001,SMALL RUMINANTS,NO,,,,,,,
07-49-15-09,0573-003-001,PIGS,,,,,,,,
07-49-15-09,0573-003-001,POULTRY,NO,,,,,,,
07-49-15-09,0573-003-001,DONKEYS,,,,,,,,
07-49-15-09,0573-003-001,OTHER ANIMALS,,,,,,,,
42-98-59-24,0573-003-004,LARGE RUMINANTS,NO,,,,,,NO,YES
42-98-59-24,0573-003-004,SMALL RUMINANTS,NO,,,,,,,
42-98-59-24,0573-003-004,PIGS,,,,,,,,
42-98-59-24,0573-003-004,POULTRY,NO,,,,,,,
42-98-59-24,0573-003-004,DONKEYS,,,,,,,,
42-98-59-24,0573-003-004,OTHER ANIMALS,,,,,,,,
43-12-35-35,0573-003-005,LARGE RUMINANTS,,,,,,,,
43-12-35-35,0573-003-005,SMALL RUMINANTS,,,,,,,,
43-12-35-35,0573-003-005,PIGS,,,,,,,,
43-12-35-35,0573-003-005,POULTRY,,,,,,,,
43-12-35-35,0573-003-005,DONKEYS,,,,,,,,
43-12-35-35,0573-003-005,OTHER ANIMALS,,,,,,,,
44-14-27-75,0573-003-013,LARGE RUMINANTS,NO,,,,,,YES,YES
