interview__key,sdd_hhid,itemcode,hh_k01,hh_k02
98-78-01-38,0499-004-002,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
98-78-01-38,0499-004-002,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",YES,3000
98-78-01-38,0499-004-002,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
98-78-01-38,0499-004-002,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
98-78-01-38,0499-004-002,WAGES PAID TO SERVANTS,NO,
98-78-01-38,0499-004-002,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
98-78-01-38,0499-004-002,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
66-76-23-69,0500-001-001,CIGARETTES OR TOBACCO,NO,
66-76-23-69,0500-001-001,MATCHES,NO,
66-76-23-69,0500-001-001,PUBLIC TRANSPORT,NO,
66-76-23-69,0500-001-001,KEROSENE,NO,
66-76-23-69,0500-001-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",NO,
66-76-23-69,0500-001-001,GAS (FOR LIGHTING/COOKING),NO,
66-76-23-69,0500-001-001,WATER,NO,
66-76-23-69,0500-001-001,PETROL OR DIESEL,NO,
66-76-23-69,0500-001-001,CELL PHONE VOUCHER,YES,12000
66-76-23-69,0500-001-001,CHARCOAL,NO,
66-76-23-69,0500-001-001,"MILLING FEES, GRAIN",NO,
66-76-23-69,0500-001-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,3500
66-76-23-69,0500-001-001,CLOTHES SOAP (POWDER),NO,
66-76-23-69,0500-001-001,"TOOTHPASTE, TOOTHBRUSH",NO,
66-76-23-69,0500-001-001,TOILET PAPER,NO,
66-76-23-69,0500-001-001,"GLYCERINE, VASELINE, SKIN CREAMS",YES,1500
66-76-23-69,0500-001-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",YES,1000
66-76-23-69,0500-001-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
66-76-23-69,0500-001-001,LIGHT BULBS,NO,
66-76-23-69,0500-001-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
66-76-23-69,0500-001-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
66-76-23-69,0500-001-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
66-76-23-69,0500-001-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
66-76-23-69,0500-001-001,WAGES PAID TO SERVANTS,NO,
66-76-23-69,0500-001-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
66-76-23-69,0500-001-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
81-34-91-83,0501-001-001,CIGARETTES OR TOBACCO,NO,
81-34-91-83,0501-001-001,MATCHES,YES,200
81-34-91-83,0501-001-001,PUBLIC TRANSPORT,NO,
81-34-91-83,0501-001-001,KEROSENE,NO,
81-34-91-83,0501-001-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",NO,
81-34-91-83,0501-001-001,GAS (FOR LIGHTING/COOKING),NO,
81-34-91-83,0501-001-001,WATER,NO,
81-34-91-83,0501-001-001,PETROL OR DIESEL,NO,
81-34-91-83,0501-001-001,CELL PHONE VOUCHER,YES,5000
81-34-91-83,0501-001-001,CHARCOAL,NO,
81-34-91-83,0501-001-001,"MILLING FEES, GRAIN",YES,2000
81-34-91-83,0501-001-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,7000
81-34-91-83,0501-001-001,CLOTHES SOAP (POWDER),YES,1000
81-34-91-83,0501-001-001,"TOOTHPASTE, TOOTHBRUSH",NO,
81-34-91-83,0501-001-001,TOILET PAPER,NO,
81-34-91-83,0501-001-001,"GLYCERINE, VASELINE, SKIN CREAMS",YES,1500
81-34-91-83,0501-001-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",NO,
81-34-91-83,0501-001-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
81-34-91-83,0501-001-001,LIGHT BULBS,NO,
81-34-91-83,0501-001-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
81-34-91-83,0501-001-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
81-34-91-83,0501-001-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
81-34-91-83,0501-001-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
81-34-91-83,0501-001-001,WAGES PAID TO SERVANTS,NO,
81-34-91-83,0501-001-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
81-34-91-83,0501-001-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
94-06-30-25,0502-001-002,CIGARETTES OR TOBACCO,NO,
94-06-30-25,0502-001-002,MATCHES,YES,100
94-06-30-25,0502-001-002,PUBLIC TRANSPORT,NO,
94-06-30-25,0502-001-002,KEROSENE,NO,
94-06-30-25,0502-001-002,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",NO,
94-06-30-25,0502-001-002,GAS (FOR LIGHTING/COOKING),NO,
94-06-30-25,0502-001-002,WATER,NO,
94-06-30-25,0502-001-002,PETROL OR DIESEL,NO,
94-06-30-25,0502-001-002,CELL PHONE VOUCHER,YES,5000
94-06-30-25,0502-001-002,CHARCOAL,NO,
94-06-30-25,0502-001-002,"MILLING FEES, GRAIN",YES,4000
94-06-30-25,0502-001-002,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,3000
94-06-30-25,0502-001-002,CLOTHES SOAP (POWDER),YES,500
94-06-30-25,0502-001-002,"TOOTHPASTE, TOOTHBRUSH",YES,500
94-06-30-25,0502-001-002,TOILET PAPER,NO,
94-06-30-25,0502-001-002,"GLYCERINE, VASELINE, SKIN CREAMS",,
94-06-30-25,0502-001-002,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",NO,
94-06-30-25,0502-001-002,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
94-06-30-25,0502-001-002,LIGHT BULBS,NO,
94-06-30-25,0502-001-002,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
94-06-30-25,0502-001-002,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
94-06-30-25,0502-001-002,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
94-06-30-25,0502-001-002,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
94-06-30-25,0502-001-002,WAGES PAID TO SERVANTS,NO,
94-06-30-25,0502-001-002,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
94-06-30-25,0502-001-002,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
99-52-98-92,0502-004-001,CIGARETTES OR TOBACCO,NO,
99-52-98-92,0502-004-001,MATCHES,YES,200
99-52-98-92,0502-004-001,PUBLIC TRANSPORT,NO,
99-52-98-92,0502-004-001,KEROSENE,NO,
99-52-98-92,0502-004-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",NO,
99-52-98-92,0502-004-001,GAS (FOR LIGHTING/COOKING),NO,
99-52-98-92,0502-004-001,WATER,NO,
99-52-98-92,0502-004-001,PETROL OR DIESEL,NO,
99-52-98-92,0502-004-001,CELL PHONE VOUCHER,NO,
99-52-98-92,0502-004-001,CHARCOAL,NO,
99-52-98-92,0502-004-001,"MILLING FEES, GRAIN",YES,4000
99-52-98-92,0502-004-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,1000
99-52-98-92,0502-004-001,CLOTHES SOAP (POWDER),YES,500
99-52-98-92,0502-004-001,"TOOTHPASTE, TOOTHBRUSH",NO,
99-52-98-92,0502-004-001,TOILET PAPER,NO,
99-52-98-92,0502-004-001,"GLYCERINE, VASELINE, SKIN CREAMS",YES,500
99-52-98-92,0502-004-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",YES,250
99-52-98-92,0502-004-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
99-52-98-92,0502-004-001,LIGHT BULBS,NO,
99-52-98-92,0502-004-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
99-52-98-92,0502-004-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
99-52-98-92,0502-004-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
99-52-98-92,0502-004-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
99-52-98-92,0502-004-001,WAGES PAID TO SERVANTS,NO,
99-52-98-92,0502-004-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
99-52-98-92,0502-004-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
20-96-70-22,0503-001-001,CIGARETTES OR TOBACCO,YES,500
20-96-70-22,0503-001-001,MATCHES,YES,100
20-96-70-22,0503-001-001,PUBLIC TRANSPORT,NO,
20-96-70-22,0503-001-001,KEROSENE,NO,
20-96-70-22,0503-001-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",NO,
20-96-70-22,0503-001-001,GAS (FOR LIGHTING/COOKING),NO,
20-96-70-22,0503-001-001,WATER,NO,
20-96-70-22,0503-001-001,PETROL OR DIESEL,NO,
20-96-70-22,0503-001-001,CELL PHONE VOUCHER,NO,
20-96-70-22,0503-001-001,CHARCOAL,,
20-96-70-22,0503-001-001,"MILLING FEES, GRAIN",YES,1000
20-96-70-22,0503-001-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,600
20-96-70-22,0503-001-001,CLOTHES SOAP (POWDER),YES,500
20-96-70-22,0503-001-001,"TOOTHPASTE, TOOTHBRUSH",NO,
20-96-70-22,0503-001-001,TOILET PAPER,NO,
20-96-70-22,0503-001-001,"GLYCERINE, VASELINE, SKIN CREAMS",YES,500
20-96-70-22,0503-001-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",NO,
20-96-70-22,0503-001-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
20-96-70-22,0503-001-001,LIGHT BULBS,NO,
20-96-70-22,0503-001-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
20-96-70-22,0503-001-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
20-96-70-22,0503-001-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
20-96-70-22,0503-001-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
20-96-70-22,0503-001-001,WAGES PAID TO SERVANTS,NO,
20-96-70-22,0503-001-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
20-96-70-22,0503-001-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
65-14-61-05,0504-008-001,CIGARETTES OR TOBACCO,NO,
65-14-61-05,0504-008-001,MATCHES,YES,100
65-14-61-05,0504-008-001,PUBLIC TRANSPORT,NO,
65-14-61-05,0504-008-001,KEROSENE,NO,
65-14-61-05,0504-008-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",YES,10000
65-14-61-05,0504-008-001,GAS (FOR LIGHTING/COOKING),NO,
65-14-61-05,0504-008-001,WATER,NO,
65-14-61-05,0504-008-001,PETROL OR DIESEL,NO,
65-14-61-05,0504-008-001,CELL PHONE VOUCHER,YES,10000
65-14-61-05,0504-008-001,CHARCOAL,NO,
65-14-61-05,0504-008-001,"MILLING FEES, GRAIN",YES,2100
65-14-61-05,0504-008-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,6000
65-14-61-05,0504-008-001,CLOTHES SOAP (POWDER),YES,2000
65-14-61-05,0504-008-001,"TOOTHPASTE, TOOTHBRUSH",YES,1500
65-14-61-05,0504-008-001,TOILET PAPER,NO,
65-14-61-05,0504-008-001,"GLYCERINE, VASELINE, SKIN CREAMS",YES,1000
65-14-61-05,0504-008-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",NO,
65-14-61-05,0504-008-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
65-14-61-05,0504-008-001,LIGHT BULBS,NO,
65-14-61-05,0504-008-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
65-14-61-05,0504-008-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
65-14-61-05,0504-008-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
65-14-61-05,0504-008-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
65-14-61-05,0504-008-001,WAGES PAID TO SERVANTS,NO,
65-14-61-05,0504-008-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
65-14-61-05,0504-008-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
35-13-18-76,0504-008-008,CIGARETTES OR TOBACCO,NO,
35-13-18-76,0504-008-008,MATCHES,YES,100
35-13-18-76,0504-008-008,PUBLIC TRANSPORT,YES,2500
35-13-18-76,0504-008-008,KEROSENE,NO,
35-13-18-76,0504-008-008,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",NO,
35-13-18-76,0504-008-008,GAS (FOR LIGHTING/COOKING),NO,
35-13-18-76,0504-008-008,WATER,NO,
35-13-18-76,0504-008-008,PETROL OR DIESEL,NO,
35-13-18-76,0504-008-008,CELL PHONE VOUCHER,YES,5000
35-13-18-76,0504-008-008,CHARCOAL,NO,
35-13-18-76,0504-008-008,"MILLING FEES, GRAIN",NO,
35-13-18-76,0504-008-008,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,500
35-13-18-76,0504-008-008,CLOTHES SOAP (POWDER),YES,1000
35-13-18-76,0504-008-008,"TOOTHPASTE, TOOTHBRUSH",NO,
35-13-18-76,0504-008-008,TOILET PAPER,NO,
35-13-18-76,0504-008-008,"GLYCERINE, VASELINE, SKIN CREAMS",YES,1000
35-13-18-76,0504-008-008,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",YES,2500
35-13-18-76,0504-008-008,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
35-13-18-76,0504-008-008,LIGHT BULBS,NO,
35-13-18-76,0504-008-008,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
35-13-18-76,0504-008-008,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
35-13-18-76,0504-008-008,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
35-13-18-76,0504-008-008,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
35-13-18-76,0504-008-008,WAGES PAID TO SERVANTS,NO,
35-13-18-76,0504-008-008,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
35-13-18-76,0504-008-008,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
08-87-48-82,0505-001-001,CIGARETTES OR TOBACCO,NO,
08-87-48-82,0505-001-001,MATCHES,NO,
08-87-48-82,0505-001-001,PUBLIC TRANSPORT,NO,
08-87-48-82,0505-001-001,KEROSENE,YES,1000
08-87-48-82,0505-001-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",NO,
08-87-48-82,0505-001-001,GAS (FOR LIGHTING/COOKING),NO,
08-87-48-82,0505-001-001,WATER,NO,
08-87-48-82,0505-001-001,PETROL OR DIESEL,NO,
08-87-48-82,0505-001-001,CELL PHONE VOUCHER,YES,2000
08-87-48-82,0505-001-001,CHARCOAL,,
08-87-48-82,0505-001-001,"MILLING FEES, GRAIN",YES,800
08-87-48-82,0505-001-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,2000
08-87-48-82,0505-001-001,CLOTHES SOAP (POWDER),YES,1000
08-87-48-82,0505-001-001,"TOOTHPASTE, TOOTHBRUSH",NO,
08-87-48-82,0505-001-001,TOILET PAPER,NO,
08-87-48-82,0505-001-001,"GLYCERINE, VASELINE, SKIN CREAMS",YES,1500
08-87-48-82,0505-001-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",NO,
08-87-48-82,0505-001-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
08-87-48-82,0505-001-001,LIGHT BULBS,NO,
08-87-48-82,0505-001-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
08-87-48-82,0505-001-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",YES,4000
08-87-48-82,0505-001-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
08-87-48-82,0505-001-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
08-87-48-82,0505-001-001,WAGES PAID TO SERVANTS,NO,
08-87-48-82,0505-001-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
08-87-48-82,0505-001-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
83-21-21-03,0505-001-002,CIGARETTES OR TOBACCO,NO,
83-21-21-03,0505-001-002,MATCHES,NO,
83-21-21-03,0505-001-002,PUBLIC TRANSPORT,NO,
83-21-21-03,0505-001-002,KEROSENE,NO,
83-21-21-03,0505-001-002,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",NO,
83-21-21-03,0505-001-002,GAS (FOR LIGHTING/COOKING),NO,
83-21-21-03,0505-001-002,WATER,NO,
83-21-21-03,0505-001-002,PETROL OR DIESEL,NO,
83-21-21-03,0505-001-002,CELL PHONE VOUCHER,NO,
83-21-21-03,0505-001-002,CHARCOAL,NO,
83-21-21-03,0505-001-002,"MILLING FEES, GRAIN",YES,500
83-21-21-03,0505-001-002,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,4000
83-21-21-03,0505-001-002,CLOTHES SOAP (POWDER),YES,1000
83-21-21-03,0505-001-002,"TOOTHPASTE, TOOTHBRUSH",YES,2000
83-21-21-03,0505-001-002,TOILET PAPER,NO,
83-21-21-03,0505-001-002,"GLYCERINE, VASELINE, SKIN CREAMS",YES,6000
83-21-21-03,0505-001-002,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",YES,200
83-21-21-03,0505-001-002,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
83-21-21-03,0505-001-002,LIGHT BULBS,NO,
83-21-21-03,0505-001-002,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
83-21-21-03,0505-001-002,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",YES,3800
83-21-21-03,0505-001-002,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",,
83-21-21-03,0505-001-002,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
83-21-21-03,0505-001-002,WAGES PAID TO SERVANTS,NO,
83-21-21-03,0505-001-002,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
83-21-21-03,0505-001-002,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
31-41-21-88,0506-001-001,CIGARETTES OR TOBACCO,NO,
31-41-21-88,0506-001-001,MATCHES,YES,200
31-41-21-88,0506-001-001,PUBLIC TRANSPORT,YES,2000
31-41-21-88,0506-001-001,KEROSENE,NO,
31-41-21-88,0506-001-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",NO,
31-41-21-88,0506-001-001,GAS (FOR LIGHTING/COOKING),NO,
31-41-21-88,0506-001-001,WATER,NO,
31-41-21-88,0506-001-001,PETROL OR DIESEL,NO,
31-41-21-88,0506-001-001,CELL PHONE VOUCHER,NO,
31-41-21-88,0506-001-001,CHARCOAL,NO,
31-41-21-88,0506-001-001,"MILLING FEES, GRAIN",YES,2000
31-41-21-88,0506-001-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,2000
31-41-21-88,0506-001-001,CLOTHES SOAP (POWDER),YES,1000
31-41-21-88,0506-001-001,"TOOTHPASTE, TOOTHBRUSH",YES,2000
31-41-21-88,0506-001-001,TOILET PAPER,NO,
31-41-21-88,0506-001-001,"GLYCERINE, VASELINE, SKIN CREAMS",YES,1000
31-41-21-88,0506-001-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",YES,1000
31-41-21-88,0506-001-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
31-41-21-88,0506-001-001,LIGHT BULBS,NO,
31-41-21-88,0506-001-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
31-41-21-88,0506-001-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
31-41-21-88,0506-001-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
31-41-21-88,0506-001-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
31-41-21-88,0506-001-001,WAGES PAID TO SERVANTS,NO,
31-41-21-88,0506-001-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
31-41-21-88,0506-001-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
99-79-94-61,0506-003-001,CIGARETTES OR TOBACCO,NO,
99-79-94-61,0506-003-001,MATCHES,YES,500
99-79-94-61,0506-003-001,PUBLIC TRANSPORT,NO,
99-79-94-61,0506-003-001,KEROSENE,NO,
99-79-94-61,0506-003-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",NO,
99-79-94-61,0506-003-001,GAS (FOR LIGHTING/COOKING),NO,
99-79-94-61,0506-003-001,WATER,NO,
99-79-94-61,0506-003-001,PETROL OR DIESEL,NO,
99-79-94-61,0506-003-001,CELL PHONE VOUCHER,YES,2000
99-79-94-61,0506-003-001,CHARCOAL,NO,
99-79-94-61,0506-003-001,"MILLING FEES, GRAIN",YES,750
99-79-94-61,0506-003-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,2000
99-79-94-61,0506-003-001,CLOTHES SOAP (POWDER),YES,1000
99-79-94-61,0506-003-001,"TOOTHPASTE, TOOTHBRUSH",NO,
99-79-94-61,0506-003-001,TOILET PAPER,NO,
99-79-94-61,0506-003-001,"GLYCERINE, VASELINE, SKIN CREAMS",YES,2000
99-79-94-61,0506-003-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",NO,
99-79-94-61,0506-003-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
99-79-94-61,0506-003-001,LIGHT BULBS,NO,
99-79-94-61,0506-003-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
99-79-94-61,0506-003-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",YES,1000
99-79-94-61,0506-003-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
99-79-94-61,0506-003-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
99-79-94-61,0506-003-001,WAGES PAID TO SERVANTS,NO,
99-79-94-61,0506-003-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
99-79-94-61,0506-003-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
30-76-15-30,0508-001-001,CIGARETTES OR TOBACCO,NO,
30-76-15-30,0508-001-001,MATCHES,YES,100
30-76-15-30,0508-001-001,PUBLIC TRANSPORT,NO,
30-76-15-30,0508-001-001,KEROSENE,NO,
30-76-15-30,0508-001-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",NO,
30-76-15-30,0508-001-001,GAS (FOR LIGHTING/COOKING),NO,
30-76-15-30,0508-001-001,WATER,NO,
30-76-15-30,0508-001-001,PETROL OR DIESEL,NO,
30-76-15-30,0508-001-001,CELL PHONE VOUCHER,NO,
30-76-15-30,0508-001-001,CHARCOAL,NO,
30-76-15-30,0508-001-001,"MILLING FEES, GRAIN",YES,1000
30-76-15-30,0508-001-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,1500
30-76-15-30,0508-001-001,CLOTHES SOAP (POWDER),YES,2000
30-76-15-30,0508-001-001,"TOOTHPASTE, TOOTHBRUSH",YES,1500
30-76-15-30,0508-001-001,TOILET PAPER,NO,
30-76-15-30,0508-001-001,"GLYCERINE, VASELINE, SKIN CREAMS",YES,2000
30-76-15-30,0508-001-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",YES,500
30-76-15-30,0508-001-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
30-76-15-30,0508-001-001,LIGHT BULBS,NO,
30-76-15-30,0508-001-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
30-76-15-30,0508-001-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
30-76-15-30,0508-001-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
30-76-15-30,0508-001-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
30-76-15-30,0508-001-001,WAGES PAID TO SERVANTS,NO,
30-76-15-30,0508-001-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
30-76-15-30,0508-001-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
02-51-58-04,0509-001-001,CIGARETTES OR TOBACCO,YES,3500
02-51-58-04,0509-001-001,MATCHES,YES,50
02-51-58-04,0509-001-001,PUBLIC TRANSPORT,NO,
02-51-58-04,0509-001-001,KEROSENE,NO,
02-51-58-04,0509-001-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",NO,
02-51-58-04,0509-001-001,GAS (FOR LIGHTING/COOKING),NO,
02-51-58-04,0509-001-001,WATER,NO,
02-51-58-04,0509-001-001,PETROL OR DIESEL,NO,
02-51-58-04,0509-001-001,CELL PHONE VOUCHER,YES,1000
02-51-58-04,0509-001-001,CHARCOAL,NO,
02-51-58-04,0509-001-001,"MILLING FEES, GRAIN",YES,1000
02-51-58-04,0509-001-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,2000
