interview__key,sdd_hhid,hh_q14,sourceid,hh_q15,hh_q16,hh_q17,hh_q18,hh_q19,hh_q20,hh_q21_1,hh_q21_2,hh_q22_1,hh_q22_2,hh_q22_3,hh_q23,hh_q25_1,hh_q25_2,hh_q26,hh_q27_1,hh_q27_2,hh_q24_1,hh_q24_2,hh_q24_3
91-91-85-71,0706-002-001,YES,3,**CONFIDENTIAL**,BROTHER,40,MALE,F4,GEITA,YEARS,8,M-PESA,,,260000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
08-56-40-01,0707-001-001,YES,1,**CONFIDENTIAL**,PARENT,58,FEMALE,D7,DAR ES SALAAM,YEARS,18,M-PESA,,,300000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
01-47-09-22,0707-001-003,NO,,,,,,,,,,,,,,,,,,,,,
62-92-31-44,0707-002-001,NO,,,,,,,,,,,,,,,,,,,,,
08-63-44-83,0708-002-001,YES,1,**CONFIDENTIAL**,OTHER (SPECIFY),26,FEMALE,D4,MWANZA,YEARS,7,M-PESA,,,70000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
93-58-10-12,0709-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,27,FEMALE,F4,MWANZA,YEARS,4,M-PESA,,,50000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
97-33-73-50,0709-001-002,YES,1,**CONFIDENTIAL**,PARENT,48,FEMALE,D7,MWANZA,YEARS,25,M-PESA,,,25000,2,,NONE,,,HOUSEHOLD CONSUMPTION,,
97-10-65-58,0710-001-001,YES,1,**CONFIDENTIAL**,SON,24,MALE,F3,SHINYANGA,YEARS,2,M-PESA,,,20000,2,,NONE,,,HOUSEHOLD CONSUMPTION,,
86-12-47-47,0710-003-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,40,MALE,F4,SHINYANGA,YEARS,5,M-PESA,,,10000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
86-12-47-47,0710-003-001,YES,2,**CONFIDENTIAL**,IN-LAW,37,MALE,D7,MWANZA,YEARS,37,M-PESA,,,30000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
10-28-30-33,0710-003-003,YES,1,**CONFIDENTIAL**,SON,22,MALE,D7,KAGERA,YEARS,1,M-PESA,,,40000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
10-28-30-33,0710-003-003,YES,2,**CONFIDENTIAL**,OTHER RELATIVE,35,MALE,DIPLOMA,SHINYANGA,MONTHS,8,M-PESA,,,10000,3,,NONE,,,HOUSEHOLD CONSUMPTION,,
27-62-11-86,0710-004-001,NO,,,,,,,,,,,,,,,,,,,,,
95-04-11-03,0711-001-003,NO,,,,,,,,,,,,,,,,,,,,,
23-44-89-46,0714-001-002,YES,1,**CONFIDENTIAL**,PARENT,63,MALE,D7,MWANZA,YEARS,63,M-PESA,,,1450000,1,,280000,1,,HOUSEHOLD CONSUMPTION,HEALTH,BUSINESS
23-15-28-86,0715-001-001,NO,,,,,,,,,,,,,,,,,,,,,
55-95-90-52,0715-004-001,NO,,,,,,,,,,,,,,,,,,,,,
42-21-63-58,0717-001-001,NO,,,,,,,,,,,,,,,,,,,,,
83-10-26-19,0718-001-001,NO,,,,,,,,,,,,,,,,,,,,,
96-65-59-07,0718-003-001,NO,,,,,,,,,,,,,,,,,,,,,
93-92-62-88,0718-010-001,NO,,,,,,,,,,,,,,,,,,,,,
88-78-07-94,0719-001-001,NO,,,,,,,,,,,,,,,,,,,,,
02-98-67-18,0720-001-001,NO,,,,,,,,,,,,,,,,,,,,,
01-38-32-24,0720-001-011,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,65,FEMALE,NO EDUCATION,MWANZA,YEARS,65,OTHER (SPECIFY),,,15000,3,,25000,3,,OTHER (SPECIFY),,
35-71-36-18,0720-010-001,NO,,,,,,,,,,,,,,,,,,,,,
89-74-22-66,0720-010-006,NO,,,,,,,,,,,,,,,,,,,,,
64-88-68-03,0720-015-001,NO,,,,,,,,,,,,,,,,,,,,,
78-89-11-25,0720-015-003,NO,,,,,,,,,,,,,,,,,,,,,
36-91-51-52,0720-015-004,YES,1,**CONFIDENTIAL**,OTHER (SPECIFY),65,MALE,D7,GEITA,YEARS,65,OTHER (SPECIFY),,,0,,,50000,2,,,,
29-58-22-46,0721-002-001,NO,,,,,,,,,,,,,,,,,,,,,
19-95-64-63,0722-001-001,NO,,,,,,,,,,,,,,,,,,,,,
00-12-69-11,0723-001-001,NO,,,,,,,,,,,,,,,,,,,,,
73-62-20-14,0724-001-001,NO,,,,,,,,,,,,,,,,,,,,,
47-46-81-24,0724-002-001,NO,,,,,,,,,,,,,,,,,,,,,
23-09-64-22,0725-001-001,NO,,,,,,,,,,,,,,,,,,,,,
47-68-48-21,0725-004-001,YES,1,**CONFIDENTIAL**,BROTHER,20,MALE,D7,DAR ES SALAAM,YEARS,1,M-PESA,,,30000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
83-43-91-36,0726-001-001,YES,1,**CONFIDENTIAL**,FRIEND,34,MALE,D7,GEITA,YEARS,34,M-PESA,,,6000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
83-43-91-36,0726-001-001,YES,2,**CONFIDENTIAL**,BROTHER,31,MALE,D7,GEITA,YEARS,4,M-PESA,,,10000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
52-19-00-24,0726-004-001,NO,,,,,,,,,,,,,,,,,,,,,
72-19-77-76,0726-004-006,NO,,,,,,,,,,,,,,,,,,,,,
71-44-85-61,0727-001-001,NO,,,,,,,,,,,,,,,,,,,,,
87-68-89-36,0729-001-002,YES,1,**CONFIDENTIAL**,OTHER (SPECIFY),40,MALE,D7,GEITA,YEARS,40,M-PESA,OTHER (SPECIFY),,70000,4,,NONE,,,HOUSEHOLD CONSUMPTION,,
87-68-89-36,0729-001-002,YES,2,**CONFIDENTIAL**,SON,42,MALE,D7,DAR ES SALAAM,YEARS,25,M-PESA,,,70000,2,,50000,2,,HOUSEHOLD CONSUMPTION,,
87-68-89-36,0729-001-002,YES,3,**CONFIDENTIAL**,DAUGHTER,24,FEMALE,F4,DAR ES SALAAM,YEARS,23,M-PESA,,,100000,2,,30000,2,,HOUSEHOLD CONSUMPTION,,
53-00-35-57,0729-003-001,NO,,,,,,,,,,,,,,,,,,,,,
70-01-13-20,0729-004-001,NO,,,,,,,,,,,,,,,,,,,,,
41-67-65-60,0731-001-001,NO,,,,,,,,,,,,,,,,,,,,,
93-89-30-03,0731-001-003,YES,1,**CONFIDENTIAL**,SPOUSE,33,MALE,D7,GEITA,YEARS,33,OTHER (SPECIFY),,,270000,1,,320000,1,,HOUSEHOLD CONSUMPTION,HEALTH,
59-42-39-17,0732-001-001,NO,,,,,,,,,,,,,,,,,,,,,
63-80-38-30,0733-001-001,NO,,,,,,,,,,,,,,,,,,,,,
16-05-60-08,0734-001-001,NO,,,,,,,,,,,,,,,,,,,,,
42-11-43-73,0736-001-001,NO,,,,,,,,,,,,,,,,,,,,,
05-65-41-70,0736-003-001,YES,1,**CONFIDENTIAL**,OTHER (SPECIFY),,,,GEITA,,,FRIENDS/RELATIVES,,,130000,1,,NONE,,,OTHER (SPECIFY),,
84-20-01-44,0736-003-003,NO,,,,,,,,,,,,,,,,,,,,,
61-19-90-97,0736-003-004,NO,,,,,,,,,,,,,,,,,,,,,
31-03-28-85,0736-003-005,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,27,MALE,F2,MWANZA,YEARS,3,M-PESA,,,13000,2,,NONE,,,CEREMONY,,
99-14-00-70,0736-003-006,NO,,,,,,,,,,,,,,,,,,,,,
97-65-53-21,0737-001-001,NO,,,,,,,,,,,,,,,,,,,,,
08-34-94-62,0738-001-001,NO,,,,,,,,,,,,,,,,,,,,,
25-22-14-90,0739-001-001,YES,1,**CONFIDENTIAL**,SON,29,MALE,F4,MWANZA,YEARS,4,M-PESA,,,850000,1,,640000,1,2,HOUSEHOLD CONSUMPTION,HEALTH,
25-22-14-90,0739-001-001,YES,2,**CONFIDENTIAL**,SON,37,FEMALE,F6,MARA,YEARS,6,M-PESA,,,1600000,1,2,400000,1,2,HOUSEHOLD CONSUMPTION,HEALTH,FARMING
71-49-87-81,0740-001-001,NO,,,,,,,,,,,,,,,,,,,,,
46-44-66-21,0740-003-001,YES,1,**CONFIDENTIAL**,DAUGHTER,34,FEMALE,D7,MARA,YEARS,20,AIRTEL MONEY,,,380000,1,2,435000,1,2,HOUSEHOLD CONSUMPTION,HEALTH,
46-44-66-21,0740-003-001,YES,2,**CONFIDENTIAL**,DAUGHTER,46,MALE,D7,GEITA,YEARS,40,AIRTEL MONEY,,,425000,1,2,285000,1,2,HEALTH,HOUSEHOLD CONSUMPTION,
09-76-22-49,0741-001-001,NO,,,,,,,,,,,,,,,,,,,,,
14-06-51-04,0741-001-004,NO,,,,,,,,,,,,,,,,,,,,,
50-01-48-22,0742-001-001,NO,,,,,,,,,,,,,,,,,,,,,
94-01-64-67,0742-006-001,NO,,,,,,,,,,,,,,,,,,,,,
33-09-53-23,0742-006-003,NO,,,,,,,,,,,,,,,,,,,,,
54-99-39-86,0743-001-001,NO,,,,,,,,,,,,,,,,,,,,,
82-79-20-90,0743-001-002,YES,1,**CONFIDENTIAL**,FRIEND,45,MALE,D7,GEITA,YEARS,45,OTHER (SPECIFY),,,1000000,1,,NONE,,,BUSINESS,,
82-79-20-90,0743-001-002,YES,2,**CONFIDENTIAL**,FRIEND,43,MALE,D7,GEITA,YEARS,1,OTHER (SPECIFY),,,500000,1,,NONE,,,BUSINESS,FARMING,
11-42-87-71,0744-001-001,YES,1,**CONFIDENTIAL**,SON,24,MALE,D7,ARUSHA,MONTHS,9,M-PESA,,,450000,1,,450000,1,2,HOUSEHOLD CONSUMPTION,,
51-16-66-10,0744-003-001,NO,,,,,,,,,,,,,,,,,,,,,
43-11-94-86,0744-005-002,NO,,,,,,,,,,,,,,,,,,,,,
83-40-04-19,0745-001-001,NO,,,,,,,,,,,,,,,,,,,,,
30-77-22-01,0746-001-001,YES,1,**CONFIDENTIAL**,FRIEND,48,MALE,'O'+COURSE,MARA,YEARS,4,M-PESA,,,50000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
31-95-03-62,0747-001-001,NO,,,,,,,,,,,,,,,,,,,,,
90-66-22-54,0748-001-001,YES,1,**CONFIDENTIAL**,SON,49,MALE,F4,GEITA,YEARS,17,M-PESA,,,240000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
90-66-22-54,0748-001-001,YES,2,**CONFIDENTIAL**,SON,45,MALE,D7,MARA,YEARS,14,M-PESA,,,150000,1,2,50000,1,2,HOUSEHOLD CONSUMPTION,EDUCATION,
90-66-22-54,0748-001-001,YES,3,**CONFIDENTIAL**,SON,43,MALE,F2,GEITA,YEARS,16,M-PESA,,,180000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
40-92-93-80,0748-006-001,YES,1,**CONFIDENTIAL**,DAUGHTER,41,FEMALE,D7,MARA,YEARS,25,OTHER (SPECIFY),,,480000,1,,370000,1,,HOUSEHOLD CONSUMPTION,HEALTH,
20-93-75-06,0749-001-001,NO,,,,,,,,,,,,,,,,,,,,,
39-72-67-30,0749-002-001,YES,1,**CONFIDENTIAL**,FRIEND,48,MALE,'O'+COURSE,MWANZA,YEARS,9,M-PESA,,,200000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
39-72-67-30,0749-002-001,YES,2,**CONFIDENTIAL**,BROTHER,25,MALE,F4,MBEYA,YEARS,1,M-PESA,,,50000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
14-38-94-33,0749-003-001,NO,,,,,,,,,,,,,,,,,,,,,
85-80-93-27,0750-001-001,NO,,,,,,,,,,,,,,,,,,,,,
40-49-15-42,0751-001-001,YES,1,**CONFIDENTIAL**,FRIEND,39,MALE,F6,MWANZA,YEARS,39,M-PESA,,,70000,8,,100000,8,,HEALTH,,
29-63-19-27,0751-001-002,NO,,,,,,,,,,,,,,,,,,,,,
17-99-56-15,0751-001-009,NO,,,,,,,,,,,,,,,,,,,,,
25-72-15-56,0752-001-001,YES,1,**CONFIDENTIAL**,PARENT,50,MALE,D7,TABORA,YEARS,50,M-PESA,,,160000,28,,NONE,,,HEALTH,,
89-85-01-84,0752-004-001,NO,,,,,,,,,,,,,,,,,,,,,
84-75-07-82,0752-004-004,YES,1,**CONFIDENTIAL**,OTHER (SPECIFY),48,MALE,F6,UAE,YEARS,24,M-PESA,WESTERN UNION,,50000,,,NONE,,,HOUSEHOLD CONSUMPTION,,
78-50-22-98,0752-004-005,NO,,,,,,,,,,,,,,,,,,,,,
91-74-73-51,0752-021-001,YES,1,**CONFIDENTIAL**,SON,42,MALE,D7,MWANZA,YEARS,20,OTHER (SPECIFY),,,360000,1,,245000,1,,HOUSEHOLD CONSUMPTION,HEALTH,
91-74-73-51,0752-021-001,YES,2,**CONFIDENTIAL**,SON,46,MALE,D7,MWANZA,YEARS,18,OTHER (SPECIFY),,,240000,1,,165000,1,,HOUSEHOLD CONSUMPTION,,
83-03-55-57,0753-001-001,NO,,,,,,,,,,,,,,,,,,,,,
79-31-15-72,0754-001-001,NO,,,,,,,,,,,,,,,,,,,,,
33-76-14-08,0755-001-001,NO,,,,,,,,,,,,,,,,,,,,,
68-57-50-23,0756-001-001,NO,,,,,,,,,,,,,,,,,,,,,
29-44-66-61,0756-001-003,NO,,,,,,,,,,,,,,,,,,,,,
77-60-75-93,0757-001-001,NO,,,,,,,,,,,,,,,,,,,,,
29-14-45-66,0758-001-001,NO,,,,,,,,,,,,,,,,,,,,,
42-51-30-36,0759-001-001,YES,1,**CONFIDENTIAL**,BROTHER,53,MALE,NO EDUCATION,KILIMANJARO,YEARS,20,M-PESA,,,410000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
95-00-47-94,0761-001-001,NO,,,,,,,,,,,,,,,,,,,,,
27-22-49-12,0762-001-001,NO,,,,,,,,,,,,,,,,,,,,,
13-97-20-68,0767-001-001,NO,,,,,,,,,,,,,,,,,,,,,
46-73-72-80,0768-001-001,NO,,,,,,,,,,,,,,,,,,,,,
83-21-43-04,0768-001-002,NO,,,,,,,,,,,,,,,,,,,,,
50-44-37-01,0768-001-004,NO,,,,,,,,,,,,,,,,,,,,,
04-07-97-71,0768-001-011,NO,,,,,,,,,,,,,,,,,,,,,
84-08-67-79,0769-001-001,NO,,,,,,,,,,,,,,,,,,,,,
08-56-02-68,0770-001-001,NO,,,,,,,,,,,,,,,,,,,,,
46-36-03-77,0771-001-001,NO,,,,,,,,,,,,,,,,,,,,,
58-54-51-82,0772-001-002,NO,,,,,,,,,,,,,,,,,,,,,
27-60-85-20,0772-002-001,NO,,,,,,,,,,,,,,,,,,,,,
95-42-77-09,0772-002-003,NO,,,,,,,,,,,,,,,,,,,,,
13-55-87-80,0772-002-004,NO,,,,,,,,,,,,,,,,,,,,,
63-77-64-08,0773-001-001,NO,,,,,,,,,,,,,,,,,,,,,
16-44-54-61,0773-001-003,NO,,,,,,,,,,,,,,,,,,,,,
36-12-98-96,0775-001-001,NO,,,,,,,,,,,,,,,,,,,,,
39-76-12-55,0776-001-001,NO,,,,,,,,,,,,,,,,,,,,,
76-21-45-43,0776-001-005,NO,,,,,,,,,,,,,,,,,,,,,
05-60-96-11,0777-001-001,NO,,,,,,,,,,,,,,,,,,,,,
70-77-85-90,0778-001-001,NO,,,,,,,,,,,,,,,,,,,,,
73-75-54-66,0780-001-001,NO,,,,,,,,,,,,,,,,,,,,,
26-99-83-49,0781-001-001,NO,,,,,,,,,,,,,,,,,,,,,
01-05-09-28,0783-001-001,NO,,,,,,,,,,,,,,,,,,,,,
72-38-63-39,0783-001-004,NO,,,,,,,,,,,,,,,,,,,,,
04-67-21-54,0783-001-006,NO,,,,,,,,,,,,,,,,,,,,,
77-42-27-12,0785-001-001,NO,,,,,,,,,,,,,,,,,,,,,
04-62-05-39,0785-001-004,NO,,,,,,,,,,,,,,,,,,,,,
81-59-11-37,0785-001-005,NO,,,,,,,,,,,,,,,,,,,,,
92-08-19-67,0785-001-006,NO,,,,,,,,,,,,,,,,,,,,,
92-61-39-32,0785-008-001,NO,,,,,,,,,,,,,,,,,,,,,
76-67-49-08,0785-008-002,YES,1,**CONFIDENTIAL**,SON,23,MALE,F2,MJINI/MAGHARIBI UNGUJA,YEARS,5,EZY PESA,,,360000,1,,640000,1,,HOUSEHOLD CONSUMPTION,,
95-80-30-88,0786-002-001,NO,,,,,,,,,,,,,,,,,,,,,
25-16-84-50,0787-001-001,NO,,,,,,,,,,,,,,,,,,,,,
41-94-97-33,0788-001-001,NO,,,,,,,,,,,,,,,,,,,,,
60-74-36-34,0789-001-001,NO,,,,,,,,,,,,,,,,,,,,,
59-27-33-64,0789-001-003,NO,,,,,,,,,,,,,,,,,,,,,
58-72-64-17,0789-001-005,,,,,,,,,,,,,,,,,,,,,,
69-12-67-44,0789-001-006,NO,,,,,,,,,,,,,,,,,,,,,
65-51-84-50,0789-001-007,NO,,,,,,,,,,,,,,,,,,,,,
06-63-52-74,0790-001-001,NO,,,,,,,,,,,,,,,,,,,,,
19-49-98-57,0791-001-001,NO,,,,,,,,,,,,,,,,,,,,,
10-28-36-62,0792-002-002,NO,,,,,,,,,,,,,,,,,,,,,
13-21-93-32,0792-002-003,NO,,,,,,,,,,,,,,,,,,,,,
91-76-89-34,0793-001-001,NO,,,,,,,,,,,,,,,,,,,,,
82-03-93-42,0794-001-001,NO,,,,,,,,,,,,,,,,,,,,,
77-85-99-98,0796-001-002,NO,,,,,,,,,,,,,,,,,,,,,
87-21-83-42,0797-001-001,NO,,,,,,,,,,,,,,,,,,,,,
26-47-53-88,0797-001-007,NO,,,,,,,,,,,,,,,,,,,,,
05-09-03-42,0797-002-002,NO,,,,,,,,,,,,,,,,,,,,,
89-96-59-86,0798-001-001,NO,,,,,,,,,,,,,,,,,,,,,
95-41-66-59,0800-001-001,NO,,,,,,,,,,,,,,,,,,,,,
52-88-01-32,0800-001-002,NO,,,,,,,,,,,,,,,,,,,,,
71-32-37-07,0802-001-001,NO,,,,,,,,,,,,,,,,,,,,,
48-51-84-71,0803-001-002,NO,,,,,,,,,,,,,,,,,,,,,
21-36-63-64,0803-001-010,NO,,,,,,,,,,,,,,,,,,,,,
95-25-20-69,0806-001-001,NO,,,,,,,,,,,,,,,,,,,,,
39-39-70-24,0809-001-001,NO,,,,,,,,,,,,,,,,,,,,,
67-42-26-14,0809-001-008,NO,,,,,,,,,,,,,,,,,,,,,
37-20-99-56,0810-001-001,NO,,,,,,,,,,,,,,,,,,,,,
28-68-79-71,0810-001-004,NO,,,,,,,,,,,,,,,,,,,,,
17-79-68-21,0813-001-001,NO,,,,,,,,,,,,,,,,,,,,,
89-49-51-98,0813-006-001,NO,,,,,,,,,,,,,,,,,,,,,
46-41-53-12,0816-001-001,NO,,,,,,,,,,,,,,,,,,,,,
49-74-14-34,0816-003-001,NO,,,,,,,,,,,,,,,,,,,,,
92-17-59-19,0816-003-002,NO,,,,,,,,,,,,,,,,,,,,,
24-16-61-78,0816-004-001,NO,,,,,,,,,,,,,,,,,,,,,
22-14-33-47,0816-005-001,NO,,,,,,,,,,,,,,,,,,,,,
69-89-51-27,0817-001-001,NO,,,,,,,,,,,,,,,,,,,,,
39-78-55-52,0817-001-007,NO,,,,,,,,,,,,,,,,,,,,,
73-40-39-52,0817-009-001,NO,,,,,,,,,,,,,,,,,,,,,
22-53-70-08,0820-001-002,NO,,,,,,,,,,,,,,,,,,,,,
48-50-14-55,0820-001-003,NO,,,,,,,,,,,,,,,,,,,,,
78-14-97-22,0820-001-009,NO,,,,,,,,,,,,,,,,,,,,,
95-17-78-64,0822-001-001,NO,,,,,,,,,,,,,,,,,,,,,
01-82-06-82,0824-001-001,NO,,,,,,,,,,,,,,,,,,,,,
41-91-45-72,0824-001-003,NO,,,,,,,,,,,,,,,,,,,,,
58-95-90-74,0824-001-006,NO,,,,,,,,,,,,,,,,,,,,,
13-59-49-85,0824-006-001,NO,,,,,,,,,,,,,,,,,,,,,
48-86-98-91,0827-001-002,NO,,,,,,,,,,,,,,,,,,,,,
11-50-63-98,0828-001-001,NO,,,,,,,,,,,,,,,,,,,,,
34-57-47-47,0828-001-002,NO,,,,,,,,,,,,,,,,,,,,,
23-48-92-58,0829-001-001,NO,,,,,,,,,,,,,,,,,,,,,
76-13-11-27,0830-001-001,NO,,,,,,,,,,,,,,,,,,,,,
72-69-44-72,0831-001-001,NO,,,,,,,,,,,,,,,,,,,,,
43-07-96-96,0834-001-001,NO,,,,,,,,,,,,,,,,,,,,,
11-95-00-77,0835-001-001,NO,,,,,,,,,,,,,,,,,,,,,
19-25-92-06,0836-001-001,NO,,,,,,,,,,,,,,,,,,,,,
37-58-14-59,0836-001-002,NO,,,,,,,,,,,,,,,,,,,,,
57-18-74-95,0839-001-002,NO,,,,,,,,,,,,,,,,,,,,,
95-47-50-34,0839-001-003,NO,,,,,,,,,,,,,,,,,,,,,
42-31-29-16,0839-002-001,NO,,,,,,,,,,,,,,,,,,,,,
34-83-13-34,0840-001-002,NO,,,,,,,,,,,,,,,,,,,,,
70-81-71-72,0840-001-003,NO,,,,,,,,,,,,,,,,,,,,,
50-33-65-85,0841-001-001,NO,,,,,,,,,,,,,,,,,,,,,
27-07-45-94,0842-001-001,NO,,,,,,,,,,,,,,,,,,,,,
55-18-26-79,0843-001-001,NO,,,,,,,,,,,,,,,,,,,,,
27-80-16-97,0844-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,27,FEMALE,NO EDUCATION,MJINI/MAGHARIBI UNGUJA,YEARS,6,EZY PESA,,,200000,1,,50000,1,,HOUSEHOLD CONSUMPTION,,
36-98-27-89,0844-001-002,NO,,,,,,,,,,,,,,,,,,,,,
15-99-63-51,0844-004-001,NO,,,,,,,,,,,,,,,,,,,,,
55-10-77-09,0844-004-004,NO,,,,,,,,,,,,,,,,,,,,,
07-65-39-81,0846-001-001,NO,,,,,,,,,,,,,,,,,,,,,
24-49-64-10,0847-001-001,NO,,,,,,,,,,,,,,,,,,,,,
00-41-84-07,0847-001-003,NO,,,,,,,,,,,,,,,,,,,,,
41-88-84-41,0847-004-001,NO,,,,,,,,,,,,,,,,,,,,,
61-34-55-28,0848-001-001,NO,,,,,,,,,,,,,,,,,,,,,
78-45-29-07,0848-001-003,NO,,,,,,,,,,,,,,,,,,,,,
37-95-22-04,0848-001-004,NO,,,,,,,,,,,,,,,,,,,,,
44-70-04-43,0848-001-005,NO,,,,,,,,,,,,,,,,,,,,,
99-03-12-75,0848-001-006,NO,,,,,,,,,,,,,,,,,,,,,
40-93-38-08,0849-001-001,NO,,,,,,,,,,,,,,,,,,,,,
58-09-73-47,0850-001-002,NO,,,,,,,,,,,,,,,,,,,,,
28-86-83-55,0850-001-003,NO,,,,,,,,,,,,,,,,,,,,,
37-11-18-81,0851-001-001,NO,,,,,,,,,,,,,,,,,,,,,
34-55-40-03,0852-001-001,NO,,,,,,,,,,,,,,,,,,,,,
39-32-39-90,0852-001-002,NO,,,,,,,,,,,,,,,,,,,,,
08-17-94-34,0854-001-001,NO,,,,,,,,,,,,,,,,,,,,,
68-74-43-56,0855-001-001,NO,,,,,,,,,,,,,,,,,,,,,
07-03-83-06,0856-001-001,NO,,,,,,,,,,,,,,,,,,,,,
88-80-22-55,0856-001-003,NO,,,,,,,,,,,,,,,,,,,,,
26-93-79-69,0857-001-001,NO,,,,,,,,,,,,,,,,,,,,,
43-58-88-26,0858-001-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,58,MALE,D7,DAR ES SALAAM,YEARS,34,OTHER (SPECIFY),,,20000,8,,NONE,,,HOUSEHOLD CONSUMPTION,,
13-49-32-96,0858-001-002,NO,,,,,,,,,,,,,,,,,,,,,
55-56-32-21,0860-001-001,NO,,,,,,,,,,,,,,,,,,,,,
