interview__key,sdd_hhid,hh_i01,hh_i02,hh_i03,hh_i04,hh_i05,hh_i06,hh_i07_1,hh_i07_2,hh_i08,hh_i09,hh_i10,hh_i11,hh_i12,hh_i12a,hh_i12b,hh_i12c,hh_i12d_1,hh_i12d_2,hh_i12d_3,hh_i13,hh_i14,hh_i15,hh_i16,hh_i16_1,hh_i17,hh_i18,hh_i19,hh_i20,hh_i21,hh_i22,hh_i23,hh_i24_1,hh_i24_2,hh_i25,hh_i26,hh_i27,hh_i28,hh_i29,hh_i30,hh_i31,hh_i32,hh_i33,hh_i34_1,hh_i34_2,hh_i35,hh_i36
31-41-21-88,0506-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,15000,0,0,3,2,MUD BRICKS,MUD AND GRASS,EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,YES,NO,NO,NO,,NO CHILDREN,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,2,120,100,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0,YES,,,,,,,,,,
99-79-94-61,0506-003-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,6000,0,0,2,0,MUD BRICKS,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,NO TOILET,,,,,,,,,CHILD USED TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,3,70,10,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0,YES,,,,,,,,,,
30-76-15-30,0508-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,6000,0,0,3,1,MUD BRICKS,MUD AND GRASS,EARTH,BURIED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,YES,NO,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,UNPROTECTED SPRING,ELSWHERE,1,10,2,NONE,,UNPROTECTED SPRING,0,YES,,,,,,,,,,
02-51-58-04,0509-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,10000,0,0,2,1,BAKED/BURNT BRICKS,METAL SHEETS (GCI),EARTH,BURNT IN COMPOUND,PIT LATRINE WITHOUT SLAB/OPEN PIT,PIT LATRINE,"NO, NEVER EMPTIED",,YES,NO,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0,NO,AVAILABILITY,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,2,60,30,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0
10-51-31-09,0510-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,20000,0,0,2,1,MUD BRICKS,MUD AND GRASS,EARTH,BURIED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,2,5,1,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0,YES,,,,,,,,,,
21-30-35-20,0510-003-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,15000,0,0,2,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,PIT LATRINE WITHOUT SLAB/OPEN PIT,PIT LATRINE,"NO, NEVER EMPTIED",,YES,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0,NO,AVAILABILITY,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,4,32,2,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0
17-59-80-31,0511-001-001,OWNER OCCUPIED,LETTER OR ALLOCATION FROM VILLAGE GOVT,,50000,0,0,5,0,MUD BRICKS,"GRASS, LEAVES, BAMBOO",EARTH,OTHER (SPECIFY),PIT LATRINE WITHOUT SLAB/OPEN PIT,PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,PIPED WATER,ELSWHERE,2,3,1,NONE,,PIPED WATER,3500,YES,,,,,,,,,,
02-15-25-91,0512-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,5000,0,0,1,0,MUD BRICKS,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,PIT LATRINE WITHOUT SLAB/OPEN PIT,PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,NO CHILDREN,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,1,15,3,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0,YES,,,,,,,,,,
29-85-19-31,0513-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,15000,0,0,3,0,MUD BRICKS,MUD AND GRASS,EARTH,BURIED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,YES,NO,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,2,60,20,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0,YES,,,,,,,,,,
50-14-76-19,0514-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,10000,6000,0,2,0,MUD BRICKS,MUD AND GRASS,EARTH,BURNT IN COMPOUND,PIT LATRINE WITHOUT SLAB/OPEN PIT,PIT LATRINE,"NO, NEVER EMPTIED",,NO,NO,YES,YES,2,CHILD USED TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,TUBEWELL/BOREHOLE,ELSWHERE,2,40,30,NONE,,TUBEWELL/BOREHOLE,0,YES,,,,,,,,,,
16-94-94-48,0515-001-001,OWNER OCCUPIED,LETTER OR ALLOCATION FROM VILLAGE GOVT,,50000,0,0,4,2,MUD BRICKS,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,PIT LATRINE WITHOUT SLAB/OPEN PIT,PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,NO CHILDREN,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,TUBEWELL/BOREHOLE,ELSWHERE,2,56,50,NONE,,TUBEWELL/BOREHOLE,0,YES,,,,,,,,,,
24-89-62-63,0515-003-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,20000,0,0,2,0,MUD BRICKS,MUD AND GRASS,EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,YES,NO,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,TUBEWELL/BOREHOLE,ELSWHERE,2,150,120,NONE,,TUBEWELL/BOREHOLE,0,YES,,,,,,,,,,
17-70-91-53,0516-001-001,RENTED,,35000,,0,0,1,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY GOVT/MUNICIPALITY,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,YES,1,PUT/RINSED INTO TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN NEIGHBOR'S COMPOUND,2,3,1,NONE,,PIPED WATER,500,YES,,,,,,,,,,
55-47-18-86,0517-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,70000,0,0,3,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURNT IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,YES,NO,NO,NO,,CHILD USED TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,SOLAR,SOLAR PANELS,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,ADD BLEACH/CHLORINE,,PIPED WATER,7500,YES,,,,,,,,,,
10-21-26-14,0518-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,30000,0,0,3,1,MUD BRICKS,"GRASS, LEAVES, BAMBOO",EARTH,OTHER (SPECIFY),PIT LATRINE WITHOUT SLAB/OPEN PIT,PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,1,20,4,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0,YES,,,,,,,,,,
57-94-84-68,0519-001-002,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,30000,0,0,3,2,MUD BRICKS,"GRASS, LEAVES, BAMBOO",EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,YES,NO,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,UNPROTECTED DUGWELL,ELSWHERE,3,7,1,NONE,,UNPROTECTED DUGWELL,0,YES,,,,,,,,,,
92-69-46-35,0521-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,60000,150000,0,5,5,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,PROTECTED DUGWELL,IN OWN YARD/PLOT,,,,NONE,,PROTECTED DUGWELL,0,YES,,,,,,,,,,
85-65-43-35,0521-001-003,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,20000,0,70000,2,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),EARTH,BURIED IN COMPOUND,NO TOILET,,,,,,,,,BURIED,CHARCOAL,MANUFACTURED STOVE,TORCH,,PROTECTED DUGWELL,IN NEIGHBOR'S COMPOUND,2,3,1,NONE,,PROTECTED DUGWELL,0,YES,,,,,,,,,,
34-50-10-45,0521-001-011,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,3000,0,0,2,0,MUD BRICKS,"GRASS, LEAVES, BAMBOO",EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO DRAIN/DITCH,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,UNPROTECTED DUGWELL,ELSWHERE,2,20,6,NONE,,UNPROTECTED DUGWELL,0,YES,,,,,,,,,,
75-59-73-61,0522-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,20000,0,0,3,2,MUD BRICKS,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,RAINWATER COLLECTION,0,NO,CONVENIENCE,PROTECTED DUGWELL,IN NEIGHBOR'S COMPOUND,2,12,10,NONE,,UNPROTECTED DUGWELL,0
81-44-06-49,0525-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,60000,0,0,4,6,POLES AND MUD/MUD AND STONES,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO DRAIN/DITCH,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,BOIL,,PROTECTED DUGWELL,0,NO,AVAILABILITY,PROTECTED DUGWELL,ELSWHERE,10,60,5,NONE,,UNPROTECTED DUGWELL,0
84-11-21-22,0525-003-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,5000,0,0,2,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,TORCH,,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,RAINWATER COLLECTION,0,NO,AVAILABILITY,PROTECTED DUGWELL,IN NEIGHBOR'S COMPOUND,6,10,3,NONE,,PROTECTED DUGWELL,0
44-54-17-13,0525-003-004,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,10000,0,0,3,0,MUD BRICKS,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,SOLAR,SOLAR PANELS,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,RAINWATER COLLECTION,0,NO,AVAILABILITY,PROTECTED DUGWELL,IN NEIGHBOR'S COMPOUND,2,3,1,NONE,,PROTECTED DUGWELL,0
36-34-79-20,0525-004-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,10000,800000,0,1,1,BAKED/BURNT BRICKS,"GRASS, LEAVES, BAMBOO",EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,UNPROTECTED DUGWELL,IN NEIGHBOR'S COMPOUND,3,10,2,OTHER (SPECIFY),,UNPROTECTED DUGWELL,0,YES,,,,,,,,,,
96-26-27-84,0525-005-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,5000,0,0,3,3,BAKED/BURNT BRICKS,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,NO TOILET,,,,,,,,,OTHER (SPECIFY),FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,UNPROTECTED DUGWELL,ELSWHERE,2,15,5,NONE,,UNPROTECTED DUGWELL,0,YES,,,,,,,,,,
57-59-30-22,0525-005-003,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,4000,0,0,2,0,POLES AND MUD/MUD AND STONES,"GRASS, LEAVES, BAMBOO",EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,2,20,5,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0,YES,,,,,,,,,,
21-20-05-63,0526-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,40000,0,0,2,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,FLUSH TOILET,PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,YES,2,PUT/RINSED INTO TOILET OR LATRINE,CHARCOAL,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,UNPROTECTED DUGWELL,IN NEIGHBOR'S COMPOUND,2,5,1,NONE,,UNPROTECTED DUGWELL,0,YES,,,,,,,,,,
84-63-95-42,0528-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,40000,0,0,4,3,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,UNPROTECTED DUGWELL,IN NEIGHBOR'S COMPOUND,7,15,1,NONE,,UNPROTECTED DUGWELL,0,YES,,,,,,,,,,
31-74-85-54,0528-001-002,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,10000,0,0,0,2,POLES AND MUD/MUD AND STONES,"GRASS, LEAVES, BAMBOO",EARTH,HEAPED IN COMPOUND,NO TOILET,,,,,,,,,OTHER (SPECIFY),FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,PROTECTED DUGWELL,ELSWHERE,1,25,5,NONE,,PROTECTED DUGWELL,0,YES,,,,,,,,,,
96-96-12-14,0528-001-003,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,20000,0,0,2,0,MUD BRICKS,"GRASS, LEAVES, BAMBOO",EARTH,HEAPED IN COMPOUND,NO TOILET,,,,,,,,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,UNPROTECTED DUGWELL,IN NEIGHBOR'S COMPOUND,2,65,5,NONE,,UNPROTECTED DUGWELL,0,YES,,,,,,,,,,
34-63-46-69,0528-001-005,FREE,,,5000,0,0,1,0,MUD BRICKS,"GRASS, LEAVES, BAMBOO",EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,UNPROTECTED DUGWELL,IN NEIGHBOR'S COMPOUND,2,13,1,NONE,,UNPROTECTED DUGWELL,0,YES,,,,,,,,,,
16-41-04-04,0529-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,70000,0,0,3,2,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,BURIED,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,UNPROTECTED DUGWELL,ELSWHERE,18,5,1,OTHER (SPECIFY),,UNPROTECTED DUGWELL,0,YES,,,,,,,,,,
04-32-04-23,0529-001-003,FREE,,,10000,0,0,2,0,MUD BRICKS,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,UNPROTECTED DUGWELL,IN NEIGHBOR'S COMPOUND,2,10,1,NONE,,UNPROTECTED DUGWELL,0,YES,,,,,,,,,,
12-26-30-56,0529-001-009,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,10000,0,0,2,0,MUD BRICKS,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,NO TOILET,,,,,,,,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,PROTECTED DUGWELL,ELSWHERE,2,10,5,NONE,,PROTECTED DUGWELL,0,YES,,,,,,,,,,
26-24-72-45,0530-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,20000,0,0,4,2,BAKED/BURNT BRICKS,METAL SHEETS (GCI),EARTH,BURIED IN COMPOUND,PIT LATRINE WITHOUT SLAB/OPEN PIT,PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,RAINWATER COLLECTION,0,NO,AVAILABILITY,UNPROTECTED DUGWELL,ELSWHERE,2,20,10,NONE,,UNPROTECTED DUGWELL,0
53-12-65-26,0530-001-003,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,80000,0,0,5,3,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED IN COMPOUND,PIT LATRINE WITHOUT SLAB/OPEN PIT,PIT LATRINE,"NO, NEVER EMPTIED",,YES,NO,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,USE A WATER FILTER,,RAINWATER COLLECTION,0,NO,AVAILABILITY,UNPROTECTED DUGWELL,IN OWN YARD/PLOT,,,,USE A WATER FILTER,,UNPROTECTED DUGWELL,0
79-87-34-06,0531-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,15000,0,0,3,2,POLES AND MUD/MUD AND STONES,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,NO TOILET,,,,,,,,,THROWN INTO GARBAGE,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,UNPROTECTED DUGWELL,IN NEIGHBOR'S COMPOUND,2,16,10,NONE,,UNPROTECTED DUGWELL,0,YES,,,,,,,,,,
92-68-11-85,0532-001-001,OWNER OCCUPIED,TRADITIONAL RIGHT OF OCCUPANCY,,150000,0,0,5,2,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY GOVT/MUNICIPALITY,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,2500,YES,,,,,,,,,,
08-64-64-36,0534-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,30000,10000,0,3,2,POLES AND MUD/MUD AND STONES,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,RAINWATER COLLECTION,0,NO,AVAILABILITY,UNPROTECTED DUGWELL,IN NEIGHBOR'S COMPOUND,5,15,4,NONE,,UNPROTECTED DUGWELL,200
69-69-02-73,0534-001-003,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,50000,0,0,3,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,SOLAR,SOLAR PANELS,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,RAINWATER COLLECTION,0,NO,AVAILABILITY,TUBEWELL/BOREHOLE,ELSWHERE,2,40,30,NONE,,TUBEWELL/BOREHOLE,0
30-98-08-59,0535-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,20000,0,0,4,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,SOLAR,SOLAR PANELS,TUBEWELL/BOREHOLE,ELSWHERE,2,30,2,NONE,,TUBEWELL/BOREHOLE,0,YES,,,,,,,,,,
47-29-66-48,0535-006-001,RENTED,,5000,,0,0,2,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,NO CHILDREN,CHARCOAL,MANUFACTURED STOVE,SOLAR,SOLAR PANELS,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,USE A WATER FILTER,PIPED WATER,300,NO,AVAILABILITY,PIPED WATER,IN NEIGHBOR'S COMPOUND,2,10,4,USE A WATER FILTER,LET IT STAND AND SETTLE,PIPED WATER,300
01-41-05-70,0536-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,15000,0,160000,3,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,RAINWATER COLLECTION,0,NO,CONVENIENCE,UNPROTECTED DUGWELL,IN NEIGHBOR'S COMPOUND,2,60,10,NONE,,UNPROTECTED DUGWELL,0
