interview__key,sdd_hhid,shock_id,hh_r01,hh_r02,hh_r03,hh_r04_1,hh_r04_2
96-96-12-14,0528-001-003,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
96-96-12-14,0528-001-003,"DWELLING DAMAGED, DESTROYED",NO,,,,
96-96-12-14,0528-001-003,OTHER (SPECIFY),NO,,,,
12-26-30-56,0529-001-009,DROUGHT OR FLOODS,YES,MOST SEVERE,LOSS OF BOTH,EMPLOYED HOUSEHOLD MEMBERS TOOK ON MORE EMPLOYMENT,
12-26-30-56,0529-001-009,CROP DISEASE OR CROP PESTS,NO,,,,
12-26-30-56,0529-001-009,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
12-26-30-56,0529-001-009,HOUSEHOLD BUSINESS FAILURE,NO,,,,
12-26-30-56,0529-001-009,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
12-26-30-56,0529-001-009,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
12-26-30-56,0529-001-009,LARGE RISE IN PRICE OF FOOD,NO,,,,
12-26-30-56,0529-001-009,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
12-26-30-56,0529-001-009,SEVERE WATER SHORTAGE,NO,,,,
12-26-30-56,0529-001-009,LOSS OF LAND,NO,,,,
12-26-30-56,0529-001-009,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
12-26-30-56,0529-001-009,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
12-26-30-56,0529-001-009,DEATH OF OTHER FAMILY MEMBER,NO,,,,
12-26-30-56,0529-001-009,BREAK-UP OF THE HOUSEHOLD,NO,,,,
12-26-30-56,0529-001-009,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
12-26-30-56,0529-001-009,"DWELLING DAMAGED, DESTROYED",NO,,,,
12-26-30-56,0529-001-009,OTHER (SPECIFY),NO,,,,
79-87-34-06,0531-001-001,DROUGHT OR FLOODS,YES,MOST SEVERE,LOSS OF BOTH,SOLD CROP STOCK,
79-87-34-06,0531-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
79-87-34-06,0531-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
79-87-34-06,0531-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
79-87-34-06,0531-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
79-87-34-06,0531-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
79-87-34-06,0531-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
79-87-34-06,0531-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
79-87-34-06,0531-001-001,SEVERE WATER SHORTAGE,NO,,,,
79-87-34-06,0531-001-001,LOSS OF LAND,NO,,,,
79-87-34-06,0531-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
79-87-34-06,0531-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
79-87-34-06,0531-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
79-87-34-06,0531-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
79-87-34-06,0531-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
79-87-34-06,0531-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
79-87-34-06,0531-001-001,OTHER (SPECIFY),NO,,,,
08-64-64-36,0534-001-001,DROUGHT OR FLOODS,YES,MOST SEVERE,ASSET LOSS,OTHER (SPECIFY),
08-64-64-36,0534-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
08-64-64-36,0534-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
08-64-64-36,0534-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
08-64-64-36,0534-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
08-64-64-36,0534-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
08-64-64-36,0534-001-001,LARGE RISE IN PRICE OF FOOD,YES,SECOND MOST SEVERE,NEITHER,CHANGED EATING PATTERNS,
08-64-64-36,0534-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
08-64-64-36,0534-001-001,SEVERE WATER SHORTAGE,NO,,,,
08-64-64-36,0534-001-001,LOSS OF LAND,NO,,,,
08-64-64-36,0534-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
08-64-64-36,0534-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
08-64-64-36,0534-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
08-64-64-36,0534-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
08-64-64-36,0534-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
08-64-64-36,0534-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
08-64-64-36,0534-001-001,OTHER (SPECIFY),NO,,,,
01-41-05-70,0536-001-001,DROUGHT OR FLOODS,YES,MOST SEVERE,INCOME LOSS,RELIED ON OWN-SAVINGS,
01-41-05-70,0536-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
01-41-05-70,0536-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
01-41-05-70,0536-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
01-41-05-70,0536-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
01-41-05-70,0536-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
01-41-05-70,0536-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
01-41-05-70,0536-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
01-41-05-70,0536-001-001,SEVERE WATER SHORTAGE,NO,,,,
01-41-05-70,0536-001-001,LOSS OF LAND,NO,,,,
01-41-05-70,0536-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
01-41-05-70,0536-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
01-41-05-70,0536-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
01-41-05-70,0536-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
01-41-05-70,0536-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
01-41-05-70,0536-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
01-41-05-70,0536-001-001,OTHER (SPECIFY),NO,,,,
98-57-18-93,0537-001-001,DROUGHT OR FLOODS,YES,MOST SEVERE,ASSET LOSS,CHANGED EATING PATTERNS,
98-57-18-93,0537-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
98-57-18-93,0537-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
98-57-18-93,0537-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
98-57-18-93,0537-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
98-57-18-93,0537-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
98-57-18-93,0537-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
98-57-18-93,0537-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
98-57-18-93,0537-001-001,SEVERE WATER SHORTAGE,NO,,,,
98-57-18-93,0537-001-001,LOSS OF LAND,NO,,,,
98-57-18-93,0537-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
98-57-18-93,0537-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
98-57-18-93,0537-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
98-57-18-93,0537-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
98-57-18-93,0537-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
98-57-18-93,0537-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
98-57-18-93,0537-001-001,OTHER (SPECIFY),NO,,,,
68-28-88-02,0539-001-001,DROUGHT OR FLOODS,NO,,,,
68-28-88-02,0539-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
68-28-88-02,0539-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
68-28-88-02,0539-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
68-28-88-02,0539-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
68-28-88-02,0539-001-001,LARGE FALL IN SALE PRICES FOR CROPS,YES,MOST SEVERE,INCOME LOSS,RELIED ON OWN-SAVINGS,
68-28-88-02,0539-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
68-28-88-02,0539-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
68-28-88-02,0539-001-001,SEVERE WATER SHORTAGE,YES,SECOND MOST SEVERE,NEITHER,DID NOT DO ANYTHING,
68-28-88-02,0539-001-001,LOSS OF LAND,NO,,,,
68-28-88-02,0539-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
68-28-88-02,0539-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
68-28-88-02,0539-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
68-28-88-02,0539-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
68-28-88-02,0539-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
68-28-88-02,0539-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
68-28-88-02,0539-001-001,OTHER (SPECIFY),NO,,,,
37-80-27-56,0540-001-001,DROUGHT OR FLOODS,YES,MOST SEVERE,NEITHER,DID NOT DO ANYTHING,
37-80-27-56,0540-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
37-80-27-56,0540-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
37-80-27-56,0540-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
37-80-27-56,0540-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
37-80-27-56,0540-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
37-80-27-56,0540-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
37-80-27-56,0540-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
37-80-27-56,0540-001-001,SEVERE WATER SHORTAGE,YES,SECOND MOST SEVERE,NEITHER,DID NOT DO ANYTHING,
37-80-27-56,0540-001-001,LOSS OF LAND,NO,,,,
37-80-27-56,0540-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
37-80-27-56,0540-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
37-80-27-56,0540-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
37-80-27-56,0540-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
37-80-27-56,0540-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
37-80-27-56,0540-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
37-80-27-56,0540-001-001,OTHER (SPECIFY),NO,,,,
20-78-49-50,0547-001-001,DROUGHT OR FLOODS,NO,,,,
20-78-49-50,0547-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
20-78-49-50,0547-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
20-78-49-50,0547-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
20-78-49-50,0547-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
20-78-49-50,0547-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
20-78-49-50,0547-001-001,LARGE RISE IN PRICE OF FOOD,YES,MOST SEVERE,INCOME LOSS,RELIED ON OWN-SAVINGS,
20-78-49-50,0547-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
20-78-49-50,0547-001-001,SEVERE WATER SHORTAGE,NO,,,,
20-78-49-50,0547-001-001,LOSS OF LAND,NO,,,,
20-78-49-50,0547-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
20-78-49-50,0547-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
20-78-49-50,0547-001-001,DEATH OF OTHER FAMILY MEMBER,YES,SECOND MOST SEVERE,INCOME LOSS,RELIED ON OWN-SAVINGS,
20-78-49-50,0547-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
20-78-49-50,0547-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
20-78-49-50,0547-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
20-78-49-50,0547-001-001,OTHER (SPECIFY),NO,,,,
67-70-48-74,0548-002-001,DROUGHT OR FLOODS,NO,,,,
67-70-48-74,0548-002-001,CROP DISEASE OR CROP PESTS,NO,,,,
67-70-48-74,0548-002-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
67-70-48-74,0548-002-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
67-70-48-74,0548-002-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
67-70-48-74,0548-002-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
67-70-48-74,0548-002-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
67-70-48-74,0548-002-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
67-70-48-74,0548-002-001,SEVERE WATER SHORTAGE,NO,,,,
67-70-48-74,0548-002-001,LOSS OF LAND,NO,,,,
67-70-48-74,0548-002-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
67-70-48-74,0548-002-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
67-70-48-74,0548-002-001,DEATH OF OTHER FAMILY MEMBER,YES,MOST SEVERE,NEITHER,DID NOT DO ANYTHING,
67-70-48-74,0548-002-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
67-70-48-74,0548-002-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,YES,SECOND MOST SEVERE,ASSET LOSS,RECEIVED UNCONDITIONAL HELP FROM RELATIVES/FRIENDS,
67-70-48-74,0548-002-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
67-70-48-74,0548-002-001,OTHER (SPECIFY),NO,,,,
29-47-94-46,0548-002-002,DROUGHT OR FLOODS,NO,,,,
29-47-94-46,0548-002-002,CROP DISEASE OR CROP PESTS,NO,,,,
29-47-94-46,0548-002-002,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
29-47-94-46,0548-002-002,HOUSEHOLD BUSINESS FAILURE,NO,,,,
29-47-94-46,0548-002-002,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
29-47-94-46,0548-002-002,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
29-47-94-46,0548-002-002,LARGE RISE IN PRICE OF FOOD,YES,MOST SEVERE,NEITHER,RELIED ON OWN-SAVINGS,
29-47-94-46,0548-002-002,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
29-47-94-46,0548-002-002,SEVERE WATER SHORTAGE,NO,,,,
29-47-94-46,0548-002-002,LOSS OF LAND,NO,,,,
29-47-94-46,0548-002-002,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
29-47-94-46,0548-002-002,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
29-47-94-46,0548-002-002,DEATH OF OTHER FAMILY MEMBER,NO,,,,
29-47-94-46,0548-002-002,BREAK-UP OF THE HOUSEHOLD,NO,,,,
29-47-94-46,0548-002-002,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
29-47-94-46,0548-002-002,"DWELLING DAMAGED, DESTROYED",NO,,,,
29-47-94-46,0548-002-002,OTHER (SPECIFY),NO,,,,
91-35-93-10,0549-001-001,DROUGHT OR FLOODS,NO,,,,
91-35-93-10,0549-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
91-35-93-10,0549-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
91-35-93-10,0549-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
91-35-93-10,0549-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
91-35-93-10,0549-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
91-35-93-10,0549-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
91-35-93-10,0549-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
91-35-93-10,0549-001-001,SEVERE WATER SHORTAGE,NO,,,,
91-35-93-10,0549-001-001,LOSS OF LAND,NO,,,,
91-35-93-10,0549-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
91-35-93-10,0549-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
91-35-93-10,0549-001-001,DEATH OF OTHER FAMILY MEMBER,YES,MOST SEVERE,NEITHER,DID NOT DO ANYTHING,
91-35-93-10,0549-001-001,BREAK-UP OF THE HOUSEHOLD,YES,SECOND MOST SEVERE,NEITHER,OTHER (SPECIFY),
91-35-93-10,0549-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
91-35-93-10,0549-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
91-35-93-10,0549-001-001,OTHER (SPECIFY),NO,,,,
15-00-68-84,0549-001-002,DROUGHT OR FLOODS,NO,,,,
15-00-68-84,0549-001-002,CROP DISEASE OR CROP PESTS,NO,,,,
15-00-68-84,0549-001-002,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
15-00-68-84,0549-001-002,HOUSEHOLD BUSINESS FAILURE,NO,,,,
15-00-68-84,0549-001-002,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
15-00-68-84,0549-001-002,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
15-00-68-84,0549-001-002,LARGE RISE IN PRICE OF FOOD,NO,,,,
15-00-68-84,0549-001-002,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
15-00-68-84,0549-001-002,SEVERE WATER SHORTAGE,NO,,,,
15-00-68-84,0549-001-002,LOSS OF LAND,NO,,,,
15-00-68-84,0549-001-002,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
15-00-68-84,0549-001-002,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
15-00-68-84,0549-001-002,DEATH OF OTHER FAMILY MEMBER,NO,,,,
15-00-68-84,0549-001-002,BREAK-UP OF THE HOUSEHOLD,YES,MOST SEVERE,NEITHER,DID NOT DO ANYTHING,
15-00-68-84,0549-001-002,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
15-00-68-84,0549-001-002,"DWELLING DAMAGED, DESTROYED",NO,,,,
15-00-68-84,0549-001-002,OTHER (SPECIFY),NO,,,,
22-35-45-21,0551-001-001,DROUGHT OR FLOODS,YES,MOST SEVERE,NEITHER,DID NOT DO ANYTHING,
22-35-45-21,0551-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
22-35-45-21,0551-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
22-35-45-21,0551-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
22-35-45-21,0551-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
22-35-45-21,0551-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
22-35-45-21,0551-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
22-35-45-21,0551-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
22-35-45-21,0551-001-001,SEVERE WATER SHORTAGE,NO,,,,
22-35-45-21,0551-001-001,LOSS OF LAND,NO,,,,
22-35-45-21,0551-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
22-35-45-21,0551-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
22-35-45-21,0551-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
22-35-45-21,0551-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
22-35-45-21,0551-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
22-35-45-21,0551-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
22-35-45-21,0551-001-001,OTHER (SPECIFY),NO,,,,
05-83-32-40,0551-001-006,DROUGHT OR FLOODS,NO,,,,
05-83-32-40,0551-001-006,CROP DISEASE OR CROP PESTS,NO,,,,
05-83-32-40,0551-001-006,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
05-83-32-40,0551-001-006,HOUSEHOLD BUSINESS FAILURE,NO,,,,
05-83-32-40,0551-001-006,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
05-83-32-40,0551-001-006,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
05-83-32-40,0551-001-006,LARGE RISE IN PRICE OF FOOD,NO,,,,
05-83-32-40,0551-001-006,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
05-83-32-40,0551-001-006,SEVERE WATER SHORTAGE,YES,MOST SEVERE,NEITHER,RELIED ON OWN-SAVINGS,
05-83-32-40,0551-001-006,LOSS OF LAND,NO,,,,
05-83-32-40,0551-001-006,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
05-83-32-40,0551-001-006,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
05-83-32-40,0551-001-006,DEATH OF OTHER FAMILY MEMBER,YES,SECOND MOST SEVERE,NEITHER,DID NOT DO ANYTHING,
05-83-32-40,0551-001-006,BREAK-UP OF THE HOUSEHOLD,NO,,,,
05-83-32-40,0551-001-006,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
05-83-32-40,0551-001-006,"DWELLING DAMAGED, DESTROYED",NO,,,,
05-83-32-40,0551-001-006,OTHER (SPECIFY),NO,,,,
53-84-84-32,0557-001-001,DROUGHT OR FLOODS,NO,,,,
53-84-84-32,0557-001-001,CROP DISEASE OR CROP PESTS,YES,MOST SEVERE,INCOME LOSS,RECEIVED UNCONDITIONAL HELP FROM RELATIVES/FRIENDS,RELIED ON OWN-SAVINGS
53-84-84-32,0557-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
53-84-84-32,0557-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
53-84-84-32,0557-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
53-84-84-32,0557-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
53-84-84-32,0557-001-001,LARGE RISE IN PRICE OF FOOD,YES,SECOND MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
53-84-84-32,0557-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
53-84-84-32,0557-001-001,SEVERE WATER SHORTAGE,NO,,,,
53-84-84-32,0557-001-001,LOSS OF LAND,NO,,,,
53-84-84-32,0557-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
53-84-84-32,0557-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
53-84-84-32,0557-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
53-84-84-32,0557-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
53-84-84-32,0557-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
53-84-84-32,0557-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
53-84-84-32,0557-001-001,OTHER (SPECIFY),NO,,,,
08-79-34-76,0565-001-001,DROUGHT OR FLOODS,NO,,,,
08-79-34-76,0565-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
08-79-34-76,0565-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
08-79-34-76,0565-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
08-79-34-76,0565-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
08-79-34-76,0565-001-001,LARGE FALL IN SALE PRICES FOR CROPS,YES,MOST SEVERE,ASSET LOSS,SOLD CROP STOCK,
08-79-34-76,0565-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
08-79-34-76,0565-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,YES,SECOND MOST SEVERE,INCOME LOSS,SOLD CROP STOCK,
08-79-34-76,0565-001-001,SEVERE WATER SHORTAGE,NO,,,,
08-79-34-76,0565-001-001,LOSS OF LAND,NO,,,,
08-79-34-76,0565-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,YES,THIRD MOST SEVERE,INCOME LOSS,RECEIVED UNCONDITIONAL HELP FROM RELATIVES/FRIENDS,
08-79-34-76,0565-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
08-79-34-76,0565-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
08-79-34-76,0565-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
08-79-34-76,0565-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
08-79-34-76,0565-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
08-79-34-76,0565-001-001,OTHER (SPECIFY),NO,,,,
82-44-68-41,0565-003-001,DROUGHT OR FLOODS,NO,,,,
82-44-68-41,0565-003-001,CROP DISEASE OR CROP PESTS,YES,MOST SEVERE,INCOME LOSS,CHANGED EATING PATTERNS,
82-44-68-41,0565-003-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
82-44-68-41,0565-003-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
82-44-68-41,0565-003-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
82-44-68-41,0565-003-001,LARGE FALL IN SALE PRICES FOR CROPS,YES,SECOND MOST SEVERE,INCOME LOSS,RELIED ON OWN-SAVINGS,
82-44-68-41,0565-003-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
82-44-68-41,0565-003-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
82-44-68-41,0565-003-001,SEVERE WATER SHORTAGE,NO,,,,
82-44-68-41,0565-003-001,LOSS OF LAND,NO,,,,
82-44-68-41,0565-003-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
82-44-68-41,0565-003-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
82-44-68-41,0565-003-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
82-44-68-41,0565-003-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
82-44-68-41,0565-003-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
82-44-68-41,0565-003-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
82-44-68-41,0565-003-001,OTHER (SPECIFY),NO,,,,
34-81-69-35,0565-005-001,DROUGHT OR FLOODS,NO,,,,
