interview__key,sdd_hhid,plotnum,cropid,ag6a_02,ag6a_03,ag6a_04,ag6a_05,ag6a_06,ag6a_06a,ag6a_07_1,ag6a_07_2,ag6a_07_3,ag6a_07_4,ag6a_08_1,ag6a_08_2,ag6a_09,ag6a_10,ag6a_11
40-92-93-80,0748-006-001,1,60,1,1984,0,NO,,YES,2019,APRIL,2019,JUNE,1,3,15,YES,THEFT
20-93-75-06,0749-001-001,1,58,1,2013,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,JANUARY,2019,MARCH,3,,15,NO,
20-93-75-06,0749-001-001,1,64,6,2007,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,MARCH,2018,MAY,3,,250,NO,
20-93-75-06,0749-001-001,1,85,2,2008,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,FEBRUARY,2019,APRIL,3,,45,NO,
20-93-75-06,0749-001-001,1,102,3,2006,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,MARCH,2018,JULY,1,,260,NO,
89-85-01-84,0752-004-001,2,55,42,2003,0,NO,,YES,2018,MAY,2019,APRIL,1,,280,NO,
89-85-01-84,0752-004-001,3,57,7,1900,0,NO,,YES,2018,DECEMBER,2019,FEBRUARY,1,,700,YES,INSECTS
78-50-22-98,0752-004-005,2,57,4,1900,0,NO,,YES,2019,JUNE,2019,JULY,1,2,1200,NO,
91-74-73-51,0752-021-001,1,57,1,1990,0,NO,,YES,2019,NOVEMBER,2019,DECEMBER,1,2,320,YES,OTHER (SPECIFY)
91-74-73-51,0752-021-001,1,60,1,1990,0,NO,,NO,,,,,,,,,
33-76-14-08,0755-001-001,2,56,1,1900,0,NO,,YES,2019,MARCH,2019,MAY,1,2,100,NO,
33-76-14-08,0755-001-001,2,57,1,1900,0,NO,,YES,2018,OCTOBER,2019,JANUARY,1,2,120,NO,
68-57-50-23,0756-001-001,2,55,4,2018,4,NO,,NO,,,,,,,,,
46-36-03-77,0771-001-001,1,55,150,2013,30,NO,,YES,2019,JANUARY,2019,SEPTEMBER,1,,200,YES,ANIMALS
63-77-64-08,0773-001-001,1,55,50,2018,10,YES,OTHER (SPECIFY),YES,2018,JANUARY,2019,SEPTEMBER,1,2,200,NO,
39-76-12-55,0776-001-001,2,55,55,2018,40,NO,,NO,,,,,,,,,
39-76-12-55,0776-001-001,3,55,25,2018,25,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2019,FEBRUARY,1,,80,NO,
70-77-85-90,0778-001-001,1,55,150,2018,150,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,SEPTEMBER,2020,DECEMBER,1,,1000,NO,
70-77-85-90,0778-001-001,2,55,200,2018,200,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2020,JANUARY,1,,1200,NO,
73-75-54-66,0780-001-001,2,53,2,1995,0,NO,,NO,,,,,,,,,
73-75-54-66,0780-001-001,2,57,7,1980,0,NO,,YES,2018,APRIL,2018,APRIL,1,,20,NO,
73-75-54-66,0780-001-001,2,60,12,1980,0,NO,,YES,2019,MARCH,2019,JUNE,1,,50,NO,
73-75-54-66,0780-001-001,2,80,3,2010,0,NO,,NO,,,,,,,,,
01-05-09-28,0783-001-001,1,25,2,1990,0,NO,,YES,2019,JUNE,2019,OCTOBER,1,,25,NO,
01-05-09-28,0783-001-001,1,53,4,1990,0,NO,,YES,2018,JANUARY,2018,DECEMBER,1,,40,NO,
01-05-09-28,0783-001-001,1,55,80,1999,12,NO,,YES,2019,JANUARY,2019,AUGUST,1,,75,YES,THEFT
01-05-09-28,0783-001-001,1,56,5,1995,0,NO,,YES,2018,JANUARY,2018,DECEMBER,1,,500,NO,
01-05-09-28,0783-001-001,1,57,5,1990,0,NO,,YES,2019,MARCH,2019,MAY,1,,30,NO,
01-05-09-28,0783-001-001,1,82,13,1985,0,NO,,YES,2019,JULY,2019,SEPTEMBER,1,,400,NO,
04-67-21-54,0783-001-006,2,24,2,2010,0,YES,OTHER (SPECIFY),NO,,,,,,,,,
04-67-21-54,0783-001-006,2,55,20,2018,7,YES,OTHER (SPECIFY),NO,,,,,,,,,
04-67-21-54,0783-001-006,2,67,5,2016,0,YES,OTHER (SPECIFY),NO,,,,,,,,,
04-67-21-54,0783-001-006,2,80,4,2019,4,YES,MORE FERTILE FOR SOIL,NO,,,,,,,,,
04-67-21-54,0783-001-006,2,81,1,2018,1,YES,OTHER (SPECIFY),NO,,,,,,,,,
04-67-21-54,0783-001-006,2,82,10,2017,6,YES,OTHER (SPECIFY),NO,,,,,,,,,
04-67-21-54,0783-001-006,2,101,7,2017,0,YES,OTHER (SPECIFY),NO,,,,,,,,,
04-67-21-54,0783-001-006,2,102,4,2015,0,YES,OTHER (SPECIFY),NO,,,,,,,,,
77-42-27-12,0785-001-001,1,55,50,2003,8,YES,MORE FERTILE FOR SOIL,YES,2018,DECEMBER,2019,JANUARY,1,,25,NO,
77-42-27-12,0785-001-001,1,57,2,2,0,YES,MORE FERTILE FOR SOIL,NO,,,,,,,,,
77-42-27-12,0785-001-001,1,58,1,2018,1,YES,MORE FERTILE FOR SOIL,NO,,,,,,,,,
77-42-27-12,0785-001-001,1,59,8,2018,8,YES,MORE FERTILE FOR SOIL,NO,,,,,,,,,
77-42-27-12,0785-001-001,1,64,1,2017,0,YES,MORE FERTILE FOR SOIL,YES,2018,JANUARY,2019,JANUARY,1,,10,NO,
77-42-27-12,0785-001-001,1,81,1,2016,0,YES,MORE FERTILE FOR SOIL,YES,2017,JANUARY,2019,FEBRUARY,1,,200,NO,
77-42-27-12,0785-001-001,1,90,4,2015,0,YES,MORE FERTILE FOR SOIL,YES,2016,FEBRUARY,2019,JANUARY,1,,30,NO,
77-42-27-12,0785-001-001,1,101,5,2014,4,YES,MORE FERTILE FOR SOIL,YES,2018,FEBRUARY,2019,JANUARY,1,,100,NO,
65-51-84-50,0789-001-007,2,57,10,2010,8,NO,,NO,,,,,,,,,
19-49-98-57,0791-001-001,1,53,3,2000,0,YES,OTHER (SPECIFY),YES,2019,AUGUST,2019,NOVEMBER,1,,20,NO,
19-49-98-57,0791-001-001,1,57,7,2013,0,YES,OTHER (SPECIFY),NO,,,,,,,,,
19-49-98-57,0791-001-001,1,60,1,2016,0,YES,OTHER (SPECIFY),NO,,,,,,,,,
19-49-98-57,0791-001-001,1,63,3,2015,0,YES,OTHER (SPECIFY),NO,,,,,,,,,
19-49-98-57,0791-001-001,1,101,2,2014,0,YES,OTHER (SPECIFY),NO,,,,,,,,,
19-49-98-57,0791-001-001,2,55,50,2018,15,YES,OTHER (SPECIFY),YES,2019,APRIL,2019,AUGUST,1,,30,NO,
34-83-13-34,0840-001-002,1,55,24,2017,3,NO,,YES,2017,JULY,2019,JANUARY,2,,30,YES,THEFT
34-83-13-34,0840-001-002,2,55,50,2018,20,YES,MORE FERTILE FOR SOIL,NO,,,,,,,,,
50-33-65-85,0841-001-001,2,55,50,2018,50,NO,,NO,,,,,,,,,
50-33-65-85,0841-001-001,3,55,100,2018,100,NO,,NO,,,,,,,,,
78-45-29-07,0848-001-003,3,57,2,2016,0,NO,,NO,,,,,,,,,
78-45-29-07,0848-001-003,3,60,3,2016,0,NO,,NO,,,,,,,,,
78-45-29-07,0848-001-003,3,101,30,2016,0,NO,,NO,,,,,,,,,
37-95-22-04,0848-001-004,1,55,50,2018,50,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
37-95-22-04,0848-001-004,2,55,40,2018,40,NO,,YES,2019,FEBRUARY,2019,NOVEMBER,1,,120,NO,
08-17-94-34,0854-001-001,2,55,70,2015,15,YES,OTHER (SPECIFY),YES,2018,APRIL,2019,MARCH,1,,100,YES,THEFT
43-58-88-26,0858-001-001,1,55,4,2012,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,MARCH,2019,APRIL,1,8,45,NO,
43-58-88-26,0858-001-001,1,57,1,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,OCTOBER,2019,JANUARY,1,8,130,YES,INSECTS
