interview__key,sdd_hhid,sdd_indid,hh_c01,hh_c01_1,hh_c01_2,hh_c02,hh_c03,hh_c03_1,hh_c04,hh_c05,hh_c05a,hh_c06,hh_c07,hh_c08,hh_c09,hh_c10,hh_c11,hh_c12,hh_c13,hh_c14,hh_c15,hh_c16,hh_c17,hh_c18,hh_c19,hh_c20_1,hh_c20_2,hh_c21_1,hh_c21_2,hh_c22,hh_c23,hh_c24,hh_c25,hh_c26,hh_c27,hh_c28_0,hh_c28_1,hh_c28_2,hh_c28_3,hh_c28_4,hh_c28_5,hh_c28_6,hh_c28_7,hh_c28_8,hh_c29,hh_c30,hh_c01_3
31-15-31-20,0499-001-001,11,YES,NO,6,NO,YES,,10,YES,,,,,D2,D1,YES,CENTRAL GOVERNMENT,NO,ON FOOT,30,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,1,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,30000,NEVER ATTENDED,,
51-60-75-13,0499-001-004,1,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
51-60-75-13,0499-001-004,2,YES,YES,,NO,YES,,13,NO,DOMESTIC OBLIGATION,NO,PP,2005,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
51-60-75-13,0499-001-004,3,YES,NO,1,KISWAHILI,YES,,8,YES,,,,,D4,D3,YES,CENTRAL GOVERNMENT,NO,ON FOOT,2,NO,YES,CHILD REFUSED,NO TEXTBOOKS USED,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,25000,NEVER ATTENDED,,
51-60-75-13,0499-001-004,4,YES,NO,1,NO,NO,TOO YOUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,
51-60-75-13,0499-001-004,5,YES,NO,1,NO,NO,TOO YOUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,
51-60-75-13,0499-001-004,6,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-60-75-13,0499-001-004,7,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-60-75-13,0499-001-004,8,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98-78-01-38,0499-004-002,1,YES,YES,,KISWAHILI,YES,,8,NO,DOMESTIC OBLIGATION,NO,D4,1977,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
98-78-01-38,0499-004-002,2,YES,YES,,KISWAHILI,YES,,8,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,1986,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
98-78-01-38,0499-004-002,3,YES,YES,,KISWAHILI,YES,,7,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D5,DON'T KNOW,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
98-78-01-38,0499-004-002,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98-78-01-38,0499-004-002,5,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98-78-01-38,0499-004-002,6,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98-78-01-38,0499-004-002,7,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66-76-23-69,0500-001-001,1,YES,YES,,KISWAHILI,YES,,12,NO,TOO OLD TO ATTEND,NO,D7,1980,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
66-76-23-69,0500-001-001,2,YES,NO,1,KISWAHILI,YES,,10,NO,TOO OLD TO ATTEND,NO,D2,DON'T KNOW,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,
66-76-23-69,0500-001-001,4,YES,NO,1,KISWAHILI & ENGLISH,YES,,7,YES,,,,,'O'+COURSE,'O'+COURSE,YES,CENTRAL GOVERNMENT,YES,,,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",NONE,NONE,TOO EXPENSIVE,,YES,PASS,,,,,TOTAL,,,,,,,,4800000,NEVER ATTENDED,,
66-76-23-69,0500-001-001,5,YES,NO,1,KISWAHILI & ENGLISH,YES,,7,YES,,,,,F6,F5,YES,LOCAL GOVERNMENT,YES,,,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",NONE,NONE,TOO EXPENSIVE,,YES,PASS,,,,,TOTAL,,,,,,,,592000,NEVER ATTENDED,,
66-76-23-69,0500-001-001,9,YES,NO,1,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,
81-34-91-83,0501-001-001,1,YES,NO,2,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,
81-34-91-83,0501-001-001,2,YES,YES,,KISWAHILI,YES,,10,NO,DOMESTIC OBLIGATION,NO,F2,2007,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
81-34-91-83,0501-001-001,3,YES,NO,2,KISWAHILI,YES,,5,YES,,,,,D2,D1,YES,LOCAL GOVERNMENT,NO,ON FOOT,15,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,OVERCROWDED CLASSROOMS,,NO,,,,,,BREAKDOWN,NONE,2000,7000,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,
81-34-91-83,0501-001-001,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81-34-91-83,0501-001-001,5,YES,NO,2,KISWAHILI,YES,,5,YES,,,,,D4,D3,YES,LOCAL GOVERNMENT,NO,ON FOOT,20,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,OVERCROWDED CLASSROOMS,,NO,,,,,,BREAKDOWN,NONE,3000,8000,NONE,NONE,2500,18000,,NEVER ATTENDED,,
94-06-30-25,0502-001-002,2,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
94-06-30-25,0502-001-002,3,YES,NO,5,KISWAHILI,YES,,9,NO,LACK OF MONEY,NO,D7,DON'T KNOW,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,
94-06-30-25,0502-001-002,4,YES,NO,5,KISWAHILI,YES,,8,NO,DOMESTIC OBLIGATION,NO,D7,DON'T KNOW,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,
94-06-30-25,0502-001-002,5,YES,YES,,KISWAHILI,YES,,7,NO,DOMESTIC OBLIGATION,NO,F2,2005,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
94-06-30-25,0502-001-002,6,YES,NO,5,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,
94-06-30-25,0502-001-002,7,YES,NO,5,NO,YES,,6,YES,,,,,PP,NOT YET STARTED,YES,LOCAL GOVERNMENT,NO,ON FOOT,20,NO,NO,,NO TEXTBOOKS USED,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,BREAKDOWN,NONE,1000,12000,NONE,NONE,8000,NONE,,NEVER ATTENDED,,
94-06-30-25,0502-001-002,8,YES,NO,5,NO,NO,DISABILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,
94-06-30-25,0502-001-002,9,YES,NO,5,NO,YES,,5,YES,,,,,D1,PP,YES,LOCAL GOVERNMENT,NO,ON FOOT,20,NO,NO,,NO TEXTBOOKS USED,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,BREAKDOWN,NONE,2000,11000,NONE,NONE,2500,NONE,,NEVER ATTENDED,,
94-06-30-25,0502-001-002,10,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99-52-98-92,0502-004-001,1,YES,YES,,KISWAHILI,YES,,7,NO,JOB/WORK,NO,D7,1996,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
99-52-98-92,0502-004-001,3,YES,NO,1,NO,NO,DISABILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,
99-52-98-92,0502-004-001,4,YES,NO,1,KISWAHILI,YES,,7,YES,,,,,D5,D4,YES,CENTRAL GOVERNMENT,NO,ON FOOT,20,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,18000,NEVER ATTENDED,,
99-52-98-92,0502-004-001,5,YES,NO,1,KISWAHILI,YES,,7,YES,,,,,D1,PP,YES,CENTRAL GOVERNMENT,NO,ON FOOT,20,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,10000,NEVER ATTENDED,,
20-96-70-22,0503-001-001,1,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
20-96-70-22,0503-001-001,2,YES,NO,3,KISWAHILI,YES,,7,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,1992,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,
20-96-70-22,0503-001-001,3,YES,YES,,KISWAHILI,YES,,9,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D4,1964,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
65-14-61-05,0504-008-001,1,YES,YES,,KISWAHILI,YES,,9,NO,JOB/WORK,NO,D7,1985,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
65-14-61-05,0504-008-001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65-14-61-05,0504-008-001,4,YES,YES,,KISWAHILI,YES,,7,NO,JOB/WORK,NO,D7,2010,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
65-14-61-05,0504-008-001,6,YES,YES,,KISWAHILI,YES,,7,NO,JOB/WORK,NO,D7,2013,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
65-14-61-05,0504-008-001,7,YES,YES,,KISWAHILI,YES,,7,NO,JOB/WORK,NO,D7,2015,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
65-14-61-05,0504-008-001,8,YES,YES,,KISWAHILI & ENGLISH,YES,,7,YES,,,,,D7,D6,YES,CENTRAL GOVERNMENT,NO,ON FOOT,5,NO,YES,SCHOOL CLOSED (IN BREAK),ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,4,NONE,INADEQUATE BOOKS/TOOLS,,NO,,,,,,TOTAL,,,,,,,,20000,NEVER ATTENDED,,PEKE YAKE
65-14-61-05,0504-008-001,9,YES,YES,,KISWAHILI & ENGLISH,YES,,7,YES,,,,,D6,D5,YES,CENTRAL GOVERNMENT,NO,ON FOOT,5,NO,YES,SCHOOL CLOSED (IN BREAK),ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,1,NONE,INADEQUATE BOOKS/TOOLS,,NO,,,,,,TOTAL,,,,,,,,25000,NEVER ATTENDED,,PEKE YAKE
35-13-18-76,0504-008-008,1,YES,YES,,KISWAHILI,YES,,7,NO,LACK OF MONEY,NO,F4,2011,,,NO,,,,,,,,,,,,,YES,PASS,"YES, FORM 4",2011,NOT FOUND,FAIL,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
08-87-48-82,0505-001-001,1,YES,YES,,KISWAHILI,YES,,7,NO,JOB/WORK,NO,D6,1979,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
08-87-48-82,0505-001-001,3,YES,YES,,KISWAHILI,YES,,7,NO,DOMESTIC OBLIGATION,NO,F1,2008,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
08-87-48-82,0505-001-001,4,YES,NO,1,KISWAHILI & ENGLISH,YES,,7,YES,,,,,F3,F2,YES,PRIVATE ORG,YES,,,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,YES,FAIL,,,,,TOTAL,,,,,,,,200000,NEVER ATTENDED,,
08-87-48-82,0505-001-001,7,YES,NO,1,KISWAHILI,YES,,7,YES,,,,,D2,D1,YES,CENTRAL GOVERNMENT,NO,ON FOOT,5,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,INADEQUATE BOOKS/TOOLS,,NO,,,,,,TOTAL,,,,,,,,25000,NEVER ATTENDED,,
83-21-21-03,0505-001-002,1,YES,YES,,NO,YES,,7,NO,JOB/WORK,NO,F2,2008,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
83-21-21-03,0505-001-002,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-41-21-88,0506-001-001,1,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
31-41-21-88,0506-001-001,2,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
31-41-21-88,0506-001-001,3,YES,YES,,KISWAHILI,YES,,6,YES,,,,,F1,D7,YES,LOCAL GOVERNMENT,NO,ON FOOT,120,NO,YES,SCHOOL CLOSED (IN BREAK),ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,YES,PASS,,,,,TOTAL,,,,,,,,60000,NEVER ATTENDED,,PEKE YAKE
31-41-21-88,0506-001-001,4,YES,YES,,NO,YES,,6,NO,EDUCAITON NOT USEFUL,NO,D3,2015,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
99-79-94-61,0506-003-001,1,YES,YES,,NO,YES,,10,NO,OTHER (SPECIFY),NO,D1,1997,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
99-79-94-61,0506-003-001,2,YES,NO,3,NO,YES,,6,YES,,,,,PP,NOT ATTENDING,YES,LOCAL GOVERNMENT,NO,ON FOOT,45,NO,YES,SCHOOL CLOSED (IN BREAK),NO TEXTBOOKS USED,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,11000,NEVER ATTENDED,,
99-79-94-61,0506-003-001,3,YES,YES,,KISWAHILI,YES,,7,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,2010,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
99-79-94-61,0506-003-001,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-76-15-30,0508-001-001,1,YES,YES,,KISWAHILI,YES,,7,NO,EDUCAITON NOT USEFUL,NO,D7,1998,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
30-76-15-30,0508-001-001,2,YES,NO,1,NO,NO,DOES NOT HAVE INTEREST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,
30-76-15-30,0508-001-001,4,YES,YES,,KISWAHILI,YES,,6,NO,LACK OF MONEY,YES,,,,D7,NO,,,,,,,,,,,,,YES,FAIL,,,,,TOTAL,,,,,,,,8000,NEVER ATTENDED,,PEKE YAKE
30-76-15-30,0508-001-001,5,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-51-58-04,0509-001-001,1,YES,YES,,KISWAHILI,YES,,9,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,1998,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
02-51-58-04,0509-001-001,2,YES,NO,1,KISWAHILI,YES,,8,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,1999,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,
02-51-58-04,0509-001-001,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-51-31-09,0510-001-001,1,YES,YES,,KISWAHILI,YES,,10,NO,DOMESTIC OBLIGATION,NO,D7,1992,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
10-51-31-09,0510-001-001,2,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
10-51-31-09,0510-001-001,3,YES,NO,1,KISWAHILI,YES,,8,NO,LACK OF MONEY,NO,D7,2015,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,
10-51-31-09,0510-001-001,4,YES,NO,1,KISWAHILI,YES,,8,YES,,,,,D6,D5,YES,LOCAL GOVERNMENT,NO,ON FOOT,15,NO,YES,SCHOOL CLOSED (IN BREAK),ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,INADEQUATE TEACHERS,OVERCROWDED CLASSROOMS,NO,,,,,,BREAKDOWN,NONE,4000,NONE,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,
10-51-31-09,0510-001-001,5,YES,NO,1,KISWAHILI,YES,,6,YES,,,,,D4,D3,YES,LOCAL GOVERNMENT,NO,ON FOOT,15,NO,YES,SCHOOL CLOSED (IN BREAK),ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,INADEQUATE TEACHERS,OVERCROWDED CLASSROOMS,NO,,,,,,BREAKDOWN,NONE,2500,NONE,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,
10-51-31-09,0510-001-001,7,YES,YES,,KISWAHILI,YES,,10,NO,LACK OF MONEY,NO,D7,2010,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
10-51-31-09,0510-001-001,8,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-51-31-09,0510-001-001,9,YES,NO,1,KISWAHILI,YES,,7,NO,LACK OF MONEY,NO,D7,2009,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,
10-51-31-09,0510-001-001,10,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-51-31-09,0510-001-001,11,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-30-35-20,0510-003-001,1,YES,YES,,KISWAHILI,YES,,9,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,2003,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
21-30-35-20,0510-003-001,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-30-35-20,0510-003-001,4,YES,NO,1,KISWAHILI,YES,,7,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,2003,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,
21-30-35-20,0510-003-001,5,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-59-80-31,0511-001-001,1,YES,YES,,KISWAHILI,YES,,12,NO,LACK OF MONEY,NO,D7,2000,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
17-59-80-31,0511-001-001,2,YES,YES,,KISWAHILI,YES,,13,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,2001,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
17-59-80-31,0511-001-001,4,YES,NO,2,KISWAHILI,YES,,4,YES,,,,,D3,D2,YES,LOCAL GOVERNMENT,YES,,,NO,YES,SCHOOL CLOSED (IN BREAK),ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,15000,NEVER ATTENDED,,
17-59-80-31,0511-001-001,5,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-59-80-31,0511-001-001,6,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-15-25-91,0512-001-001,1,YES,YES,,NO,NO,DEATH OF PARENT(S),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
02-15-25-91,0512-001-001,2,YES,NO,1,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,
29-85-19-31,0513-001-001,1,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
29-85-19-31,0513-001-001,2,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
29-85-19-31,0513-001-001,3,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
29-85-19-31,0513-001-001,4,YES,NO,1,KISWAHILI,YES,,6,YES,,,,,D4,D3,YES,LOCAL GOVERNMENT,NO,ON FOOT,60,NO,YES,SCHOOL CLOSED (IN BREAK),ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,50000,NEVER ATTENDED,,
29-85-19-31,0513-001-001,5,YES,NO,1,NO,YES,,6,YES,,,,,D1,PP,YES,LOCAL GOVERNMENT,NO,ON FOOT,60,NO,YES,SCHOOL CLOSED (IN BREAK),ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,30000,NEVER ATTENDED,,
29-85-19-31,0513-001-001,8,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-85-19-31,0513-001-001,9,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-14-76-19,0514-001-001,1,YES,YES,,KISWAHILI,YES,,13,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,1993,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
50-14-76-19,0514-001-001,2,YES,NO,1,KISWAHILI,YES,,12,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D4,1986,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,
50-14-76-19,0514-001-001,4,YES,NO,1,KISWAHILI,YES,,5,YES,,,,,D5,D4,YES,LOCAL GOVERNMENT,NO,ON FOOT,15,NO,YES,SCHOOL CLOSED (IN BREAK),ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,11000,NEVER ATTENDED,,
50-14-76-19,0514-001-001,5,YES,NO,1,KISWAHILI,YES,,6,YES,,,,,D4,D3,YES,LOCAL GOVERNMENT,NO,ON FOOT,15,NO,YES,SCHOOL CLOSED (IN BREAK),ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,9500,NEVER ATTENDED,,
50-14-76-19,0514-001-001,6,YES,NO,1,NO,NO,TOO YOUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,
16-94-94-48,0515-001-001,1,YES,YES,,KISWAHILI & ENGLISH,YES,,13,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D8,1947,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
16-94-94-48,0515-001-001,2,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
24-89-62-63,0515-003-001,1,YES,YES,,KISWAHILI,YES,,7,NO,EDUCAITON NOT USEFUL,NO,D7,2002,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
24-89-62-63,0515-003-001,2,YES,YES,,KISWAHILI,YES,,5,NO,EDUCAITON NOT USEFUL,NO,D7,2012,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
24-89-62-63,0515-003-001,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-70-91-53,0516-001-001,1,YES,YES,,KISWAHILI,YES,,10,NO,LACK OF MONEY,NO,D7,2004,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
17-70-91-53,0516-001-001,2,YES,YES,,KISWAHILI,YES,,9,NO,DOMESTIC OBLIGATION,NO,D7,2008,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
17-70-91-53,0516-001-001,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
